subid,run,TR,trialtype,match_coherence,nonmatch_coherence
81,scene4,63,B1,0.05416554592978947,-0.001359060653706593
81,scene4,128,B1,-0.0005937893245876215,0.003502527318336216
81,scene4,189,B1,-0.021544090204458338,-0.0007600843881872925
81,scene4,197,B1,-0.038431110159413216,-0.008878714801372718
81,scene4,211,B1,0.031927531947310114,0.013042152981587122
81,scene4,226,B1,-0.035810837904017796,-0.037635072772302845
81,scene4,235,B1,0.005994258040653513,-0.009460429552003356
81,scene4,26,B2,0.012061388412579468,0.030018075137683464
81,scene4,69,B2,0.028076711406467763,-0.03604459391836301
81,scene4,138,B2,-0.006703159030560017,-0.028260362723839475
81,scene4,149,B2,-0.018771187590616342,0.02587171418728252
81,scene4,172,B2,0.025693851593186445,-0.009310286610960153
81,scene4,183,B2,0.027074294395933608,-0.02282217537008929
81,scene4,219,B2,0.04809513359949843,-0.020386184215809264
81,scene4,31,B3,-0.0634676437575488,-0.015252923006860533
81,scene4,51,B3,0.00533780815608623,0.013241974085109609
81,scene4,86,B3,-0.036305325013153714,0.006632216753279682
81,scene4,96,B3,-0.03398709724772533,0.01739105415557942
81,scene4,165,B3,-0.015427839017630307,-0.018466141279838914
81,scene4,203,B3,-0.008577966440825206,-0.017373117630017292
81,scene4,242,B3,-0.05064174316601627,0.002606074803720499
