subid,run,TR,trialtype,match_coherence,nonmatch_coherence
65,scene2,54,X1,-0.02560779373575911,-0.010033015656626345
65,scene2,70,X1,-0.026715448491053142,-0.009418159877835126
65,scene2,79,X1,-0.026791186267289643,-0.005856907354885214
65,scene2,98,X1,0.004885303087675037,-0.008403502821895704
65,scene2,144,X1,-0.008094293614247653,-0.015658119713109698
65,scene2,160,X1,-0.0728556493872518,0.006889578673341155
65,scene2,166,X1,-0.03914119973069383,-0.005796958877963798
65,scene2,30,X2,0.07437869366050798,-0.01729192440397605
65,scene2,61,X2,-0.01895471274984475,-0.012477135282932669
65,scene2,72,X2,0.036301347300499616,-0.01979505469138997
65,scene2,77,X2,0.023740146637577408,-0.009435949314333123
65,scene2,100,X2,0.006464364770654231,-0.02153888339327367
65,scene2,118,X2,0.014661495732569675,-0.00919355666524412
65,scene2,225,X2,0.01346905062994193,-0.014584528995825316
65,scene2,27,X3,-0.012748851790533746,0.003854932551692719
65,scene2,44,X3,-0.03133778803244817,-0.006422444181507819
65,scene2,121,X3,0.00946055893058672,-0.005057538490147316
65,scene2,170,X3,-0.006443942437725833,-0.0027588018192876286
65,scene2,200,X3,0.0009134203389039817,0.005976168913236506
65,scene2,212,X3,0.02688494011284874,0.018324954074116658
65,scene2,243,X3,0.021352047745509126,-0.0017771881751016494
65,scene2,56,X4,-0.02597058237553308,-0.022458071963504463
65,scene2,74,X4,0.004579368488885137,-0.011617403133437216
65,scene2,141,X4,0.0032708408126181413,0.005028986584376422
65,scene2,158,X4,-0.030101100215906996,-0.00853133652921354
65,scene2,192,X4,-0.01757138420975571,0.008567999060084978
65,scene2,204,X4,-0.024910392865505986,0.011324433284181293
65,scene2,240,X4,-0.0357042624011168,0.007298985405555776
65,scene2,42,X5,-0.02996240567630168,-0.02688329790598589
65,scene2,58,X5,0.005795474227639524,0.009659564119192854
65,scene2,110,X5,-0.025742083116574815,0.008505042408430454
65,scene2,129,X5,0.00025342845568681927,-0.003974550363589505
65,scene2,134,X5,-0.0418387943067296,-0.022728600795699196
65,scene2,178,X5,-0.048605443329935216,-0.010260741530686353
65,scene2,219,X5,-0.032189843513153765,0.008366526190404532
65,scene2,50,X6,-0.01386183170736364,-0.01177220594265301
65,scene2,90,X6,-0.00678278236016773,-0.00807024052122233
65,scene2,132,X6,-0.017613639927561677,-0.004363708811249048
65,scene2,164,X6,-0.0030129959281994267,0.0048302931512997594
65,scene2,188,X6,0.022843410467047378,0.003626338663194748
65,scene2,208,X6,-0.018716653940094283,0.02558262990767306
65,scene2,222,X6,0.03951782737292147,-0.015313160444312883
