subid,run,TR,trialtype,match_coherence,nonmatch_coherence
41,scene4,20,X1,-0.058891578596182347,0.005891699959701674
41,scene4,26,X1,-0.010720243946419647,-0.014963291889976114
41,scene4,58,X1,0.013053909433430802,-0.008974397159864337
41,scene4,80,X1,0.04986137647944932,-0.006990986031875218
41,scene4,90,X1,0.11007857439790575,-0.012896215322955658
41,scene4,145,X1,0.025017042342287483,0.030674818417930363
41,scene4,197,X1,0.045761913415645374,0.012339686630699669
41,scene4,38,X2,0.033447179222523146,-0.031021202312809804
41,scene4,118,X2,0.09221498836535043,-0.03641423913203859
41,scene4,157,X2,-0.04959350717537011,-0.05028065938680289
41,scene4,184,X2,-0.04196807121723424,-0.0005728787305903126
41,scene4,218,X2,0.03253173620820366,0.004268796058960129
41,scene4,237,X2,0.034010102023092646,-0.0074997725376960865
41,scene4,35,X3,-0.09946091960826205,0.022613176528468677
41,scene4,110,X3,0.0049572778173777865,0.012160977248989919
41,scene4,136,X3,-0.041056330450880106,-0.005756657485919649
41,scene4,148,X3,-0.031842990476056786,-0.012563961120183374
41,scene4,162,X3,-0.06476453877139708,0.007869357490968917
41,scene4,180,X3,0.039417897786717296,-0.04367618183103401
41,scene4,212,X3,-0.03644329858786042,-0.011159282437595591
41,scene4,8,X4,0.002520373524486294,-0.02606078619747366
41,scene4,18,X4,-0.11927528921687108,-0.008339399043974148
41,scene4,60,X4,-0.04383653325451797,0.012757902421342341
41,scene4,69,X4,-0.06826619516465939,-0.035912976771017825
41,scene4,130,X4,0.009033176120571045,0.007097497521592412
41,scene4,139,X4,0.010778216753216182,0.0022342752150030644
41,scene4,177,X4,-0.004781370677962781,-0.019784049350274953
41,scene4,24,X5,0.026526421119771788,0.027947668968662326
41,scene4,55,X5,0.04708268916576961,-0.024575722207684607
41,scene4,94,X5,0.03721482546986739,-0.017787120364320758
41,scene4,116,X5,0.13305394700587908,0.030720320276373066
41,scene4,133,X5,0.10932152450867143,0.009396622094211755
41,scene4,159,X5,0.10737119462287655,-0.006251692381206271
41,scene4,45,X6,0.024289047620129244,-0.015069076794370785
41,scene4,72,X6,0.008552196403210477,-0.009368659500577928
41,scene4,101,X6,0.03965406030366121,0.011621545506011546
41,scene4,113,X6,0.03396559012598834,-0.00151713011723763
41,scene4,142,X6,-0.07928184157784722,-0.008332410200806191
41,scene4,155,X6,-0.03403480310192328,0.00780694543075603
41,scene4,214,X6,0.03058593255885023,-0.005962386067262636
