subid,run,TR,trialtype,match_coherence,nonmatch_coherence
41,scene2,55,B1,0.03906296472555999,0.029991071606910055
41,scene2,98,B1,0.08570815529266419,-0.017111873860885092
41,scene2,121,B1,-0.0539584253902218,-0.0780450161316406
41,scene2,143,B1,-0.019432885337523895,-0.03617739682253533
41,scene2,172,B1,-0.022064449007017272,0.054601605424908606
41,scene2,194,B1,-0.02589217288507435,-0.01460058792360516
41,scene2,212,B1,0.018998655526478166,-0.05516555607094779
41,scene2,34,B2,-0.0390075463901268,0.016853119943889418
41,scene2,51,B2,-0.012377778485828517,0.08392561397997488
41,scene2,59,B2,0.061317993414808016,-0.020296649045375065
41,scene2,83,B2,-0.007870384488772475,0.01373786807656328
41,scene2,112,B2,-0.027342553092980764,0.01152345985070378
41,scene2,177,B2,0.017073166851174455,-0.04850955987398133
41,scene2,242,B2,-0.060487319595081974,-0.02859211708000566
41,scene2,106,B3,-0.01040253084017644,0.015578980427960453
41,scene2,137,B3,0.032591635117697325,-0.008306811599892246
41,scene2,159,B3,0.027928077552514818,0.011849719342109655
41,scene2,202,B3,0.06666606686982378,-0.031001648344553007
41,scene2,216,B3,-0.048683374214923414,0.021134057271131663
41,scene2,223,B3,-0.01871758659078181,-0.06577011983276716
41,scene2,237,B3,-0.06254534642246255,-0.027801036440060132
