subid,run,TR,trialtype,match_coherence,nonmatch_coherence
73,scene3,14,A1,0.03578323975362313,0.03520142876688481
73,scene3,36,A1,0.031168219422630424,-0.02485590454548755
73,scene3,46,A1,-0.004030299682265176,-0.05292269626175348
73,scene3,57,A1,-0.053404093050145575,0.007465065252674862
73,scene3,116,A1,-0.0011826225588140668,-0.0016480112963452348
73,scene3,183,A1,-0.006918602945695999,0.0022663622456313794
73,scene3,225,A1,0.020612843542046972,0.02630050140680898
73,scene3,50,A2,-0.08507060197424898,-0.03301983012018243
73,scene3,82,A2,-0.03654675391194915,-0.03281176630228205
73,scene3,93,A2,0.025920661388686133,0.009194560190104159
73,scene3,109,A2,-0.0024044570833193536,0.011920998913860111
73,scene3,161,A2,0.011569685521085385,0.018876397710362498
73,scene3,175,A2,-0.030595443884868734,0.020993589144178048
73,scene3,195,A2,-0.00041387346577397244,0.0036772137757917454
73,scene3,24,A3,0.01664274995849595,0.011081297102503055
73,scene3,64,A3,-0.02864356200156216,-0.02045062682775963
73,scene3,89,A3,-0.02680031054288956,-0.004664133543851234
73,scene3,129,A3,0.018219091862392633,-0.005154025965308584
73,scene3,140,A3,0.017162677696578886,-0.030486287588528043
73,scene3,219,A3,0.027837479533146015,0.012843257718067939
73,scene3,233,A3,0.0040835722922126635,-0.006539755995161489
