subid,run,TR,trialtype,match_coherence,nonmatch_coherence
98,scene3,8,X1,0.005883308254728189,-0.009008400819934089
98,scene3,48,X1,-0.043718629710009206,-0.019379867269861316
98,scene3,81,X1,0.000973868447488383,0.0045551759619086064
98,scene3,168,X1,-0.00900618121175507,-0.004540434597506881
98,scene3,222,X1,0.04803891355543832,-0.019503648320697106
98,scene3,232,X1,0.007377420792100597,-0.010571742236962474
98,scene3,237,X1,-0.012665987008653713,0.016946653446007348
98,scene3,35,X2,-0.03816064600983854,-0.0031204743808690414
98,scene3,66,X2,0.02147728538434366,-0.0055126024092705455
98,scene3,129,X2,0.02073637351151229,0.002395292153328634
98,scene3,159,X2,-0.056370086985555866,-0.00986237090521766
98,scene3,202,X2,0.0070138096965057725,0.011788272483882757
98,scene3,212,X2,0.007525662424109725,-0.028563675446546512
98,scene3,46,X3,-0.012217161473970463,-0.009774852534573008
98,scene3,85,X3,-0.008189936831772479,-0.008142785236975899
98,scene3,137,X3,-0.010907075108491713,-0.010862317252753157
98,scene3,200,X3,0.01615986585803911,0.0026622345158242226
98,scene3,218,X3,0.05672548529930827,-0.022496924576743366
98,scene3,228,X3,-0.029617611804949567,-0.019724999484134063
98,scene3,243,X3,-0.03377591546946167,-0.013466114394115748
98,scene3,10,X4,0.03084188955087888,0.008406362583239782
98,scene3,19,X4,0.024790910721016007,-0.01015294896769265
98,scene3,92,X4,0.0247958365622996,0.008184438680951383
98,scene3,156,X4,0.011158291913714901,-0.008193646329599168
98,scene3,182,X4,0.014768996324833361,-0.02195364356562587
98,scene3,215,X4,0.017523367175747054,-0.015804662715767418
98,scene3,240,X4,0.029340486548761712,-0.018554969547269082
98,scene3,42,X5,-0.04512622363742979,-0.009302320002526404
98,scene3,73,X5,-0.014596435594760732,-0.008076996439133892
98,scene3,102,X5,-0.018610580113423196,0.009384499120591297
98,scene3,126,X5,-0.06297652652375169,0.013153666240738538
98,scene3,131,X5,-0.07152222931503205,-0.009804512902853913
98,scene3,145,X5,-0.05747422439309815,-0.01107963488906017
98,scene3,234,X5,-0.01958022754212407,-0.006271205983019244
98,scene3,21,X6,-0.00310034815208911,0.009758122903124352
98,scene3,70,X6,-0.027953316632212757,0.00997489150189423
98,scene3,88,X6,-0.0677346396075763,-0.021696412727011043
98,scene3,124,X6,-0.012510012054083142,0.003813890430186359
98,scene3,134,X6,-0.05079398007038377,0.000506708003281889
98,scene3,147,X6,0.0026412769527857233,0.0017490001287838587
98,scene3,161,X6,-0.0592618251852371,-0.01194852729731645
