subid,run,TR,trialtype,match_coherence,nonmatch_coherence
83,scene2,120,A1,-0.042358374872035066,0.005889369367353707
83,scene2,143,A1,-0.05832547515025952,0.02028948126675471
83,scene2,153,A1,-0.027386121426284424,-0.02227389754825922
83,scene2,181,A1,-0.014209908640872052,0.01455459015988673
83,scene2,191,A1,-0.021750026293284694,-0.027341725365219744
83,scene2,201,A1,-0.03515818611443886,-0.031612090360216484
83,scene2,211,A1,-0.005714399336113485,-0.005933051973508339
83,scene2,23,A2,0.022125050054760575,-0.014901038819209402
83,scene2,32,A2,0.02101696957016932,0.02906398272008204
83,scene2,49,A2,-0.03426958686756866,-0.02510625528245009
83,scene2,77,A2,0.013723554321505932,0.03366816290084473
83,scene2,88,A2,-0.014931162089771098,-0.007383423578541317
83,scene2,148,A2,0.009047341387601078,-0.005448597350887313
83,scene2,238,A2,0.023944815802149532,0.007657285238893522
83,scene2,38,A3,-0.0025452684010738046,-0.0160609340058471
83,scene2,57,A3,0.017294797636995877,-0.0042454262471554585
83,scene2,95,A3,-0.009147090491812615,0.027395646644150746
83,scene2,107,A3,-0.006938060061342117,-0.029657558485862028
83,scene2,159,A3,-0.03469495234032688,-0.009121225239406809
83,scene2,196,A3,0.023964779271509872,0.02197612101406215
83,scene2,228,A3,0.05997094062250807,-0.029557520485180906
