subid,run,TR,trialtype,match_coherence,nonmatch_coherence
50,scene4,8,A1,-0.01923630630477184,-0.0013307950166748762
50,scene4,32,A1,-0.014796149775159508,0.008140099643116907
50,scene4,71,A1,-0.04601046928297244,-0.007984711917558477
50,scene4,84,A1,0.0005756494734720728,-0.025276818072222023
50,scene4,112,A1,-0.005692642219393213,-0.03029290498358547
50,scene4,149,A1,-0.004332339367079267,-0.023537748323681423
50,scene4,197,A1,0.02360720509207956,0.024597257207971242
50,scene4,53,A2,0.028852369410772304,0.0014685023173072469
50,scene4,65,A2,0.010675045105289035,-0.02416066239714652
50,scene4,96,A2,0.03184435488588134,0.0030105098435611152
50,scene4,126,A2,-0.0035828205529442685,0.016715158714279168
50,scene4,139,A2,-0.02045867142961887,-0.009593561737368268
50,scene4,154,A2,0.040074827735359246,0.01844588012428077
50,scene4,172,A2,0.01672881305573873,-0.00015623745714793462
50,scene4,18,A3,0.009206516395162189,0.008564340930813378
50,scene4,60,A3,0.005830766273661278,-0.002701384469455112
50,scene4,107,A3,-0.044529547338062254,-0.003218571467763453
50,scene4,120,A3,-0.048230711565149194,-0.018403211795017214
50,scene4,132,A3,-0.04696497999772157,-0.008570560568132555
50,scene4,160,A3,-0.04692884370424857,0.00038571822496418114
50,scene4,185,A3,-0.03974080066787925,0.004231900895589765
