subid,run,TR,trialtype,match_coherence,nonmatch_coherence
79,scene2,28,A1,-0.029715800607289414,-0.06855461164038847
79,scene2,59,A1,-0.023326278725734187,-0.035015565864289874
79,scene2,72,A1,-0.017245760487918555,0.056874058212763645
79,scene2,80,A1,-0.028699636319736987,-0.01750147188640861
79,scene2,106,A1,0.01857779952524735,-0.004883178871585213
79,scene2,153,A1,0.030553163928381217,0.041222143363409694
79,scene2,198,A1,0.0050062013184171235,-0.009820774124446366
79,scene2,52,A2,0.006483502529372047,-0.0165451106810085
79,scene2,101,A2,-0.006309347339195074,0.017774259222946964
79,scene2,113,A2,0.0143644686717442,0.019956593930929634
79,scene2,120,A2,-0.03657716945944082,0.02838600523736252
79,scene2,188,A2,-0.05818028898898098,-0.032132127204689
79,scene2,203,A2,-0.0010732307381196293,-0.018551802714045475
79,scene2,225,A2,-0.015005602829841522,0.01250632209144413
79,scene2,8,A3,0.010644474959504118,0.012420525964123288
79,scene2,15,A3,0.011402285556641195,0.008617427335315299
79,scene2,36,A3,0.01537466592506758,0.04315771502147031
79,scene2,46,A3,0.016941475383132374,-0.013549890705324858
79,scene2,85,A3,0.003787269695819486,0.0067058909318565025
79,scene2,180,A3,0.021763723514268165,-0.017113363283289034
79,scene2,214,A3,0.05462844476796741,0.017555933969211974
