subid,run,TR,trialtype,match_coherence,nonmatch_coherence
32,scene2,39,A1,-0.004824649033778238,0.038079470515599546
32,scene2,79,A1,-0.01715733427674341,-0.018715469765339523
32,scene2,95,A1,-0.01726008894581565,-0.020392546018497822
32,scene2,133,A1,0.035001380128365074,0.005720605203654117
32,scene2,162,A1,0.009093478512258139,-0.0014277981735389014
32,scene2,193,A1,-0.02287738047860501,-0.0268379986943205
32,scene2,205,A1,0.0031977368532064357,-0.007983567804817071
32,scene2,28,A2,0.008422690181357488,0.010262010714237406
32,scene2,49,A2,-0.00097985380237165,0.007675821649355173
32,scene2,61,A2,-0.004841730894336508,-0.014076505905263924
32,scene2,85,A2,-0.021121254306450968,-0.016576116251525715
32,scene2,101,A2,0.019376737251088155,-0.010064326221162599
32,scene2,108,A2,-0.04227111138598331,-0.0027453384091312956
32,scene2,149,A2,-0.014504789662942143,-1.577840932012246e-05
32,scene2,17,A3,-0.006337033517233616,0.016317645380157363
32,scene2,56,A3,0.022234805961275524,-0.008325958052047826
32,scene2,117,A3,-0.0014387511204278823,0.03141339176697872
32,scene2,126,A3,-0.017617527487385338,-0.002168393556335624
32,scene2,139,A3,0.011233499019390698,-0.0070848184152658795
32,scene2,171,A3,0.003909861292295266,-0.042266165680973786
32,scene2,183,A3,0.024304918762981378,-0.023033192201422793
