subid,run,TR,trialtype,match_coherence,nonmatch_coherence
49,scene2,64,B1,-0.01808240774389706,-0.0022297220954889197
49,scene2,77,B1,-0.007275493030931587,-0.006135708511196841
49,scene2,112,B1,-0.02105057196637942,-0.0022966395428567995
49,scene2,123,B1,-0.03221308867799994,0.02023903666987862
49,scene2,197,B1,0.016953206553406937,0.012880712666846723
49,scene2,234,B1,0.05411685500907495,-0.023746855357409186
49,scene2,241,B1,0.03233179128937092,-0.042486374542551775
49,scene2,37,B2,-0.026138512691692595,-0.012719099348505018
49,scene2,45,B2,-0.05251241326517828,0.013867015476711738
49,scene2,70,B2,0.014511700917283932,-0.008330909149231493
49,scene2,164,B2,0.0012397333504386432,-0.031221860108863637
49,scene2,177,B2,0.025772279068145654,0.009272772447518245
49,scene2,202,B2,-0.002238343423859472,0.008337194330363762
49,scene2,225,B2,-0.0011473893118666642,-0.02144040111554955
49,scene2,15,B3,-0.013482108213086893,-0.014507162924596376
49,scene2,99,B3,-0.0021063482838021832,-0.0052235185944732665
49,scene2,116,B3,-0.022320538153251208,-0.016421164388395887
49,scene2,139,B3,0.017677247086061894,0.00779819152471765
49,scene2,151,B3,0.01813603390440355,0.014847157841265899
49,scene2,186,B3,0.026009582613086894,-0.021334895515579263
49,scene2,207,B3,-0.04682413933511086,0.002505880679976991
