subid,run,TR,trialtype,match_coherence,nonmatch_coherence
88,scene3,19,X1,-0.018636172475352198,0.005890316831467633
88,scene3,28,X1,-0.2065797928453486,0.003381356241670927
88,scene3,145,X1,-0.09146491144386194,0.003235628528934144
88,scene3,154,X1,0.02886762984228542,-0.003036325003350603
88,scene3,178,X1,-0.003114796419474397,-0.010588838525607118
88,scene3,222,X1,0.0026494141832065915,0.0017614152773631861
88,scene3,41,X2,-0.002103069640815325,-0.001954671839346846
88,scene3,89,X2,-0.019715317239793115,-0.00013374247011068978
88,scene3,143,X2,-0.030219236216159014,-0.008857131134321785
88,scene3,166,X2,-0.015529429324755208,-0.005925487949431367
88,scene3,193,X2,-0.015494281532810706,-0.004645536741674851
88,scene3,203,X2,0.00959586096029843,-0.017580666880330078
88,scene3,243,X2,-0.027337210137138593,-0.004225720882521118
88,scene3,8,X3,-0.044309991784251525,-0.011072111329165765
88,scene3,38,X3,-0.007408564051290451,-0.00013010319231329426
88,scene3,69,X3,-0.0009133742455550292,-0.013241080893687588
88,scene3,92,X3,-0.016807291893729672,-0.007315023819255621
88,scene3,150,X3,-0.05097260037482507,-0.015925056920646153
88,scene3,207,X3,-0.043361630950665586,-0.0013079488427832511
88,scene3,219,X3,-0.055170236310411146,0.01104197014040918
88,scene3,43,X4,-0.02488233553269202,0.013221533848113138
88,scene3,102,X4,0.01912978087374007,0.002328981396626468
88,scene3,107,X4,0.06523882446797817,-0.0023234658057959324
88,scene3,140,X4,0.019256932296068424,-0.02370743932940965
88,scene3,174,X4,-0.019149449394991528,-0.003387666636766867
88,scene3,210,X4,0.019540276520645383,0.0030689977547192627
88,scene3,228,X4,0.020264915572849884,-0.009516004098448773
88,scene3,11,X5,-0.03172796115817594,-0.004927799446973611
88,scene3,32,X5,0.0035175789457295276,-0.02783018869116024
88,scene3,36,X5,-0.025534293414028044,0.011758233731984976
88,scene3,147,X5,0.011818495680563599,0.015276923088650307
88,scene3,182,X5,-0.007525480252090683,-0.0032262544704073455
88,scene3,190,X5,-0.0067470882429367775,0.007213261378721851
88,scene3,230,X5,0.0011151506367531063,-0.016015453755890943
88,scene3,34,X6,-0.004203773858285239,-0.020768520333593325
88,scene3,65,X6,-0.023838224421080075,-0.002737877015580775
88,scene3,78,X6,-0.055778627976906615,0.010943409809625616
88,scene3,105,X6,0.026245035832694514,-0.010170729365960737
88,scene3,132,X6,0.02253314366029943,-0.008226786556449745
88,scene3,172,X6,0.010740716456441484,-0.02052263613276615
88,scene3,225,X6,0.020743111813155034,0.009206139773467136
