subid,run,TR,trialtype,match_coherence,nonmatch_coherence
104,scene4,99,A1,-0.011640499715573809,-0.010144818870563822
104,scene4,114,A1,0.02372773265105941,-0.01944744904923086
104,scene4,171,A1,0.010392061827399218,-0.04091268968106568
104,scene4,14,A2,0.023896112140189565,-0.0011616474510944092
104,scene4,47,A2,0.0008789299926371605,-0.013026646394284386
104,scene4,69,A2,-0.02431626725901601,-0.008873460286149864
104,scene4,105,A2,0.05068454581620078,0.0010199142710469013
104,scene4,22,A3,-0.05484484565748577,-0.032107060239983304
104,scene4,31,A3,0.0009876374632739604,-0.033401085324079184
104,scene4,76,A3,-0.003739690046060947,-0.027242176915559975
104,scene4,91,A3,0.028253054610861805,-0.008596314908043226
104,scene4,236,A3,-0.0563702290463991,-0.0045437222862651045
