subid,run,TR,trialtype,match_coherence,nonmatch_coherence
80,scene2,21,A1,0.011336358908145166,0.005849821959524778
80,scene2,42,A1,-0.03016312709325525,-0.024091609297369313
80,scene2,59,A1,-0.02202220368991935,0.005012174622487635
80,scene2,78,A1,0.01378337069816222,0.010283358364631349
80,scene2,111,A1,-0.044734809735988125,-0.015994431526298522
80,scene2,138,A1,0.003680612192453095,0.026910582096357705
80,scene2,219,A1,0.022153917360929143,0.010292046975488574
80,scene2,29,A2,0.08233852025271576,-0.01113572784336191
80,scene2,49,A2,0.009323408936162743,0.004338658390106287
80,scene2,84,A2,0.011781219176210425,-0.009802906296453426
80,scene2,157,A2,0.03729379956859476,0.010650548603493334
80,scene2,174,A2,-0.04120508096497331,-0.014111210149893192
80,scene2,208,A2,-0.04996836565926449,-0.010733495979966935
80,scene2,232,A2,0.06778430374434007,0.011586184945863538
80,scene2,8,A3,-0.02046065101749187,0.02837355075106814
80,scene2,68,A3,-0.025167697880556714,-0.005710992790334009
80,scene2,118,A3,-0.01690223066170084,0.003991215958195536
80,scene2,152,A3,0.018719367919671288,0.003362470704505467
80,scene2,188,A3,-0.019389462059776794,0.026934841616119032
80,scene2,195,A3,-0.03333278801157941,-0.019432061835823963
80,scene2,239,A3,-0.04782532650932838,-0.03152952873531252
