subID,group,A,B,X
2,Stress,0.0008041580387529346,0.00507904438929929,0.0008483803207441961
3,Control,0.0034520594493406237,-0.001049728019508685,-0.0009873826627863449
4,Stress,0.0036589005486089574,-0.00019521396605747345,-0.0003773597469193574
5,Control,-0.0009137689072381495,-0.006064699203654152,0.0016586861620324891
7,Control,0.0033023324953277955,-0.0008065104949932488,-0.0004271378350248194
8,Control,0.0011737837828265838,-0.0009096745733459091,0.0027640005358376216
10,Stress,-0.002700009242634801,-0.0010026501528276504,0.0013989300417920013
13,Control,0.0035903107991739295,-0.0002221415630600322,0.0022134091530649665
14,Stress,-0.00018982035897424166,-0.002625778373185054,-0.00180889001883519
15,Control,-0.004104216842056028,0.002532343366345619,-0.000667884843576295
17,Control,-0.0017004627749695896,-0.00449838507450978,0.00011866558540940832
20,Control,-0.00369739830346981,0.002081122824949158,0.00030082657667495586
21,Stress,0.000277765675738665,0.0005592942046389619,0.0018205174736264113
23,Stress,-0.000545349364970531,0.0010800151081533141,-0.001643461203944888
24,Stress,-0.0011848790361461317,0.0008633754174017364,-0.0019864138734793377
28,Stress,-0.001555197194193688,-0.0012156301154605542,-0.0008405675717390241
29,Control,-0.00010764626134624873,-0.0033828527190829637,-0.0006519429075125189
30,Stress,0.005045561429383521,-0.0029513770503670706,0.0030675908199187525
31,Control,-0.0017175484413070178,-0.0010341335499034125,-0.0007712307338857103
32,Stress,-0.001030315385868363,0.00270616988596246,0.0012236745260243607
33,Stress,0.005476856840823115,-0.0024613529138740537,0.002793508500643781
34,Control,0.0018507297050196878,-0.003846701462428762,-0.0028408535746657477
36,Control,-0.0006712715757450682,0.0027428341919944563,0.0021186185326266785
37,Stress,0.0037420101396881994,0.002447384710471262,0.00020106083292904694
38,Stress,-0.0013971563397624993,4.681820217083602e-05,-0.00024457487764512265
39,Control,0.0025563223850586002,-0.0003385915997987992,-0.002276077432863868
40,Stress,-0.0012701291350593516,0.0018573481906862873,0.0023995736762077832
41,Control,0.0011047636559848337,-0.0007815991187635005,-0.0008414294280840655
42,Stress,-0.0038578732112386754,-0.002710464241608739,0.0006399009823035739
43,Stress,0.002586467421311849,0.0015959574488128047,-0.0008676784089011035
44,Control,-0.004085220078456122,-0.0040069388876397705,-0.0017684855674627237
45,Control,0.0014001683333754547,-0.0035226813839301673,0.006168585836335015
46,Stress,0.0032402803752900776,-0.00035363892408139325,-0.00010072624889912436
47,Stress,0.0011215084806231752,-0.005740399599099713,-0.001779328204014136
48,Control,-0.0018199755637812974,0.0011886528597699485,0.0015556264451568281
49,Control,-0.0008061672071703832,0.004201383426257456,0.00207912371223257
50,Stress,-0.002290209329078605,-2.7879914104609052e-05,0.0001130581585689311
52,Control,0.001832898326897007,-0.0008384645873456723,-0.0029590234928968395
53,Control,0.0005618282335917279,-0.0044377992016666045,-0.0003498198947589233
54,Stress,-0.0004570051488096957,-0.0030943605336229796,0.001143189467473665
55,Stress,-0.0006446956591390022,-0.003178992270118488,0.0009238160528267685
56,Control,-0.0016939048673885067,0.00540516782310515,-0.0018516917503663165
57,Control,0.0004528857913249629,0.002478962594398968,-0.0031154224892835174
58,Stress,0.0003319596299187569,-0.0034728039721801736,0.0024603611697341585
59,Stress,0.0018217762883211887,-0.0017494704823931516,-0.0032519437224379677
60,Stress,0.004442151327222835,0.0021200724987190146,-0.0032484943028436015
61,Stress,0.0036757282485357164,0.0010206622903490966,0.0009961732246595804
62,Control,-0.004575981622386055,0.004019132389277662,0.0004266451608288092
63,Stress,0.00048288954793750946,-0.00719357836300419,0.0008022969031253005
64,Control,-0.004917326143527743,-0.002459117000878673,0.00020316482877989457
65,Stress,0.0008738796914275484,0.0021764176644347914,-0.0028710595179866133
66,Stress,-0.0025866102763514977,9.656002388105375e-05,0.0007746558769109534
68,Stress,-0.006080957846837681,-0.0017722735859680228,0.0012597438846547336
69,Control,-0.0005959942483882176,-0.001636082898850319,-7.734184720056399e-05
71,Control,-0.0010011268582251264,-0.0024039602374651774,0.0007258032978020948
72,Stress,6.14932530146524e-06,-0.0021208191012671053,0.0015717271823163842
73,Control,-0.0017505661276035471,-0.002111637189304534,0.00013340346131663995
74,Control,0.0016983959440849583,-0.0006281302980572111,-0.0018433762946092878
75,Stress,0.0002826757607734148,0.002625534420796244,0.002103402882814181
76,Control,0.0006184357735528715,0.00217100627666392,-0.0006873210103093987
77,Stress,0.0004566488401348411,0.0008437380071413394,-0.0014786984049027987
78,Stress,0.001055033292796552,0.0021013803413352096,-0.0006283127395688739
79,Control,-0.0014931756063723013,0.0028268975671671428,0.0025551969095647126
80,Stress,0.004799168102336855,0.002006830168240286,-0.0014486844756007153
81,Control,0.002703054431748658,-0.0008728702160610626,-0.002136417844349117
82,Control,0.00100720062830737,0.002086429466167806,-0.0009030566776633545
83,Control,-0.0029474718008275004,0.0036963128234862807,0.0004387206936482029
84,Stress,-0.0011661119280064174,-0.001628459258819172,-0.001333440385059207
85,Stress,0.0015831583352153506,-1.2789393137300425e-05,0.0005548888977723572
86,Control,0.001649952992236922,-0.0016324572994791359,0.0008458461425059765
87,Control,-0.00017949248176955343,-0.00343210023131834,0.002775580020194555
88,Stress,-0.0023922814586160345,-0.002874379686210059,-0.0012465713094607434
89,Control,-0.003076357463188288,0.002469316678133387,-0.0007444716356444153
90,Stress,-0.0013338888401618072,0.0015257654996500398,0.001508801752786458
91,Control,-0.00016186602291393798,0.00032049515786394486,0.004152209724071581
92,Stress,0.0057804240858298555,-0.0012451947777601003,-0.00337360623769155
93,Control,-0.0019991277055351484,0.0006658943366610583,0.0006184325787509338
94,Control,0.002305727841247098,-0.003386107830420529,0.0005409389924165804
95,Control,0.0034892210512389465,0.0028584797907224495,-0.0015168851774948547
96,Stress,0.003099379347210738,-0.002131555801622613,0.0009526957162489349
98,Stress,0.002513444594640502,0.0005590431392877756,0.00033788930708755164
100,Control,-0.001297984199085352,-0.0016813244131650429,0.0008221451869543161
101,Stress,-0.0022918545586089896,-0.00011043228127916804,0.002576605541125701
103,Stress,-0.0017221090581278626,0.0021329211467503812,-0.006022703173778475
104,Stress,0.0017880938240809605,0.003947967245998251,0.0002726004386545199
105,Stress,0.00444221083081682,0.0022625903257509987,0.0016933067877512237
106,Control,-0.0008838864533962358,-0.0016480161447608613,0.00027797614796776113
