subID,run,roi1,roi2,TR,ets
20,scene3,CA1,CA23,0,0.39945184337337725
20,scene3,CA1,CA23,1,0.295622093087712
20,scene3,CA1,CA23,2,0.9971326124664504
20,scene3,CA1,CA23,3,2.1345683090248695
20,scene3,CA1,CA23,4,-0.07270110382959348
20,scene3,CA1,CA23,5,0.4684126904993013
20,scene3,CA1,CA23,6,-0.21888774337429492
20,scene3,CA1,CA23,7,1.3360675884646087
20,scene3,CA1,CA23,8,-0.0908019802541257
20,scene3,CA1,CA23,9,0.09595607359223748
20,scene3,CA1,CA23,10,0.04624818393055495
20,scene3,CA1,CA23,11,0.153537232952232
20,scene3,CA1,CA23,12,4.234951022461659
20,scene3,CA1,CA23,13,-2.1085072347610314
20,scene3,CA1,CA23,14,2.764389873434139
20,scene3,CA1,CA23,15,-0.5389654806073788
20,scene3,CA1,CA23,16,-0.4468789946142958
20,scene3,CA1,CA23,17,0.04687796444116146
20,scene3,CA1,CA23,18,0.1655429644082664
20,scene3,CA1,CA23,19,0.14842168692726507
20,scene3,CA1,CA23,20,0.015039609287581773
20,scene3,CA1,CA23,21,0.04217673576603229
20,scene3,CA1,CA23,22,-2.1061449273308646
20,scene3,CA1,CA23,23,-0.6243138754260227
20,scene3,CA1,CA23,24,-0.0007722387674333189
20,scene3,CA1,CA23,25,-0.03761093473766846
20,scene3,CA1,CA23,26,1.4907152975804752
20,scene3,CA1,CA23,27,-0.22253507018392396
20,scene3,CA1,CA23,28,-0.09478202764374
20,scene3,CA1,CA23,29,-0.2566797713733531
20,scene3,CA1,CA23,30,0.08728221769002613
20,scene3,CA1,CA23,31,0.9980566982796898
20,scene3,CA1,CA23,32,-0.005562731399019914
20,scene3,CA1,CA23,33,0.21975287743974523
20,scene3,CA1,CA23,34,0.26520569829065993
20,scene3,CA1,CA23,35,0.00497618572061204
20,scene3,CA1,CA23,36,-0.35523364565052695
20,scene3,CA1,CA23,37,-1.9114539752686088
20,scene3,CA1,CA23,38,0.23652956448184523
20,scene3,CA1,CA23,39,-2.500435794079046
20,scene3,CA1,CA23,40,-1.4948318676348962
20,scene3,CA1,CA23,41,-0.11523050820312657
20,scene3,CA1,CA23,42,0.12646149398678508
20,scene3,CA1,CA23,43,-0.5977505630729057
20,scene3,CA1,CA23,44,1.3626521379309233
20,scene3,CA1,CA23,45,-0.894776676020379
20,scene3,CA1,CA23,46,1.837609590300579
20,scene3,CA1,CA23,47,-1.3570909879589808
20,scene3,CA1,CA23,48,0.9741692702692857
20,scene3,CA1,CA23,49,-0.2225664350385414
20,scene3,CA1,CA23,50,-0.06960579434407538
20,scene3,CA1,CA23,51,0.6262456420648904
20,scene3,CA1,CA23,52,1.6258689768196584
20,scene3,CA1,CA23,53,0.17065578178192
20,scene3,CA1,CA23,54,1.2452149413065774
20,scene3,CA1,CA23,55,1.383421199055522
20,scene3,CA1,CA23,56,-0.02415969393772238
20,scene3,CA1,CA23,57,-0.1583150016330234
20,scene3,CA1,CA23,58,0.05534165307032686
20,scene3,CA1,CA23,59,-0.1628376226765061
20,scene3,CA1,CA23,60,0.4412414758539376
20,scene3,CA1,CA23,61,-0.5808426338189299
20,scene3,CA1,CA23,62,2.351868740638904
20,scene3,CA1,CA23,63,-0.2937746807831583
20,scene3,CA1,CA23,64,0.017676576026856423
20,scene3,CA1,CA23,65,0.17538692254777447
20,scene3,CA1,CA23,66,0.4685774276737373
20,scene3,CA1,CA23,67,0.903604544648364
20,scene3,CA1,CA23,68,-0.34890019907427017
20,scene3,CA1,CA23,69,0.1132992215042006
20,scene3,CA1,CA23,70,-1.3235701256692003
20,scene3,CA1,CA23,71,1.3569228901887642
20,scene3,CA1,CA23,72,1.828093472947685
20,scene3,CA1,CA23,73,2.508927640697999
20,scene3,CA1,CA23,74,0.25527653088713803
20,scene3,CA1,CA23,75,0.187636905045984
20,scene3,CA1,CA23,76,-2.322816172621435
20,scene3,CA1,CA23,77,1.8417397546195058
20,scene3,CA1,CA23,78,0.17697995003807718
20,scene3,CA1,CA23,79,1.2080262345103465
20,scene3,CA1,CA23,80,1.300244193998453
20,scene3,CA1,CA23,81,0.0056778977476418975
20,scene3,CA1,CA23,82,0.5790241655700986
20,scene3,CA1,CA23,83,0.1654183694470693
20,scene3,CA1,CA23,84,-1.3030863690706236
20,scene3,CA1,CA23,85,-0.48083729223366284
20,scene3,CA1,CA23,86,1.1615702076714596
20,scene3,CA1,CA23,87,0.5244219936840142
20,scene3,CA1,CA23,88,2.26121125386333
20,scene3,CA1,CA23,89,-0.35221104588301955
20,scene3,CA1,CA23,90,0.23830745870225659
20,scene3,CA1,CA23,91,1.0198402620775873
20,scene3,CA1,CA23,92,0.43881921505578286
20,scene3,CA1,CA23,93,0.5096251340885618
20,scene3,CA1,CA23,94,-0.02145854096390669
20,scene3,CA1,CA23,95,0.30450067324397206
20,scene3,CA1,CA23,96,-0.09568280534007986
20,scene3,CA1,CA23,97,-0.015067182056816886
20,scene3,CA1,CA23,98,2.8393727931011705
20,scene3,CA1,CA23,99,-0.4134837520001589
20,scene3,CA1,CA23,100,-0.427582004658372
20,scene3,CA1,CA23,101,0.632557475741264
20,scene3,CA1,CA23,102,1.0306026120787006
20,scene3,CA1,CA23,103,-0.2433290520477433
20,scene3,CA1,CA23,104,0.0655048161211009
20,scene3,CA1,CA23,105,1.4945082766466231
20,scene3,CA1,CA23,106,2.175887330580678
20,scene3,CA1,CA23,107,3.720851472929388
20,scene3,CA1,CA23,108,-0.03208126159699198
20,scene3,CA1,CA23,109,0.19567183736710658
20,scene3,CA1,CA23,110,1.252990439089093
20,scene3,CA1,CA23,111,0.5909165174416837
20,scene3,CA1,CA23,112,0.30278724105295174
20,scene3,CA1,CA23,113,-0.028377034776167577
20,scene3,CA1,CA23,114,0.27085226688899944
20,scene3,CA1,CA23,115,1.148073599955025
20,scene3,CA1,CA23,116,-0.10156522967226973
20,scene3,CA1,CA23,117,-0.002637806205516963
20,scene3,CA1,CA23,118,-0.031125145384735972
20,scene3,CA1,CA23,119,-0.576094603583092
20,scene3,CA1,CA23,120,-0.5512220770593864
20,scene3,CA1,CA23,121,-0.6841974660332146
20,scene3,CA1,CA23,122,1.3980718893076158
20,scene3,CA1,CA23,123,0.09939198869515846
20,scene3,CA1,CA23,124,-0.7474211873121673
20,scene3,CA1,CA23,125,0.2385023803188858
20,scene3,CA1,CA23,126,0.14965390606675594
20,scene3,CA1,CA23,127,-0.07582077328923877
20,scene3,CA1,CA23,128,0.15937460178030396
20,scene3,CA1,CA23,129,0.2478556623786808
20,scene3,CA1,CA23,130,0.06364247714633661
20,scene3,CA1,CA23,131,0.02557957459550203
20,scene3,CA1,CA23,132,-0.2930206712964618
20,scene3,CA1,CA23,133,0.5661276206160198
