subID,run,roi1,roi2,TR,ets
94,scene2,CA1,CA23,0,-0.9948405719807273
94,scene2,CA1,CA23,1,0.19009224241531392
94,scene2,CA1,CA23,2,0.1039422517470554
94,scene2,CA1,CA23,3,-0.3673529480578971
94,scene2,CA1,CA23,4,0.6642142356646512
94,scene2,CA1,CA23,5,-0.4604844114330354
94,scene2,CA1,CA23,6,-0.007944075402077122
94,scene2,CA1,CA23,7,-0.4147210973750145
94,scene2,CA1,CA23,8,0.3811544848654269
94,scene2,CA1,CA23,9,-0.16362055030426434
94,scene2,CA1,CA23,10,-0.9910944493736821
94,scene2,CA1,CA23,11,-0.06212206380614818
94,scene2,CA1,CA23,12,0.06544555020347936
94,scene2,CA1,CA23,13,2.242115656117655
94,scene2,CA1,CA23,14,3.1083350354023005
94,scene2,CA1,CA23,15,-0.3201259275246863
94,scene2,CA1,CA23,16,-1.6946113703243826
94,scene2,CA1,CA23,17,0.5479296866016626
94,scene2,CA1,CA23,18,0.0527432949927618
94,scene2,CA1,CA23,19,-0.009937639583905995
94,scene2,CA1,CA23,20,-4.697623499847148
94,scene2,CA1,CA23,21,2.75887981885581
94,scene2,CA1,CA23,22,1.3298652647934928
94,scene2,CA1,CA23,23,-0.09188904087388676
94,scene2,CA1,CA23,24,-0.20233486182094498
94,scene2,CA1,CA23,25,-0.5508552566584803
94,scene2,CA1,CA23,26,-0.04509034170783782
94,scene2,CA1,CA23,27,-0.6457228379456945
94,scene2,CA1,CA23,28,0.0566250893528923
94,scene2,CA1,CA23,29,0.0906891265286609
94,scene2,CA1,CA23,30,-0.36898003983142175
94,scene2,CA1,CA23,31,-0.6499392573777177
94,scene2,CA1,CA23,32,0.5244270291641457
94,scene2,CA1,CA23,33,0.7665815420911626
94,scene2,CA1,CA23,34,-1.3140431355469664
94,scene2,CA1,CA23,35,-0.3334973460763314
94,scene2,CA1,CA23,36,-0.10746483394833291
94,scene2,CA1,CA23,37,1.7761808667298198
94,scene2,CA1,CA23,38,-0.3084429674854
94,scene2,CA1,CA23,39,-0.40909098694400176
94,scene2,CA1,CA23,40,1.6769753766966708
94,scene2,CA1,CA23,41,0.3627134686043918
94,scene2,CA1,CA23,42,-0.018899519641273156
94,scene2,CA1,CA23,43,0.09889579169075213
94,scene2,CA1,CA23,44,5.473826809836788
94,scene2,CA1,CA23,45,0.2064068812236624
94,scene2,CA1,CA23,46,1.0878202690094037
94,scene2,CA1,CA23,47,2.0338343063977753
94,scene2,CA1,CA23,48,0.8930164282615366
94,scene2,CA1,CA23,49,-1.2538503136663073
94,scene2,CA1,CA23,50,-0.8198063018690988
94,scene2,CA1,CA23,51,-0.31736814042162625
94,scene2,CA1,CA23,52,0.24419236665815747
94,scene2,CA1,CA23,53,1.7017708299246532
94,scene2,CA1,CA23,54,0.9492261899869087
94,scene2,CA1,CA23,55,-1.5071652987936692
94,scene2,CA1,CA23,56,-0.9794573374613226
94,scene2,CA1,CA23,57,-2.029106967576562
94,scene2,CA1,CA23,58,1.3747487102171232
94,scene2,CA1,CA23,59,-0.6076923842794416
