subID,run,roi1,roi2,TR,ets
28,scene2,CA1,CA23,0,0.1467402792235913
28,scene2,CA1,CA23,1,-0.9121757640206722
28,scene2,CA1,CA23,2,0.2500439064018566
28,scene2,CA1,CA23,3,0.012589033707294743
28,scene2,CA1,CA23,4,0.5821128434184487
28,scene2,CA1,CA23,5,-0.004648046445158417
28,scene2,CA1,CA23,6,1.287331809763156
28,scene2,CA1,CA23,7,-0.5872986136554157
28,scene2,CA1,CA23,8,0.2945213206368093
28,scene2,CA1,CA23,9,0.19465343907178403
28,scene2,CA1,CA23,10,-0.20236174185347883
28,scene2,CA1,CA23,11,-0.0017509045914462084
28,scene2,CA1,CA23,12,-0.4132646455422858
28,scene2,CA1,CA23,13,1.6375368046173753
28,scene2,CA1,CA23,14,2.7331255768432916
28,scene2,CA1,CA23,15,0.4177279137502845
28,scene2,CA1,CA23,16,-0.4115631997105915
28,scene2,CA1,CA23,17,2.3293481680641657
28,scene2,CA1,CA23,18,-0.4116390438311926
28,scene2,CA1,CA23,19,-0.2897601941802062
28,scene2,CA1,CA23,20,0.002810601515707813
28,scene2,CA1,CA23,21,1.3273480169129948
28,scene2,CA1,CA23,22,0.11146940719272481
28,scene2,CA1,CA23,23,0.4202234045893094
28,scene2,CA1,CA23,24,-0.07373188353423776
28,scene2,CA1,CA23,25,0.012123388716905456
28,scene2,CA1,CA23,26,0.48853346774026657
28,scene2,CA1,CA23,27,0.5948983949060679
28,scene2,CA1,CA23,28,0.6027376824827567
28,scene2,CA1,CA23,29,-0.05373040776351559
28,scene2,CA1,CA23,30,-0.8187192510027642
28,scene2,CA1,CA23,31,-0.08708875103268301
28,scene2,CA1,CA23,32,-0.193603419103872
28,scene2,CA1,CA23,33,-0.3769769323762446
28,scene2,CA1,CA23,34,-0.15396681949471627
28,scene2,CA1,CA23,35,1.7897975573688378
28,scene2,CA1,CA23,36,0.014800249566849505
28,scene2,CA1,CA23,37,0.07548385163480578
28,scene2,CA1,CA23,38,-0.03278333858331813
28,scene2,CA1,CA23,39,-2.4899001691465474
28,scene2,CA1,CA23,40,-0.2786504425110513
28,scene2,CA1,CA23,41,0.05539365601868755
28,scene2,CA1,CA23,42,-0.14540566354238615
28,scene2,CA1,CA23,43,-0.04244933112956643
28,scene2,CA1,CA23,44,-1.335593387839586
28,scene2,CA1,CA23,45,-1.485281379321726
28,scene2,CA1,CA23,46,0.049289780983771465
28,scene2,CA1,CA23,47,0.020254185080037693
28,scene2,CA1,CA23,48,-0.6007472594395111
28,scene2,CA1,CA23,49,1.1806150285420987
28,scene2,CA1,CA23,50,-3.1002638071550406
28,scene2,CA1,CA23,51,-0.11730117800950378
28,scene2,CA1,CA23,52,1.933807916479573e-05
28,scene2,CA1,CA23,53,0.9762116182701844
28,scene2,CA1,CA23,54,0.027931963020875278
28,scene2,CA1,CA23,55,-0.0010295630161082446
28,scene2,CA1,CA23,56,0.0006644944266103995
28,scene2,CA1,CA23,57,0.0006533268176420272
28,scene2,CA1,CA23,58,-0.0014423782626709711
28,scene2,CA1,CA23,59,0.38052800214240756
28,scene2,CA1,CA23,60,-0.5045447313796426
28,scene2,CA1,CA23,61,-0.24902887748279523
28,scene2,CA1,CA23,62,-1.4133379797989436
28,scene2,CA1,CA23,63,1.770111893270102
28,scene2,CA1,CA23,64,-1.0512040757400027
28,scene2,CA1,CA23,65,0.5243406144972549
28,scene2,CA1,CA23,66,2.0530676569727553
28,scene2,CA1,CA23,67,-0.31070156116091724
28,scene2,CA1,CA23,68,0.8451615993111555
28,scene2,CA1,CA23,69,-1.397692655017766
28,scene2,CA1,CA23,70,-0.17147926519207804
28,scene2,CA1,CA23,71,-0.4039876717322514
28,scene2,CA1,CA23,72,0.05508825794131136
28,scene2,CA1,CA23,73,0.00012405749453935126
28,scene2,CA1,CA23,74,-0.0020578635898181423
28,scene2,CA1,CA23,75,-0.0019331791935141601
28,scene2,CA1,CA23,76,0.0005547581265365428
28,scene2,CA1,CA23,77,9.180961218970405e-06
28,scene2,CA1,CA23,78,-0.14218065108241293
28,scene2,CA1,CA23,79,0.002579950482406705
28,scene2,CA1,CA23,80,5.81071457884186
28,scene2,CA1,CA23,81,-0.15479830826725524
28,scene2,CA1,CA23,82,3.0845673266230023
28,scene2,CA1,CA23,83,0.9181027196715222
28,scene2,CA1,CA23,84,-0.734784953696616
28,scene2,CA1,CA23,85,-0.16608305456274686
28,scene2,CA1,CA23,86,-0.07143610435717197
28,scene2,CA1,CA23,87,0.3345356046766523
28,scene2,CA1,CA23,88,0.3545297610925911
28,scene2,CA1,CA23,89,2.2123378268670146
28,scene2,CA1,CA23,90,-0.11776113035950264
28,scene2,CA1,CA23,91,-0.04826337288041448
28,scene2,CA1,CA23,92,1.357340991182073
28,scene2,CA1,CA23,93,0.1749120097968166
28,scene2,CA1,CA23,94,0.11060502060562785
28,scene2,CA1,CA23,95,-0.4856593649280858
28,scene2,CA1,CA23,96,-0.458514286474234
28,scene2,CA1,CA23,97,1.6289581556333856
28,scene2,CA1,CA23,98,0.21957029782274057
28,scene2,CA1,CA23,99,-0.033133154561826396
28,scene2,CA1,CA23,100,-1.0327082546535074
28,scene2,CA1,CA23,101,2.3281645793822783
28,scene2,CA1,CA23,102,0.19864059169041112
28,scene2,CA1,CA23,103,0.014479697967517698
28,scene2,CA1,CA23,104,-0.4384864973395387
28,scene2,CA1,CA23,105,0.3276498562935086
28,scene2,CA1,CA23,106,0.090542328707139
28,scene2,CA1,CA23,107,1.1565043311141594
28,scene2,CA1,CA23,108,-0.7117205076749417
28,scene2,CA1,CA23,109,0.010772996296289057
28,scene2,CA1,CA23,110,-0.6427788164876732
28,scene2,CA1,CA23,111,0.35332255642908245
28,scene2,CA1,CA23,112,-0.08827890444676863
28,scene2,CA1,CA23,113,-0.2569170062389786
28,scene2,CA1,CA23,114,0.587589933393076
28,scene2,CA1,CA23,115,0.11205496492108612
28,scene2,CA1,CA23,116,-0.22817645104503395
28,scene2,CA1,CA23,117,0.24015480965963257
28,scene2,CA1,CA23,118,0.5432569932883434
28,scene2,CA1,CA23,119,0.000304716952229543
28,scene2,CA1,CA23,120,0.0006688898547303602
28,scene2,CA1,CA23,121,-0.5628150612353822
28,scene2,CA1,CA23,122,-0.00818311201222785
28,scene2,CA1,CA23,123,-2.5016923975545686
28,scene2,CA1,CA23,124,0.9125502231978981
28,scene2,CA1,CA23,125,-0.9517962769552444
28,scene2,CA1,CA23,126,-0.031918989914032074
28,scene2,CA1,CA23,127,-0.23556803851478705
28,scene2,CA1,CA23,128,2.003824170508912
28,scene2,CA1,CA23,129,0.023771123223011417
28,scene2,CA1,CA23,130,0.06542004049137455
28,scene2,CA1,CA23,131,0.6277891865259213
28,scene2,CA1,CA23,132,0.16505069315865573
28,scene2,CA1,CA23,133,-0.4044599497732095
28,scene2,CA1,CA23,134,0.06952561173505489
28,scene2,CA1,CA23,135,0.057938239347588384
28,scene2,CA1,CA23,136,-0.3556929470524529
28,scene2,CA1,CA23,137,2.261802981222067
28,scene2,CA1,CA23,138,1.2066125693009009
28,scene2,CA1,CA23,139,1.2479110642548876
28,scene2,CA1,CA23,140,2.1278781924705648
28,scene2,CA1,CA23,141,0.6449948818719503
