subid	trial	img	categ	cond	rep	answer	trialdur	acc	rt	resp	group	block	ITI
69	34	beaches31.jpg	beaches	X	19	yes	1.000044	1	0.57803201675415	j	0	3	2
69	35	fields45.jpg	fields	A	16	yes	0.999985	1	0.790007591247559	j	0	3	3.5
69	36	forests54.jpg	forests	B	16	no	0.999997	1	0.554132461547852	k	0	3	2
69	37	deserts47.jpg	deserts	X	16	no	1.000044	1	0.675211906433105	k	0	3	5
69	38	lighthouses1.jpg	lighthouses	X	15	yes	0.999978	1	0.639306545257568	j	0	3	3.5
69	39	parks2.jpg	parks	X	15	yes	1	1	0.638330936431885	j	0	3	3.5
69	40	deserts35.jpg	deserts	X	17	no	1.000004	1	0.593465566635132	k	0	3	5
69	41	beaches4.jpg	beaches	X	20	yes	1.000019	1	0.702525854110718	j	0	3	5
69	42	lighthouses20.jpg	lighthouses	X	16	yes	1.000032	1	0.575652599334717	j	0	3	5
69	43	marshes32.jpg	marshes	X	17	no	0.999992	1	0.560746431350708	k	0	3	2
69	44	lakes56.jpg	lakes	A	16	yes	1	1	0.606798648834229	j	0	3	3.5
69	45	bridges41.jpg	bridges	B	16	yes	0.99999	1	0.801913499832153	j	0	3	3.5
69	46	marshes1.jpg	marshes	X	18	no	0.999985	1	0.549922704696655	k	0	3	3.5
69	47	lighthouses9.jpg	lighthouses	X	17	yes	1.000108	1	0.604307889938354	j	0	3	3.5
69	48	fields16.jpg	fields	A	17	yes	1.000001	1	0.592068672180176	j	0	3	3.5
69	49	forests4.jpg	forests	B	17	no	0.999992	1	0.565207481384277	k	0	3	5
69	50	lakes20.jpg	lakes	A	17	yes	1.000054	1	0.544273853302002	j	0	3	2
69	51	bridges28.jpg	bridges	B	17	yes	0.999996	1	0.731331348419189	j	0	3	3.5
69	52	deserts14.jpg	deserts	X	18	no	1.000015	1	0.643435716629028	k	0	3	3.5
69	53	fields43.jpg	fields	A	18	yes	0.999991	1	0.595435380935669	j	0	3	5
69	54	forests25.jpg	forests	B	18	no	0.999999	1	0.607539653778076	k	0	3	2
69	55	lighthouses36.jpg	lighthouses	X	18	yes	0.999991	1	0.699591398239136	j	0	3	2
69	56	marshes28.jpg	marshes	X	19	no	1.000015	1	0.547695636749268	k	0	3	3.5
69	57	parks24.jpg	parks	X	16	yes	0.999913	1	0.83073878288269	j	0	3	2
69	58	lakes49.jpg	lakes	A	18	yes	0.999949	1	0.692862272262573	j	0	3	5
69	59	bridges39.jpg	bridges	B	18	yes	1.000012	1	0.669896841049194	j	0	3	5
69	60	waterfalls1.jpg	waterfalls	A	19	no	1.000004	1	0.607980728149414	k	0	3	3.5
69	61	mountains16.jpg	mountains	B	19	no	1.000028	1	0.598042488098145	k	0	3	2
69	62	canyons37.jpg	canyons	X	18	no	0.999993	1	0.865117788314819	k	0	3	5
69	63	fields48.jpg	fields	A	19	yes	0.999996	1	0.599201679229736	j	0	3	5
69	64	forests38.jpg	forests	B	19	no	1.00043	1	1.00433158874512	k	0	3	2
69	65	waterfalls7.jpg	waterfalls	A	20	no	1.000026	1	0.623374700546265	k	0	3	2
69	66	mountains7.jpg	mountains	B	20	no	0.999908	1	0.514410495758057	k	0	3	3.5
69	67	lighthouses21.jpg	lighthouses	X	19	yes	1.000014	1	0.536456823348999	j	0	3	2
69	68	parks34.jpg	parks	X	17	yes	0.999989	1	0.610532760620117	j	0	3	2
69	69	lakes51.jpg	lakes	A	19	yes	0.999992	1	0.708514928817749	j	0	3	3.5
69	70	bridges13.jpg	bridges	B	19	yes	1.000036	1	0.616634607315063	j	0	3	2
69	71	parks27.jpg	parks	X	18	yes	1.000316	1	1.05876469612122	j	0	3	3.5
69	72	deserts18.jpg	deserts	X	19	no	1.000008	1	0.51478385925293	k	0	3	3.5
69	73	lighthouses11.jpg	lighthouses	X	20	yes	1.000009	1	0.631858825683594	j	0	3	2
69	74	marshes52.jpg	marshes	X	20	no	0.999991	1	0.909911632537842	k	0	3	2
69	75	canyons53.jpg	canyons	X	19	no	1.000003	1	0.56795072555542	k	0	3	3.5
69	76	lakes33.jpg	lakes	A	20	yes	1.000016	1	0.62202787399292	j	0	3	3.5
69	77	bridges8.jpg	bridges	B	20	yes	1.000012	1	0.565120935440063	j	0	3	2
69	78	parks11.jpg	parks	X	19	yes	1.000015	1	0.578151702880859	j	0	3	3.5
69	79	canyons46.jpg	canyons	X	20	no	1.000003	1	0.575230836868286	k	0	3	5
69	80	parks42.jpg	parks	X	20	yes	0.999995	1	0.563390493392944	j	0	3	3.5
69	81	fields17.jpg	fields	A	20	yes	0.99992	1	0.500418186187744	j	0	3	2
69	82	forests41.jpg	forests	B	20	no	1.000008	1	0.512495517730713	k	0	3	3.5
69	83	deserts21.jpg	deserts	X	20	no	1.000011	1	0.569489717483521	k	0	3	3.5
69	0	marshes43.jpg	marshes	X	21	no	0.999895	1	0.61049485206604	k	0	4	5
69	1	beaches49.jpg	beaches	X	21	yes	0.999773	1	0.564659595489502	j	0	4	5
69	2	marshes40.jpg	marshes	X	22	no	0.999683	1	0.591729879379272	k	0	4	2
69	3	deserts49.jpg	deserts	X	21	no	0.999684	1	0.54875659942627	k	0	4	3.5
69	4	fields53.jpg	fields	A	21	yes	0.999652	1	0.783805847167969	j	0	4	5
69	5	forests42.jpg	forests	B	21	no	0.999528	1	0.536922693252563	k	0	4	3.5
69	6	canyons10.jpg	canyons	X	21	no	1	1	0.65202784538269	k	0	4	5
69	7	waterfalls51.jpg	waterfalls	A	21	no	0.999908	1	0.59308385848999	k	0	4	3.5
69	8	mountains56.jpg	mountains	B	21	no	0.999812	1	0.64821195602417	k	0	4	3.5
69	9	lakes26.jpg	lakes	A	21	yes	0.999937	1	0.616273641586304	j	0	4	2
69	10	bridges2.jpg	bridges	B	21	yes	0.999972	1	0.621288537979126	j	0	4	2
69	11	marshes27.jpg	marshes	X	23	no	0.999944	1	0.884341478347778	k	0	4	3.5
69	12	parks56.jpg	parks	X	21	yes	0.999989	1	0.859405517578125	j	0	4	2
69	13	waterfalls34.jpg	waterfalls	A	22	no	1.000002	1	0.688451528549194	k	0	4	3.5
69	14	mountains14.jpg	mountains	B	22	no	1.000003	1	0.554510593414307	k	0	4	5
69	15	lakes53.jpg	lakes	A	22	yes	1.000004	1	0.696634531021118	j	0	4	2
69	16	bridges4.jpg	bridges	B	22	yes	1.000016	1	0.792717933654785	j	0	4	2
69	17	deserts33.jpg	deserts	X	22	no	1.000083	1	0.594733476638794	k	0	4	2
69	18	waterfalls13.jpg	waterfalls	A	23	no	0.99998	1	0.592747688293457	k	0	4	3.5
69	19	mountains32.jpg	mountains	B	23	no	0.999994	1	0.655848503112793	k	0	4	3.5
69	20	fields56.jpg	fields	A	22	yes	0.999974	1	0.579919338226318	j	0	4	3.5
69	21	forests28.jpg	forests	B	22	no	0.99997	1	0.640047550201416	k	0	4	3.5
69	22	lakes39.jpg	lakes	A	23	yes	1.000011	1	0.622073411941528	j	0	4	3.5
69	23	bridges22.jpg	bridges	B	23	yes	1.000012	1	0.646207571029663	j	0	4	3.5
69	24	marshes21.jpg	marshes	X	24	no	0.999938	1	0.627227306365967	k	0	4	2
69	25	deserts41.jpg	deserts	X	23	no	1.000001	1	0.62936544418335	k	0	4	3.5
69	26	beaches41.jpg	beaches	X	22	yes	1.000009	1	0.639328479766846	j	0	4	5
69	27	canyons33.jpg	canyons	X	22	no	0.999995	1	0.63251256942749	k	0	4	2
69	28	waterfalls18.jpg	waterfalls	A	24	no	1.000006	1	0.63048791885376	k	0	4	3.5
69	29	mountains3.jpg	mountains	B	24	no	1.000007	1	0.83455753326416	k	0	4	3.5
69	30	marshes26.jpg	marshes	X	25	no	0.999911	1	0.81162166595459	k	0	4	5
69	31	lighthouses7.jpg	lighthouses	X	21	yes	1.000005	1	0.595787525177002	j	0	4	3.5
69	32	waterfalls40.jpg	waterfalls	A	25	no	0.999989	1	0.592856407165527	k	0	4	3.5
69	33	mountains43.jpg	mountains	B	25	no	0.999921	1	0.733968734741211	k	0	4	5
69	34	fields19.jpg	fields	A	23	yes	0.99993	1	0.606963157653809	j	0	4	2
69	35	forests37.jpg	forests	B	23	no	0.999952	1	0.570076704025269	k	0	4	3.5
69	36	waterfalls8.jpg	waterfalls	A	26	no	1.000005	1	0.586179494857788	k	0	4	2
69	37	mountains51.jpg	mountains	B	26	no	0.999994	1	0.6001877784729	k	0	4	2
69	38	deserts44.jpg	deserts	X	24	no	0.999997	1	0.580317497253418	k	0	4	5
69	39	parks12.jpg	parks	X	22	yes	1.000424	1	1.14831852912903	j	0	4	5
69	40	beaches25.jpg	beaches	X	23	yes	0.999979	1	0.580431699752808	j	0	4	3.5
69	41	lakes5.jpg	lakes	A	24	yes	1.000005	1	0.49649453163147	j	0	4	5
69	42	bridges46.jpg	bridges	B	24	yes	0.999904	1	0.580582141876221	j	0	4	3.5
69	43	parks37.jpg	parks	X	23	yes	1.000005	1	0.585623741149902	j	0	4	2
69	44	lakes9.jpg	lakes	A	25	yes	0.999961	1	0.535708427429199	j	0	4	2
69	45	bridges16.jpg	bridges	B	25	yes	0.999979	1	0.550737380981445	j	0	4	2
69	46	lighthouses17.jpg	lighthouses	X	22	yes	1.000041	1	0.543792963027954	j	0	4	3.5
69	47	canyons11.jpg	canyons	X	23	no	1.000008	1	0.900882959365845	k	0	4	3.5
69	48	lighthouses44.jpg	lighthouses	X	23	yes	0.999985	1	0.572959423065186	j	0	4	5
69	49	lakes47.jpg	lakes	A	26	yes	1.000003	1	0.60205864906311	j	0	4	5
69	50	bridges30.jpg	bridges	B	26	yes	1.000004	1	0.63215160369873	j	0	4	2
69	51	fields1.jpg	fields	A	24	yes	1.000002	1	0.555202722549438	j	0	4	3.5
69	52	forests32.jpg	forests	B	24	no	1.000001	1	0.670303821563721	k	0	4	2
69	53	beaches28.jpg	beaches	X	24	yes	0.999988	1	0.583330631256104	j	0	4	3.5
69	54	canyons43.jpg	canyons	X	24	no	1.000009	1	0.774412393569946	k	0	4	2
69	55	deserts4.jpg	deserts	X	25	no	0.999961	1	0.72345232963562	k	0	4	3.5
69	56	parks28.jpg	parks	X	24	yes	1.000001	1	0.852540969848633	j	0	4	2
69	57	lighthouses29.jpg	lighthouses	X	24	yes	1.000002	1	0.577594757080078	j	0	4	5
69	58	deserts48.jpg	deserts	X	26	no	0.99999	1	0.546752452850342	k	0	4	3.5
69	59	beaches36.jpg	beaches	X	25	yes	0.999994	1	0.647773504257202	j	0	4	3.5
69	60	lakes37.jpg	lakes	A	27	yes	1.000336	1	1.00986647605896	j	0	4	2
69	61	bridges55.jpg	bridges	B	27	yes	1.000001	1	0.603835821151733	j	0	4	2
69	62	parks43.jpg	parks	X	25	yes	1.000015	1	0.51290488243103	j	0	4	2
69	63	lighthouses42.jpg	lighthouses	X	25	yes	0.999987	1	0.611018657684326	j	0	4	2
69	64	canyons9.jpg	canyons	X	25	no	1.000288	0	NaN	n	0	4	3.5
69	65	deserts55.jpg	deserts	X	27	no	0.999911	1	0.535115003585815	k	0	4	3.5
69	66	parks7.jpg	parks	X	26	yes	0.999994	1	0.584232568740845	j	0	4	2
69	67	beaches18.jpg	beaches	X	26	yes	1	1	0.60222339630127	j	0	4	5
69	68	fields38.jpg	fields	A	25	yes	0.999996	1	0.621335506439209	j	0	4	3.5
69	69	forests21.jpg	forests	B	25	no	1.000013	1	0.558430910110474	k	0	4	2
69	70	waterfalls26.jpg	waterfalls	A	27	no	0.999941	0	0.921440839767456	j	0	4	5
69	71	mountains53.jpg	mountains	B	27	no	1.000048	1	0.591519594192505	k	0	4	3.5
69	72	beaches10.jpg	beaches	X	27	yes	0.999919	1	0.773600578308105	j	0	4	5
69	73	marshes49.jpg	marshes	X	26	no	1.000017	1	0.636693716049194	k	0	4	2
69	74	lighthouses16.jpg	lighthouses	X	26	yes	1.000011	1	0.563747882843018	j	0	4	5
69	75	marshes31.jpg	marshes	X	27	no	0.999967	1	0.688836812973022	k	0	4	2
69	76	fields30.jpg	fields	A	26	yes	0.99998	1	0.653870820999146	j	0	4	2
69	77	forests30.jpg	forests	B	26	no	1.00003	1	0.544959783554077	k	0	4	2
69	78	canyons47.jpg	canyons	X	26	no	0.999982	1	0.886959791183472	k	0	4	2
69	79	lighthouses27.jpg	lighthouses	X	27	yes	0.99997	1	0.595019817352295	j	0	4	2
69	80	fields49.jpg	fields	A	27	yes	1.000019	1	0.581051826477051	j	0	4	3.5
69	81	forests39.jpg	forests	B	27	no	0.999934	1	0.582217931747437	k	0	4	2
69	82	parks1.jpg	parks	X	27	yes	0.999995	1	0.624270439147949	j	0	4	3.5
69	83	canyons17.jpg	canyons	X	27	no	0.999999	1	0.798298597335815	k	0	4	2
69	0	waterfalls15.jpg	waterfalls	A	28	no	0.999906	1	0.645962476730347	k	0	5	5
69	1	canyons25.jpg	canyons	X	28	no	0.999984	1	0.568601369857788	k	0	5	2
69	2	lighthouses3.jpg	lighthouses	X	28	yes	1.000001	1	0.597779512405396	j	0	5	3.5
69	3	bridges33.jpg	bridges	B	28	yes	1.000001	1	0.676861524581909	j	0	5	2
69	4	lakes40.jpg	lakes	A	28	yes	0.999916	1	0.681190013885498	j	0	5	2
69	5	parks15.jpg	parks	X	28	yes	0.999998	1	0.55599045753479	j	0	5	5
69	6	fields10.jpg	fields	A	28	yes	0.999992	1	0.592101573944092	j	0	5	2
69	7	parks13.jpg	parks	X	29	yes	1.000003	1	0.60112476348877	j	0	5	3.5
69	8	forests35.jpg	forests	B	28	no	1.000068	1	0.613206386566162	k	0	5	2
69	9	deserts23.jpg	deserts	X	28	no	1.000016	1	0.647205352783203	k	0	5	3.5
69	10	mountains26.jpg	mountains	B	28	no	0.999994	1	0.628281593322754	k	0	5	2
69	11	marshes23.jpg	marshes	X	28	no	0.999886	1	0.581708669662476	k	0	5	2
69	12	deserts16.jpg	deserts	X	29	no	1.000017	1	0.655343532562256	k	0	5	3.5
69	13	beaches26.jpg	beaches	X	28	yes	0.999927	1	0.596514463424683	j	0	5	5
69	14	lighthouses5.jpg	lighthouses	X	29	yes	1.00038	1	1.13064193725586	j	0	5	3.5
69	15	forests45.jpg	forests	B	29	no	0.999988	1	0.511672735214233	k	0	5	2
69	16	waterfalls4.jpg	waterfalls	A	29	no	1.000002	1	0.607794523239136	k	0	5	3.5
69	17	parks14.jpg	parks	X	30	yes	0.999991	1	0.812803506851196	j	0	5	5
69	18	canyons8.jpg	canyons	X	29	no	1.000012	1	0.588883399963379	k	0	5	3.5
69	19	beaches29.jpg	beaches	X	29	yes	0.999968	1	0.592933416366577	j	0	5	5
69	20	canyons20.jpg	canyons	X	30	no	0.999996	1	0.597046375274658	k	0	5	3.5
69	21	lighthouses51.jpg	lighthouses	X	30	yes	0.99999	1	0.561056852340698	j	0	5	3.5
69	22	mountains36.jpg	mountains	B	29	no	0.999906	1	0.702140808105469	k	0	5	3.5
69	23	forests13.jpg	forests	B	30	no	0.999993	1	0.650222778320312	k	0	5	5
69	24	bridges26.jpg	bridges	B	29	yes	0.999868	1	0.835321187973022	j	0	5	5
69	25	mountains4.jpg	mountains	B	30	no	0.999977	1	0.610383749008179	k	0	5	2
69	26	lakes12.jpg	lakes	A	29	yes	0.999845	1	0.537494897842407	j	0	5	2
69	27	deserts28.jpg	deserts	X	30	no	0.999971	1	0.573525667190552	k	0	5	5
69	28	fields4.jpg	fields	A	29	yes	0.999946	1	0.565661191940308	j	0	5	5
69	29	lakes43.jpg	lakes	A	30	yes	1.000011	1	0.668748617172241	j	0	5	3.5
69	30	bridges35.jpg	bridges	B	30	yes	1.000062	1	0.602805852890015	j	0	5	3.5
69	31	marshes5.jpg	marshes	X	29	no	0.999947	1	0.774878263473511	k	0	5	2
69	32	lakes46.jpg	lakes	A	31	yes	0.999939	1	0.788898944854736	j	0	5	3.5
69	33	waterfalls14.jpg	waterfalls	A	30	no	1.000085	1	0.565995454788208	k	0	5	5
69	34	bridges5.jpg	bridges	B	31	yes	0.999909	1	0.608157634735107	j	0	5	2
69	35	fields21.jpg	fields	A	30	yes	1.000002	1	0.617161750793457	j	0	5	3.5
69	36	beaches22.jpg	beaches	X	30	yes	0.999909	1	0.646283149719238	j	0	5	3.5
69	37	forests5.jpg	forests	B	31	no	0.999978	1	0.839335680007935	k	0	5	2
69	38	deserts53.jpg	deserts	X	31	no	0.999993	1	0.767389535903931	k	0	5	2
69	39	lakes23.jpg	lakes	A	32	yes	1.000003	1	0.584394454956055	j	0	5	5
69	40	beaches2.jpg	beaches	X	31	yes	0.999998	1	0.764529466629028	j	0	5	3.5
69	41	bridges20.jpg	bridges	B	32	yes	0.999903	1	0.689942836761475	j	0	5	2
69	42	lighthouses6.jpg	lighthouses	X	31	yes	0.999991	1	0.535712480545044	j	0	5	2
69	43	waterfalls33.jpg	waterfalls	A	31	no	0.999914	1	0.921751737594604	k	0	5	5
69	44	marshes35.jpg	marshes	X	30	no	0.999959	1	0.609843492507935	k	0	5	2
69	45	lighthouses48.jpg	lighthouses	X	32	yes	1.000007	1	0.64283561706543	j	0	5	3.5
69	46	canyons22.jpg	canyons	X	31	no	1.000065	1	0.656872272491455	k	0	5	3.5
69	47	beaches1.jpg	beaches	X	32	yes	1.000077	1	0.686010837554932	j	0	5	3.5
69	48	deserts46.jpg	deserts	X	32	no	0.999906	1	0.491393566131592	k	0	5	2
69	49	forests49.jpg	forests	B	32	no	0.99997	1	0.554133653640747	k	0	5	3.5
69	50	parks50.jpg	parks	X	31	yes	0.999921	1	0.515558242797852	j	0	5	2
69	51	beaches48.jpg	beaches	X	33	yes	0.999895	1	0.73360276222229	j	0	5	2
69	52	waterfalls50.jpg	waterfalls	A	32	no	0.999971	1	0.935613632202148	k	0	5	2
69	53	parks26.jpg	parks	X	32	yes	0.999953	1	0.614670515060425	j	0	5	3.5
69	54	bridges31.jpg	bridges	B	33	yes	1.000016	1	0.618725299835205	j	0	5	2
69	55	parks41.jpg	parks	X	33	yes	0.999937	1	0.511850595474243	j	0	5	3.5
69	56	lakes3.jpg	lakes	A	33	yes	0.999812	1	0.530909299850464	j	0	5	3.5
69	57	mountains1.jpg	mountains	B	31	no	0.999846	1	0.552928924560547	k	0	5	2
69	58	beaches54.jpg	beaches	X	34	yes	0.999901	1	0.688980102539062	j	0	5	2
69	59	forests46.jpg	forests	B	33	no	0.999912	1	0.589050769805908	k	0	5	3.5
69	60	fields33.jpg	fields	A	31	yes	0.999885	1	0.557119369506836	j	0	5	2
69	61	marshes37.jpg	marshes	X	31	no	0.999904	1	0.553200960159302	k	0	5	3.5
69	62	mountains22.jpg	mountains	B	32	no	0.999962	1	0.864225625991821	k	0	5	2
69	63	fields24.jpg	fields	A	32	yes	0.999952	1	0.79027271270752	j	0	5	2
69	64	canyons40.jpg	canyons	X	32	no	0.999946	1	0.581305742263794	k	0	5	5
69	65	mountains13.jpg	mountains	B	33	no	0.99986	1	0.661476850509644	k	0	5	2
69	66	marshes42.jpg	marshes	X	32	no	0.999911	1	0.545514106750488	k	0	5	3.5
69	67	canyons14.jpg	canyons	X	33	no	0.999872	1	0.599579572677612	k	0	5	3.5
69	68	forests19.jpg	forests	B	34	no	0.999889	1	0.694648742675781	k	0	5	2
69	69	deserts7.jpg	deserts	X	33	no	0.999945	1	0.602673530578613	k	0	5	2
69	70	lakes45.jpg	lakes	A	34	yes	1.000087	1	0.604766368865967	j	0	5	5
69	71	fields50.jpg	fields	A	33	yes	0.999865	1	0.531792879104614	j	0	5	3.5
69	72	deserts1.jpg	deserts	X	34	no	0.999923	1	0.638905048370361	k	0	5	3.5
69	73	marshes22.jpg	marshes	X	33	no	0.999821	1	0.883010864257812	k	0	5	2
69	74	mountains41.jpg	mountains	B	34	no	1.000164	1	1.05101275444031	k	0	5	5
69	75	bridges24.jpg	bridges	B	34	yes	0.999933	1	0.5122230052948	j	0	5	3.5
69	76	fields54.jpg	fields	A	34	yes	0.999753	1	0.493199110031128	j	0	5	3.5
69	77	lighthouses54.jpg	lighthouses	X	33	yes	0.999887	1	0.48622989654541	j	0	5	5
69	78	canyons6.jpg	canyons	X	34	no	0.999939	1	0.613331079483032	k	0	5	3.5
69	79	waterfalls32.jpg	waterfalls	A	33	no	0.999846	1	0.513092517852783	k	0	5	3.5
69	80	parks9.jpg	parks	X	34	yes	0.99992	1	0.701506853103638	j	0	5	2
69	81	lighthouses53.jpg	lighthouses	X	34	yes	0.999904	1	0.514616966247559	j	0	5	5
69	82	marshes30.jpg	marshes	X	34	no	0.999879	1	0.559661626815796	k	0	5	5
69	83	waterfalls5.jpg	waterfalls	A	34	no	0.999961	1	0.528751611709595	k	0	5	2
71	0	lakes10.jpg	lakes	X	0	yes	1.000289	1	1.42967343330383	j	0	1	3.5
71	1	bridges6.jpg	bridges	X	0	yes	0.999918	1	0.673052310943604	j	0	1	2
71	2	parks31.jpg	parks	B	0	yes	1.000043	1	0.594797611236572	j	0	1	3.5
71	3	deserts54.jpg	deserts	A	0	no	0.999934	1	0.774244070053101	k	0	1	2
71	4	waterfalls19.jpg	waterfalls	B	0	no	1.0002	1	0.816903591156006	k	0	1	3.5
71	5	fields13.jpg	fields	X	0	yes	0.999909	1	0.857367038726807	j	0	1	3.5
71	6	mountains48.jpg	mountains	X	0	no	1.000027	1	0.838106632232666	k	0	1	5
71	7	lighthouses1.jpg	lighthouses	B	0	yes	1.000017	1	0.583202362060547	j	0	1	5
71	8	waterfalls31.jpg	waterfalls	B	1	no	0.999996	1	0.898300647735596	k	0	1	5
71	9	forests45.jpg	forests	X	0	no	1.000016	1	0.75839376449585	k	0	1	2
71	10	beaches15.jpg	beaches	A	0	yes	1.000016	1	0.837456703186035	j	0	1	2
71	11	marshes20.jpg	marshes	A	0	no	1.000018	1	0.720513582229614	k	0	1	3.5
71	12	forests24.jpg	forests	X	1	no	1.000017	1	0.709570407867432	k	0	1	3.5
71	13	parks17.jpg	parks	B	1	yes	1.000015	1	0.509664535522461	j	0	1	2
71	14	beaches49.jpg	beaches	A	1	yes	1.000011	1	0.733697652816772	j	0	1	5
71	15	lakes19.jpg	lakes	X	1	yes	1.000024	1	0.710809707641602	j	0	1	5
71	16	mountains18.jpg	mountains	X	1	no	1.000016	1	0.871903657913208	k	0	1	5
71	17	waterfalls55.jpg	waterfalls	B	2	no	1.000012	1	0.959015846252441	k	0	1	3.5
71	18	marshes28.jpg	marshes	A	1	no	1.000018	1	0.892096519470215	k	0	1	3.5
71	19	mountains27.jpg	mountains	X	2	no	0.999806	1	0.723169088363647	k	0	1	3.5
71	20	canyons28.jpg	canyons	X	0	no	1.00001	1	0.732216835021973	k	0	1	5
71	21	bridges24.jpg	bridges	X	1	yes	1.000005	1	0.763364553451538	j	0	1	3.5
71	22	marshes48.jpg	marshes	A	2	no	0.99998	1	0.778413772583008	k	0	1	2
71	23	forests4.jpg	forests	X	2	no	0.999996	1	0.753469467163086	k	0	1	3.5
71	24	fields52.jpg	fields	X	1	yes	1.00001	1	0.834543704986572	j	0	1	2
71	25	beaches53.jpg	beaches	A	2	yes	1.000007	1	0.692543745040894	j	0	1	2
71	26	canyons16.jpg	canyons	X	1	no	1.000483	1	1.45659685134888	k	0	1	3.5
71	27	lighthouses49.jpg	lighthouses	B	1	yes	0.999955	1	0.638087034225464	j	0	1	3.5
71	28	deserts46.jpg	deserts	A	1	no	0.999985	1	0.620858430862427	k	0	1	2
71	29	waterfalls53.jpg	waterfalls	B	3	no	1.000011	1	0.833794593811035	k	0	1	2
71	30	lakes7.jpg	lakes	X	2	yes	1.000005	1	1.01893949508667	j	0	1	2
71	31	bridges16.jpg	bridges	X	2	yes	1.000009	1	0.554056644439697	j	0	1	3.5
71	32	forests23.jpg	forests	X	3	no	0.999972	1	0.62332010269165	k	0	1	5
71	33	lakes14.jpg	lakes	X	3	yes	1.000009	1	0.770136594772339	j	0	1	2
71	34	parks36.jpg	parks	B	2	yes	1.000027	1	0.615164995193481	j	0	1	2
71	35	fields46.jpg	fields	X	2	yes	0.999893	1	0.533200740814209	j	0	1	2
71	36	waterfalls52.jpg	waterfalls	B	4	no	1.000042	1	0.680289506912231	k	0	1	3.5
71	37	fields34.jpg	fields	X	3	yes	1.00004	1	0.728323698043823	j	0	1	2
71	38	lakes32.jpg	lakes	X	4	yes	1.000064	1	0.7873854637146	j	0	1	2
71	39	parks13.jpg	parks	B	3	yes	1.000043	1	0.593471765518188	j	0	1	2
71	40	deserts20.jpg	deserts	A	2	no	1.000013	1	0.846465587615967	k	0	1	5
71	41	bridges4.jpg	bridges	X	3	yes	0.999937	1	0.569936990737915	j	0	1	3.5
71	42	mountains34.jpg	mountains	X	3	no	1.000315	1	1.08799409866333	k	0	1	5
71	43	fields6.jpg	fields	X	4	yes	1.000033	1	0.710806608200073	j	0	1	2
71	44	lighthouses25.jpg	lighthouses	B	2	yes	0.999998	1	0.530793428421021	j	0	1	3.5
71	45	lakes15.jpg	lakes	X	5	yes	0.999921	1	0.514199018478394	j	0	1	2
71	46	canyons7.jpg	canyons	X	2	no	1.000011	0	0.422912836074829	j	0	1	3.5
71	47	forests15.jpg	forests	X	4	no	1.000006	1	0.655991554260254	k	0	1	3.5
71	48	waterfalls20.jpg	waterfalls	B	5	no	1.00017	1	1.09405755996704	k	0	1	5
71	49	bridges11.jpg	bridges	X	4	yes	0.999927	1	0.614490985870361	j	0	1	2
71	50	canyons50.jpg	canyons	X	3	no	0.999911	1	1.07453584671021	k	0	1	3.5
71	51	lighthouses42.jpg	lighthouses	B	3	yes	0.999936	1	0.492619037628174	j	0	1	3.5
71	52	beaches30.jpg	beaches	A	3	yes	0.999935	1	0.574725866317749	j	0	1	2
71	53	parks19.jpg	parks	B	4	yes	0.999938	1	0.594760894775391	j	0	1	3.5
71	54	beaches21.jpg	beaches	A	4	yes	0.999915	1	0.519820690155029	j	0	1	3.5
71	55	marshes50.jpg	marshes	A	3	no	0.999955	1	0.885892152786255	k	0	1	3.5
71	56	parks25.jpg	parks	B	5	yes	0.999934	1	0.580989837646484	j	0	1	2
71	57	mountains10.jpg	mountains	X	4	no	0.999938	1	0.64470362663269	k	0	1	3.5
71	58	beaches19.jpg	beaches	A	5	yes	1.000301	1	1.17107892036438	j	0	1	5
71	59	parks1.jpg	parks	B	6	yes	0.999903	1	0.548208713531494	j	0	1	3.5
71	60	marshes10.jpg	marshes	A	4	no	0.999919	1	0.641264915466309	k	0	1	5
71	61	bridges35.jpg	bridges	X	5	yes	1.000017	1	0.634028434753418	j	0	1	2
71	62	canyons8.jpg	canyons	X	4	no	0.999769	1	0.68441104888916	k	0	1	2
71	63	marshes53.jpg	marshes	A	5	no	0.999935	1	0.708468914031982	k	0	1	3.5
71	64	lighthouses17.jpg	lighthouses	B	4	yes	0.999934	1	0.559574842453003	j	0	1	5
71	65	mountains32.jpg	mountains	X	5	no	0.99994	1	0.938304901123047	k	0	1	2
71	66	lighthouses47.jpg	lighthouses	B	5	yes	0.999956	1	0.660728693008423	j	0	1	3.5
71	67	waterfalls46.jpg	waterfalls	B	6	no	0.999885	1	0.894777774810791	k	0	1	5
71	68	mountains35.jpg	mountains	X	6	no	0.99994	1	0.885874032974243	k	0	1	2
71	69	deserts19.jpg	deserts	A	3	no	0.999895	0	0.850898742675781	j	0	1	2
71	70	marshes15.jpg	marshes	A	6	no	0.999938	1	0.782939910888672	k	0	1	2
71	71	deserts21.jpg	deserts	A	4	no	1.000262	1	1.14702296257019	k	0	1	2
71	72	forests29.jpg	forests	X	5	no	1.000364	1	1.02116966247559	k	0	1	3.5
71	73	deserts29.jpg	deserts	A	5	no	0.999918	1	0.593149900436401	k	0	1	3.5
71	74	canyons20.jpg	canyons	X	5	no	1.000094	1	1.07821679115295	k	0	1	2
71	75	fields2.jpg	fields	X	5	yes	0.999903	1	0.711251735687256	j	0	1	3.5
