subid	group	block	blocktrial	trial	img	category	ABX	TR	onset	encoded	rt	recogIdx	recogAcc	recogConf
1	0	1	0	0	lighthouses38.jpg	lighthouses	B	5	7.687287	0	NaN	-1	-1	-1
1	0	1	1	1	lakes45.jpg	lakes	X	8	12.020637	1	0.949259519577026	-1	-1	-1
1	0	1	2	2	parks31.jpg	parks	B	10	14.970612	1	0.721395015716553	-1	-1	-1
1	0	1	3	3	forests35.jpg	forests	X	12	17.953787	1	0.651114940643311	-1	-1	-1
1	0	1	4	4	waterfalls25.jpg	waterfalls	A	16	23.954149	1	0.723209619522095	-1	-1	-1
1	0	1	5	5	forests23.jpg	forests	X	19	28.453573	1	0.685299634933472	-1	-1	-1
1	0	1	6	6	parks17.jpg	parks	B	22	32.953605	1	0.610335826873779	-1	-1	-1
1	0	1	7	7	waterfalls49.jpg	waterfalls	A	25	37.453367	1	0.567430734634399	-1	-1	-1
1	0	1	8	8	deserts9.jpg	deserts	X	27	40.453422	1	0.606489896774292	-1	-1	-1
1	0	1	9	9	waterfalls5.jpg	waterfalls	A	30	44.953331	1	0.591516733169556	-1	-1	-1
1	0	1	10	10	marshes51.jpg	marshes	X	32	47.9533	1	0.559613704681397	-1	-1	-1
1	0	1	11	11	deserts8.jpg	deserts	X	36	53.953239	1	0.575727462768555	-1	-1	-1
1	0	1	12	12	fields39.jpg	fields	A	39	58.453168	1	0.592823505401611	-1	-1	-1
1	0	1	13	13	lighthouses12.jpg	lighthouses	B	42	62.953126	1	0.685857534408569	-1	-1	-1
1	0	1	14	14	canyons36.jpg	canyons	X	45	67.452907	1	0.509930610656738	-1	-1	-1
1	0	1	15	15	mountains6.jpg	mountains	B	48	71.952897	1	0.759986877441406	-1	-1	-1
1	0	1	16	16	parks34.jpg	parks	B	51	76.45285	1	0.530081987380981	-1	-1	-1
1	0	1	17	17	mountains22.jpg	mountains	B	54	80.952779	1	0.786167621612549	-1	-1	-1
1	0	1	18	18	bridges48.jpg	bridges	A	56	83.952718	1	0.830205917358398	-1	-1	-1
