subid	group	block	blocktrial	trial	img	category	ABX	TR	onset	encoded	rt	recogIdx	recogAcc	recogConf
21	1	1	0	0	waterfalls32.jpg	waterfalls	X	5	7.642127	1	0.925040483474731	-1	-1	-1
21	1	1	1	1	lighthouses54.jpg	lighthouses	B	7	10.507993	1	0.617350816726685	-1	-1	-1
21	1	1	2	2	deserts26.jpg	deserts	A	10	14.974055	1	0.67683482170105	-1	-1	-1
21	1	1	3	3	forests7.jpg	forests	X	14	20.973243	1	0.823959589004517	-1	-1	-1
21	1	1	4	4	deserts25.jpg	deserts	A	17	25.472974	1	0.7590491771698	-1	-1	-1
21	1	1	5	5	lakes14.jpg	lakes	X	20	29.972077	1	0.726157903671265	-1	-1	-1
21	1	1	6	6	lighthouses6.jpg	lighthouses	B	22	32.95484	1	0.58086371421814	-1	-1	-1
21	1	1	7	7	beaches12.jpg	beaches	A	25	37.454251	1	0.638891696929932	-1	-1	-1
21	1	1	8	8	lighthouses55.jpg	lighthouses	B	29	43.453697	1	0.660029411315918	-1	-1	-1
21	1	1	9	9	mountains48.jpg	mountains	B	31	46.453149	1	0.702043533325195	-1	-1	-1
21	1	1	10	10	fields34.jpg	fields	X	33	49.452812	1	0.632109403610229	-1	-1	-1
21	1	1	11	11	bridges26.jpg	bridges	X	36	53.952251	1	0.657202959060669	-1	-1	-1
21	1	1	12	12	lakes52.jpg	lakes	X	38	56.951963	1	0.601261615753174	-1	-1	-1
21	1	1	13	13	fields6.jpg	fields	X	41	61.451402	1	0.594287395477295	-1	-1	-1
21	1	1	14	14	lakes20.jpg	lakes	X	45	67.450742	1	0.593422651290894	-1	-1	-1
21	1	1	15	15	lighthouses11.jpg	lighthouses	B	48	71.967059	1	0.535905599594116	-1	-1	-1
21	1	1	16	16	parks42.jpg	parks	B	50	74.966744	1	0.582875728607178	-1	-1	-1
21	1	1	17	17	mountains9.jpg	mountains	B	52	77.966388	1	0.739936113357544	-1	-1	-1
21	1	1	18	18	beaches14.jpg	beaches	A	54	80.966149	1	0.68197774887085	-1	-1	-1
21	1	1	19	19	fields10.jpg	fields	X	57	85.465602	1	0.510099172592163	-1	-1	-1
21	1	1	20	20	beaches6.jpg	beaches	A	60	89.96518	1	0.61121392250061	-1	-1	-1
21	1	1	21	21	marshes55.jpg	marshes	A	63	94.464733	1	0.977183818817139	-1	-1	-1
21	1	1	22	22	canyons20.jpg	canyons	X	67	100.46414	1	0.624408960342407	-1	-1	-1
21	1	1	23	23	mountains8.jpg	mountains	B	69	103.463838	1	0.601378202438354	-1	-1	-1
21	1	1	24	24	beaches35.jpg	beaches	A	73	109.463295	1	0.69851016998291	-1	-1	-1
21	1	1	25	25	canyons46.jpg	canyons	X	76	113.996131	1	0.696239471435547	-1	-1	-1
21	1	1	26	26	marshes20.jpg	marshes	A	79	118.462513	1	0.632611036300659	-1	-1	-1
21	1	1	27	27	lakes38.jpg	lakes	X	81	121.46223	1	0.587737798690796	-1	-1	-1
21	1	1	28	28	lighthouses25.jpg	lighthouses	B	85	127.461717	1	0.524834632873535	-1	-1	-1
21	1	1	29	29	marshes22.jpg	marshes	A	88	131.961322	1	0.773854494094849	-1	-1	-1
21	1	1	30	30	fields23.jpg	fields	X	91	136.460974	1	0.601974725723267	-1	-1	-1
21	1	1	31	31	deserts19.jpg	deserts	A	93	139.460693	1	0.704038858413696	-1	-1	-1
21	1	1	32	32	mountains42.jpg	mountains	B	95	142.460501	1	0.621085405349731	-1	-1	-1
21	1	1	33	33	marshes3.jpg	marshes	A	98	146.960224	1	0.591105222702026	-1	-1	-1
21	1	1	34	34	bridges22.jpg	bridges	X	100	149.959972	1	0.581166744232178	-1	-1	-1
21	1	1	35	35	canyons8.jpg	canyons	X	104	155.959408	1	0.561257600784302	-1	-1	-1
21	1	1	36	36	mountains39.jpg	mountains	B	107	160.45912	1	0.625409841537476	-1	-1	-1
21	1	1	37	37	forests20.jpg	forests	X	110	164.958667	1	0.725336790084839	-1	-1	-1
21	1	1	38	38	deserts1.jpg	deserts	A	112	167.958433	1	0.581520795822144	-1	-1	-1
21	1	1	39	39	forests15.jpg	forests	X	116	173.958019	1	0.561592817306519	-1	-1	-1
21	1	1	40	40	lighthouses27.jpg	lighthouses	B	119	178.457641	1	0.563674926757812	-1	-1	-1
21	1	1	41	41	waterfalls51.jpg	waterfalls	X	121	181.457432	1	0.567714929580688	-1	-1	-1
21	1	1	42	42	deserts38.jpg	deserts	A	125	187.45706	1	0.653814315795898	-1	-1	-1
21	1	1	43	43	lakes48.jpg	lakes	X	128	191.956673	1	0.603899955749512	-1	-1	-1
21	1	1	44	44	parks51.jpg	parks	B	131	196.456392	1	0.578013896942139	-1	-1	-1
21	1	1	45	45	deserts17.jpg	deserts	A	133	199.456148	1	0.555017948150635	-1	-1	-1
21	1	1	46	46	marshes51.jpg	marshes	A	136	203.955823	1	0.693098068237305	-1	-1	-1
21	1	1	47	47	beaches48.jpg	beaches	A	138	206.955612	1	0.738122224807739	-1	-1	-1
21	1	1	48	48	deserts27.jpg	deserts	A	141	211.455379	1	0.639255285263062	-1	-1	-1
21	1	1	49	49	canyons56.jpg	canyons	X	143	214.45513	1	0.670281648635864	-1	-1	-1
21	1	1	50	50	bridges5.jpg	bridges	X	145	217.45497	1	0.570313930511475	-1	-1	-1
21	1	1	51	51	parks40.jpg	parks	B	148	221.954617	1	0.83741283416748	-1	-1	-1
21	1	1	52	52	forests22.jpg	forests	X	150	224.954417	1	0.557482004165649	-1	-1	-1
21	1	1	53	53	waterfalls25.jpg	waterfalls	X	152	227.954229	1	1.09045505523682	-1	-1	-1
21	1	1	54	54	bridges50.jpg	bridges	X	154	230.954067	1	0.550496816635132	-1	-1	-1
