subid	group	block	blocktrial	trial	img	category	ABX	TR	onset	encoded	rt	recogIdx	recogAcc	recogConf
79	0	1	0	0	marshes48.jpg	marshes	A	5	7.564261	1	1.10367250442505	-1	-1	-1
79	0	1	1	1	canyons11.jpg	canyons	X	7	10.513962	1	0.599702596664429	-1	-1	-1
79	0	1	2	2	fields47.jpg	fields	A	10	14.947182	1	0.738381862640381	-1	-1	-1
79	0	1	3	3	lakes27.jpg	lakes	X	12	17.947135	1	0.843490600585938	-1	-1	-1
79	0	1	4	4	canyons39.jpg	canyons	X	15	22.447264	1	0.597512722015381	-1	-1	-1
79	0	1	5	5	parks9.jpg	parks	A	19	28.446962	1	0.51063871383667	-1	-1	-1
79	0	1	6	6	bridges11.jpg	bridges	X	21	31.463612	1	0.826029539108276	-1	-1	-1
79	0	1	7	7	forests50.jpg	forests	B	24	35.946892	1	0.531760692596436	-1	-1	-1
79	0	1	8	8	parks45.jpg	parks	A	28	41.946714	1	0.568816661834717	-1	-1	-1
79	0	1	9	9	marshes8.jpg	marshes	A	30	44.946653	1	0.549890756607056	-1	-1	-1
79	0	1	10	10	bridges51.jpg	bridges	X	33	49.446547	1	0.56998872756958	-1	-1	-1
79	0	1	11	11	fields50.jpg	fields	A	35	52.446502	1	0.523124217987061	-1	-1	-1
79	0	1	12	12	deserts13.jpg	deserts	B	38	56.946385	1	0.643077611923218	-1	-1	-1
79	0	1	13	13	bridges49.jpg	bridges	X	40	59.946331	1	0.598246574401855	-1	-1	-1
79	0	1	14	14	lakes43.jpg	lakes	X	44	65.946235	1	0.736349582672119	-1	-1	-1
79	0	1	15	15	bridges31.jpg	bridges	X	46	68.946168	1	0.565287828445435	-1	-1	-1
79	0	1	16	16	lighthouses39.jpg	lighthouses	X	48	71.946172	1	0.486366510391235	-1	-1	-1
79	0	1	17	17	deserts42.jpg	deserts	B	50	74.946161	1	0.52745532989502	-1	-1	-1
79	0	1	18	18	parks33.jpg	parks	A	53	79.496021	1	0.736482858657837	-1	-1	-1
79	0	1	19	19	fields3.jpg	fields	A	55	82.445964	1	0.552528619766235	-1	-1	-1
79	0	1	20	20	forests40.jpg	forests	B	59	88.445855	1	0.734683513641357	-1	-1	-1
79	0	1	21	21	canyons55.jpg	canyons	X	61	91.445804	1	0.794671773910522	-1	-1	-1
79	0	1	22	22	marshes39.jpg	marshes	A	63	94.445755	1	0.590784788131714	-1	-1	-1
79	0	1	23	23	forests18.jpg	forests	B	66	98.945816	1	0.713781118392944	-1	-1	-1
79	0	1	24	24	mountains30.jpg	mountains	X	69	103.445652	1	0.567899465560913	-1	-1	-1
79	0	1	25	25	marshes15.jpg	marshes	A	73	109.445576	1	0.582998752593994	-1	-1	-1
79	0	1	26	26	lighthouses49.jpg	lighthouses	X	76	113.945576	1	0.619110584259033	-1	-1	-1
79	0	1	27	27	mountains4.jpg	mountains	X	79	118.445714	1	0.73222017288208	-1	-1	-1
79	0	1	28	28	beaches5.jpg	beaches	X	83	124.445493	1	0.639312267303467	-1	-1	-1
79	0	1	29	29	lighthouses19.jpg	lighthouses	X	85	127.44543	1	0.48127555847168	-1	-1	-1
79	0	1	30	30	fields16.jpg	fields	A	87	130.445422	1	0.570366621017456	-1	-1	-1
79	0	1	31	31	waterfalls14.jpg	waterfalls	B	90	134.945375	1	0.625458478927612	-1	-1	-1
79	0	1	32	32	mountains47.jpg	mountains	X	93	139.445432	1	0.474461317062378	-1	-1	-1
79	0	1	33	33	beaches29.jpg	beaches	X	95	142.44532	1	0.70853590965271	-1	-1	-1
79	0	1	34	34	waterfalls13.jpg	waterfalls	B	99	148.44526	1	0.532613515853882	-1	-1	-1
79	0	1	35	35	lakes45.jpg	lakes	X	103	154.445155	1	0.633790493011475	-1	-1	-1
79	0	1	36	36	bridges52.jpg	bridges	X	106	158.945071	1	0.472801923751831	-1	-1	-1
79	0	1	37	37	fields32.jpg	fields	A	109	163.445317	1	0.565865755081177	-1	-1	-1
79	0	1	38	38	beaches21.jpg	beaches	X	111	166.445131	1	0.5509352684021	-1	-1	-1
79	0	1	39	39	lakes19.jpg	lakes	X	114	170.944939	1	0.556063890457153	-1	-1	-1
79	0	1	40	40	canyons52.jpg	canyons	X	117	175.444898	1	0.740128517150879	-1	-1	-1
79	0	1	41	41	beaches3.jpg	beaches	X	119	178.444863	1	0.503135442733765	-1	-1	-1
79	0	1	42	42	mountains43.jpg	mountains	X	123	184.444884	1	0.712189912796021	-1	-1	-1
79	0	1	43	43	waterfalls28.jpg	waterfalls	B	127	190.444726	1	0.917358875274658	-1	-1	-1
79	0	1	44	44	lakes5.jpg	lakes	X	129	193.444715	1	0.74644947052002	-1	-1	-1
79	0	1	45	45	fields1.jpg	fields	A	132	197.944694	1	0.512454748153687	-1	-1	-1
79	0	1	46	46	marshes36.jpg	marshes	A	136	203.944579	1	0.801558971405029	-1	-1	-1
79	0	1	47	47	waterfalls42.jpg	waterfalls	B	140	209.944565	1	0.531725406646729	-1	-1	-1
79	0	1	48	48	lighthouses40.jpg	lighthouses	X	143	214.4446	1	0.607713222503662	-1	-1	-1
79	0	1	49	49	parks8.jpg	parks	A	146	218.944457	1	0.687842845916748	-1	-1	-1
79	0	1	50	50	deserts7.jpg	deserts	B	149	223.444494	1	0.59989857673645	-1	-1	-1
79	0	1	51	51	forests47.jpg	forests	B	152	227.944319	1	0.622016429901123	-1	-1	-1
79	0	1	52	52	deserts38.jpg	deserts	B	155	232.444288	1	0.896042585372925	-1	-1	-1
79	0	1	53	53	waterfalls4.jpg	waterfalls	B	158	236.944258	1	0.692151546478271	-1	-1	-1
79	0	1	54	54	parks28.jpg	parks	A	160	239.944186	1	1.25912666320801	-1	-1	-1
79	0	1	55	55	deserts21.jpg	deserts	B	162	242.944226	1	0.470196008682251	-1	-1	-1
79	0	1	56	56	marshes34.jpg	marshes	A	165	247.444094	1	0.696277379989624	-1	-1	-1
79	0	1	57	57	forests19.jpg	forests	B	167	250.460828	1	0.530647993087769	-1	-1	-1
79	0	1	58	58	parks30.jpg	parks	A	169	253.444027	1	0.593385457992554	-1	-1	-1
79	0	1	59	59	canyons50.jpg	canyons	X	172	257.943965	1	0.677464723587036	-1	-1	-1
79	0	1	60	60	fields45.jpg	fields	A	174	260.960712	1	0.656824588775635	-1	-1	-1
79	0	1	61	61	lakes16.jpg	lakes	X	176	263.943982	1	0.506545782089233	-1	-1	-1
79	0	1	62	62	waterfalls15.jpg	waterfalls	B	178	266.943943	1	0.506590843200684	-1	-1	-1
79	0	1	63	63	deserts1.jpg	deserts	B	180	269.943909	1	0.495592594146729	-1	-1	-1
79	0	1	64	64	canyons12.jpg	canyons	X	182	272.943828	1	0.590642213821411	-1	-1	-1
79	0	1	65	65	parks13.jpg	parks	A	185	277.460516	1	0.594076871871948	-1	-1	-1
79	0	1	66	66	mountains18.jpg	mountains	X	187	280.460512	1	0.506075620651245	-1	-1	-1
79	0	1	67	67	beaches35.jpg	beaches	X	190	284.943653	1	0.484851598739624	-1	-1	-1
79	0	1	68	68	marshes37.jpg	marshes	A	194	290.943669	1	0.552019834518433	-1	-1	-1
79	0	1	69	69	lighthouses48.jpg	lighthouses	X	198	296.943608	1	0.477115869522095	-1	-1	-1
79	0	1	70	70	deserts52.jpg	deserts	B	202	302.943546	1	0.529213666915894	-1	-1	-1
79	0	1	71	71	lighthouses32.jpg	lighthouses	X	204	305.943429	1	0.700252771377563	-1	-1	-1
79	0	1	72	72	beaches22.jpg	beaches	X	208	311.943525	1	0.500426769256592	-1	-1	-1
79	0	1	73	73	bridges8.jpg	bridges	X	210	314.94333	1	0.619370460510254	-1	-1	-1
79	0	1	74	74	lighthouses2.jpg	lighthouses	X	213	319.443358	1	0.667446851730347	-1	-1	-1
79	0	1	75	75	mountains19.jpg	mountains	X	216	323.943192	1	0.562564611434937	-1	-1	-1
79	0	1	76	76	lakes11.jpg	lakes	X	219	328.443156	1	0.621670484542847	-1	-1	-1
79	0	1	77	77	beaches44.jpg	beaches	X	221	331.443104	1	0.568720579147339	-1	-1	-1
79	0	1	78	78	bridges27.jpg	bridges	X	224	335.959817	1	0.475095510482788	-1	-1	-1
79	0	1	79	79	waterfalls40.jpg	waterfalls	B	226	338.94301	1	0.565765619277954	-1	-1	-1
79	0	1	80	80	mountains29.jpg	mountains	X	230	344.942938	1	0.519895553588867	-1	-1	-1
79	0	1	81	81	forests32.jpg	forests	B	233	349.442889	1	0.594950675964355	-1	-1	-1
79	0	1	82	82	canyons14.jpg	canyons	X	235	352.459686	1	0.526372909545898	-1	-1	-1
79	0	1	83	83	forests21.jpg	forests	B	239	358.459583	1	0.52340841293335	-1	-1	-1
79	0	2	0	84	parks34.jpg	parks	A	5	7.629664	1	0.735914468765259	256	0	3
79	0	2	1	85	forests34.jpg	forests	B	8	12.01222	1	0.586722850799561	355	0	4
79	0	2	2	86	beaches4.jpg	beaches	X	10	15.012176	1	0.583803653717041	402	0	4
79	0	2	3	87	parks14.jpg	parks	A	12	18.012129	1	0.619868755340576	291	1	3
79	0	2	4	88	forests10.jpg	forests	B	16	24.01206	1	0.573877573013306	187	0	3
79	0	2	5	89	lighthouses13.jpg	lighthouses	X	18	27.012154	1	0.620935916900635	497	0	4
79	0	2	6	90	canyons30.jpg	canyons	X	20	30.012112	1	0.602038145065308	432	0	3
79	0	2	7	91	mountains5.jpg	mountains	X	22	33.012085	1	0.514034271240234	178	0	4
79	0	2	8	92	marshes26.jpg	marshes	A	25	37.511972	1	0.590122699737549	82	0	2
79	0	2	9	93	deserts11.jpg	deserts	B	28	42.011916	1	0.642164707183838	196	0	3
79	0	2	10	94	beaches50.jpg	beaches	X	30	45.011902	1	0.511180639266968	104	1	3
79	0	2	11	95	parks19.jpg	parks	A	33	49.511745	1	0.572266817092896	482	0	3
79	0	2	12	96	forests51.jpg	forests	B	35	52.511669	1	0.526352882385254	282	0	4
79	0	2	13	97	lakes13.jpg	lakes	X	39	58.511699	1	0.773454666137695	265	1	4
79	0	2	14	98	bridges42.jpg	bridges	X	41	61.528349	1	0.487917900085449	149	0	4
79	0	2	15	99	parks48.jpg	parks	A	43	64.511534	1	0.480579614639282	327	0	4
