subid	group	block	blocktrial	trial	img	category	ABX	TR	onset	encoded	rt	recogIdx	recogAcc	recogConf
74	0	1	0	0	canyons16.jpg	canyons	X	5	7.553008	1	0.610734462738037	-1	-1	-1
74	0	1	1	1	fields33.jpg	fields	B	8	12.002644	1	0.865836620330811	-1	-1	-1
74	0	1	2	2	forests38.jpg	forests	X	11	16.45268	1	0.606924772262573	-1	-1	-1
74	0	1	3	3	lakes17.jpg	lakes	A	13	19.452609	1	0.648978233337402	-1	-1	-1
74	0	1	4	4	waterfalls31.jpg	waterfalls	X	15	22.452974	1	0.554993867874146	-1	-1	-1
74	0	1	5	5	canyons43.jpg	canyons	X	17	25.452526	1	0.808020114898682	-1	-1	-1
74	0	1	6	6	mountains9.jpg	mountains	B	20	29.952461	1	0.67412257194519	-1	-1	-1
74	0	1	7	7	fields17.jpg	fields	B	23	34.45243	1	0.567221641540527	-1	-1	-1
74	0	1	8	8	beaches41.jpg	beaches	X	25	37.452348	1	0.650382995605469	-1	-1	-1
74	0	1	9	9	fields36.jpg	fields	B	27	40.452414	1	0.610302448272705	-1	-1	-1
74	0	1	10	10	waterfalls37.jpg	waterfalls	X	29	43.452302	1	0.678405046463013	-1	-1	-1
74	0	1	11	11	fields29.jpg	fields	B	33	49.452208	1	0.646459102630615	-1	-1	-1
74	0	1	12	12	lighthouses37.jpg	lighthouses	B	35	52.452198	1	0.974542617797852	-1	-1	-1
74	0	1	13	13	lakes9.jpg	lakes	A	38	56.952149	1	0.608590126037598	-1	-1	-1
74	0	1	14	14	lighthouses25.jpg	lighthouses	B	41	61.452143	1	0.468734741210938	-1	-1	-1
74	0	1	15	15	beaches40.jpg	beaches	X	44	65.95201	1	0.510731935501099	-1	-1	-1
74	0	1	16	16	deserts56.jpg	deserts	X	48	71.951982	1	1.00680160522461	-1	-1	-1
74	0	1	17	17	beaches29.jpg	beaches	X	50	74.952046	1	0.647815704345703	-1	-1	-1
74	0	1	18	18	forests19.jpg	forests	X	54	80.951918	1	0.619915008544922	-1	-1	-1
74	0	1	19	19	lakes40.jpg	lakes	A	56	83.951843	1	1.00695371627808	-1	-1	-1
74	0	1	20	20	forests16.jpg	forests	X	58	86.951908	1	0.60506796836853	-1	-1	-1
74	0	1	21	21	fields38.jpg	fields	B	61	91.451799	1	0.519108295440674	-1	-1	-1
74	0	1	22	22	parks27.jpg	parks	A	63	94.451696	1	0.69913911819458	-1	-1	-1
74	0	1	23	23	marshes48.jpg	marshes	X	67	100.451578	1	0.568294286727905	-1	-1	-1
74	0	1	24	24	waterfalls45.jpg	waterfalls	X	69	103.451628	1	0.583292245864868	-1	-1	-1
74	0	1	25	25	beaches16.jpg	beaches	X	73	109.451596	1	0.848430633544922	-1	-1	-1
74	0	1	26	26	lighthouses24.jpg	lighthouses	B	76	113.951579	1	0.509467363357544	-1	-1	-1
74	0	1	27	27	bridges56.jpg	bridges	A	78	116.951544	1	0.484558343887329	-1	-1	-1
74	0	1	28	28	canyons18.jpg	canyons	X	81	121.45149	1	0.647594690322876	-1	-1	-1
74	0	1	29	29	beaches46.jpg	beaches	X	84	125.951697	1	0.527712345123291	-1	-1	-1
74	0	1	30	30	parks56.jpg	parks	A	86	128.951588	1	0.584780216217041	-1	-1	-1
74	0	1	31	31	beaches32.jpg	beaches	X	89	133.451552	1	0.584822654724121	-1	-1	-1
74	0	1	32	32	waterfalls41.jpg	waterfalls	X	91	136.451559	1	0.662882089614868	-1	-1	-1
74	0	1	33	33	bridges20.jpg	bridges	A	95	142.451046	1	0.526990652084351	-1	-1	-1
74	0	1	34	34	marshes52.jpg	marshes	X	97	145.450979	1	0.709073781967163	-1	-1	-1
74	0	1	35	35	lighthouses52.jpg	lighthouses	B	101	151.450973	1	0.671111583709717	-1	-1	-1
74	0	1	36	36	parks42.jpg	parks	A	103	154.450882	1	0.420179605484009	-1	-1	-1
74	0	1	37	37	mountains36.jpg	mountains	B	105	157.451031	1	0.650278329849243	-1	-1	-1
74	0	1	38	38	deserts10.jpg	deserts	X	108	161.950879	1	0.632297515869141	-1	-1	-1
74	0	1	39	39	canyons48.jpg	canyons	X	110	164.950818	1	0.624398469924927	-1	-1	-1
74	0	1	40	40	marshes8.jpg	marshes	X	112	167.950712	1	0.511439561843872	-1	-1	-1
74	0	1	41	41	fields4.jpg	fields	B	114	170.950629	1	0.509458541870117	-1	-1	-1
74	0	1	42	42	waterfalls24.jpg	waterfalls	X	118	176.950548	1	0.521542549133301	-1	-1	-1
74	0	1	43	43	mountains49.jpg	mountains	B	122	182.950472	1	0.642638444900513	-1	-1	-1
74	0	1	44	44	canyons42.jpg	canyons	X	126	188.950381	1	0.563743829727173	-1	-1	-1
74	0	1	45	45	waterfalls10.jpg	waterfalls	X	128	191.950743	1	0.694799423217773	-1	-1	-1
74	0	1	46	46	deserts27.jpg	deserts	X	131	196.450308	1	0.55487847328186	-1	-1	-1
74	0	1	47	47	bridges52.jpg	bridges	A	133	199.450247	1	0.607923746109009	-1	-1	-1
74	0	1	48	48	forests46.jpg	forests	X	136	203.95022	1	0.58899450302124	-1	-1	-1
74	0	1	49	49	parks6.jpg	parks	A	138	206.950175	1	0.582076549530029	-1	-1	-1
74	0	1	50	50	canyons10.jpg	canyons	X	142	212.95008	1	0.721146583557129	-1	-1	-1
74	0	1	51	51	parks34.jpg	parks	A	145	217.450103	1	0.541237592697144	-1	-1	-1
74	0	1	52	52	bridges26.jpg	bridges	A	147	220.450006	1	0.728299856185913	-1	-1	-1
74	0	1	53	53	mountains8.jpg	mountains	B	150	224.949921	1	0.613368511199951	-1	-1	-1
74	0	1	54	54	beaches52.jpg	beaches	X	153	229.449846	1	0.549447774887085	-1	-1	-1
74	0	1	55	55	mountains43.jpg	mountains	B	156	233.949869	1	0.728526830673218	-1	-1	-1
74	0	1	56	56	deserts55.jpg	deserts	X	160	239.949803	1	0.575582027435303	-1	-1	-1
74	0	1	57	57	parks7.jpg	parks	A	164	245.949777	1	0.52365779876709	-1	-1	-1
74	0	1	58	58	marshes22.jpg	marshes	X	168	251.949611	1	0.725799083709717	-1	-1	-1
74	0	1	59	59	forests49.jpg	forests	X	171	256.449475	1	0.602857828140259	-1	-1	-1
74	0	1	60	60	bridges53.jpg	bridges	A	175	262.449497	1	0.63992166519165	-1	-1	-1
74	0	1	61	61	forests17.jpg	forests	X	178	266.949472	1	0.57908034324646	-1	-1	-1
74	0	1	62	62	deserts47.jpg	deserts	X	181	271.449361	1	0.663155794143677	-1	-1	-1
74	0	1	63	63	mountains14.jpg	mountains	B	183	274.449323	1	0.482190847396851	-1	-1	-1
74	0	1	64	64	bridges51.jpg	bridges	A	186	278.949213	1	0.559252262115479	-1	-1	-1
74	0	1	65	65	canyons38.jpg	canyons	X	190	284.949135	1	0.656379699707031	-1	-1	-1
74	0	1	66	66	lakes26.jpg	lakes	A	193	289.449042	1	0.968415498733521	-1	-1	-1
74	0	1	67	67	parks47.jpg	parks	A	196	293.948983	1	0.635492563247681	-1	-1	-1
74	0	1	68	68	lakes7.jpg	lakes	A	198	296.948957	1	0.502575635910034	-1	-1	-1
74	0	1	69	69	waterfalls46.jpg	waterfalls	X	200	299.948895	1	0.64766263961792	-1	-1	-1
74	0	1	70	70	deserts18.jpg	deserts	X	202	302.948859	1	0.56169056892395	-1	-1	-1
74	0	1	71	71	mountains39.jpg	mountains	B	205	307.448786	1	0.523775815963745	-1	-1	-1
74	0	1	72	72	marshes18.jpg	marshes	X	207	310.448752	1	0.852826595306396	-1	-1	-1
74	0	1	73	73	bridges23.jpg	bridges	A	210	314.948763	1	0.693845272064209	-1	-1	-1
74	0	1	74	74	forests10.jpg	forests	X	212	317.948675	1	0.672895193099976	-1	-1	-1
74	0	1	75	75	marshes35.jpg	marshes	X	216	323.948591	1	0.54499340057373	-1	-1	-1
74	0	1	76	76	deserts14.jpg	deserts	X	218	326.948632	1	0.544035673141479	-1	-1	-1
74	0	1	77	77	lakes8.jpg	lakes	A	221	331.448463	1	0.612106561660767	-1	-1	-1
74	0	1	78	78	lighthouses30.jpg	lighthouses	B	224	335.948397	1	0.610180377960205	-1	-1	-1
74	0	1	79	79	marshes47.jpg	marshes	X	226	338.948428	1	0.720212697982788	-1	-1	-1
74	0	1	80	80	fields48.jpg	fields	B	230	344.948256	1	0.578327894210815	-1	-1	-1
74	0	1	81	81	lighthouses4.jpg	lighthouses	B	233	349.448193	1	0.443400859832764	-1	-1	-1
74	0	1	82	82	lakes39.jpg	lakes	A	236	353.948139	1	0.496514558792114	-1	-1	-1
74	0	1	83	83	lighthouses47.jpg	lighthouses	B	239	358.448086	1	0.40255069732666	-1	-1	-1
74	0	2	0	84	marshes24.jpg	marshes	X	5	7.628643	1	0.767170906066895	252	0	1
74	0	2	1	85	waterfalls47.jpg	waterfalls	X	7	10.511626	1	0.570850372314453	185	0	3
74	0	2	2	86	bridges49.jpg	bridges	A	10	15.028255	1	0.610377550125122	166	0	3
74	0	2	3	87	fields8.jpg	fields	B	13	19.511554	1	0.602128505706787	134	0	3
74	0	2	4	88	canyons13.jpg	canyons	X	17	25.511435	1	0.590219736099243	72	1	4
74	0	2	5	89	parks19.jpg	parks	A	21	31.51139	1	0.553300619125366	313	1	1
74	0	2	6	90	mountains47.jpg	mountains	B	23	34.511311	1	0.817407608032227	183	0	2
74	0	2	7	91	deserts42.jpg	deserts	X	26	39.011386	1	0.528428554534912	481	1	4
74	0	2	8	92	lakes23.jpg	lakes	A	28	42.027918	1	0.501803874969482	374	0	4
74	0	2	9	93	lighthouses18.jpg	lighthouses	B	32	48.011162	1	0.629577875137329	292	1	1
74	0	2	10	94	forests56.jpg	forests	X	35	52.511119	1	0.466677904129028	377	1	2
74	0	2	11	95	beaches48.jpg	beaches	X	37	55.511069	1	0.52970552444458	88	1	1
74	0	2	12	96	parks9.jpg	parks	A	40	60.011011	1	0.912809610366821	307	1	1
74	0	2	13	97	mountains40.jpg	mountains	B	43	64.51108	1	0.585873365402222	469	1	2
74	0	2	14	98	deserts1.jpg	deserts	X	46	69.010895	1	0.645923614501953	70	0	1
74	0	2	15	99	bridges24.jpg	bridges	A	49	73.51085	1	0.489026546478271	259	1	4
74	0	2	16	100	fields6.jpg	fields	B	52	78.011095	1	0.643146753311157	370	1	1
74	0	2	17	101	beaches11.jpg	beaches	X	54	81.010805	1	0.585174560546875	342	0	4
74	0	2	18	102	canyons56.jpg	canyons	X	57	85.510764	1	0.587235927581787	223	1	1
74	0	2	19	103	marshes43.jpg	marshes	X	59	88.527501	1	0.747606992721558	20	1	2
74	0	2	20	104	parks3.jpg	parks	A	61	91.510739	1	0.609342336654663	438	1	4
74	0	2	21	105	mountains18.jpg	mountains	B	65	97.527357	1	0.584779500961304	141	1	2
74	0	2	22	106	canyons35.jpg	canyons	X	68	102.010485	1	0.65753173828125	488	0	1
74	0	2	23	107	beaches51.jpg	beaches	X	70	105.010451	1	0.558595657348633	473	0	3
74	0	2	24	108	lakes35.jpg	lakes	A	74	111.010371	1	0.672611713409424	351	1	4
