subid	group	block	blocktrial	trial	img	category	ABX	TR	onset	encoded	rt	recogIdx	recogAcc	recogConf
55	1	1	0	0	lakes28.jpg	lakes	B	5	7.637782	0	NaN	-1	-1	-1
55	1	1	1	1	fields29.jpg	fields	X	7	10.519319	1	1.67675065994263	-1	-1	-1
55	1	1	2	2	lakes37.jpg	lakes	B	9	13.467331	1	0.718282461166382	-1	-1	-1
55	1	1	3	3	forests19.jpg	forests	B	12	17.964125	1	0.792180061340332	-1	-1	-1
55	1	1	4	4	fields8.jpg	fields	X	14	20.962203	1	0.970023393630981	-1	-1	-1
55	1	1	5	5	forests51.jpg	forests	B	16	23.959078	1	0.774260997772217	-1	-1	-1
55	1	1	6	6	parks42.jpg	parks	A	18	26.956321	1	0.596482038497925	-1	-1	-1
55	1	1	7	7	beaches2.jpg	beaches	X	21	31.452069	1	0.745354175567627	-1	-1	-1
55	1	1	8	8	bridges5.jpg	bridges	X	23	34.449186	1	0.621496677398682	-1	-1	-1
55	1	1	9	9	lighthouses26.jpg	lighthouses	X	27	40.443693	1	0.67343807220459	-1	-1	-1
55	1	1	10	10	parks34.jpg	parks	A	29	43.452664	1	0.695010900497437	-1	-1	-1
55	1	1	11	11	fields49.jpg	fields	X	31	46.459436	1	0.519308567047119	-1	-1	-1
55	1	1	12	12	canyons37.jpg	canyons	A	33	49.464422	1	0.681297540664673	-1	-1	-1
55	1	1	13	13	bridges39.jpg	bridges	X	37	55.470298	1	0.628857851028442	-1	-1	-1
55	1	1	14	14	forests38.jpg	forests	B	40	59.971988	1	0.920628070831299	-1	-1	-1
55	1	1	15	15	canyons36.jpg	canyons	A	43	64.471993	1	0.783401012420654	-1	-1	-1
55	1	1	16	16	parks30.jpg	parks	A	46	68.970765	1	0.790324926376343	-1	-1	-1
55	1	1	17	17	waterfalls46.jpg	waterfalls	X	49	73.468607	1	0.80629301071167	-1	-1	-1
55	1	1	18	18	bridges33.jpg	bridges	X	51	76.466728	1	0.651340246200562	-1	-1	-1
55	1	1	19	19	fields4.jpg	fields	X	54	80.963601	1	0.854129314422607	-1	-1	-1
55	1	1	20	20	lighthouses16.jpg	lighthouses	X	58	86.95857	1	0.746324062347412	-1	-1	-1
55	1	1	21	21	mountains38.jpg	mountains	B	60	89.95588	1	0.687362909317017	-1	-1	-1
