ets,CI_min,CI_max
-0.3443560010999877,0.3911529559476303,0.6762498065213477
-0.33131200463545674,0.39334131577338144,0.6725939380735039
-0.31826800817092576,0.3953888191076646,0.6686116083259614
-0.3052240117063948,0.39710795564209384,0.6653843780482767
-0.2921800152418639,0.39937643194547046,0.6618148263276556
-0.2791360187773329,0.4012777598663847,0.6582379930538311
-0.26609202231280193,0.40319273397482686,0.6544556211847325
-0.25304802584827096,0.4053317091835812,0.6509746799560426
-0.24000402938374,0.4072203544129109,0.6473636605723937
-0.22696003291920905,0.40936446113146335,0.6438389283248145
-0.21391603645467808,0.4112457287015277,0.6401142497184703
-0.2008720399901471,0.4131127230371708,0.6364270773600665
-0.18782804352561616,0.4149927150642289,0.6329916731038601
-0.1747840470610852,0.4171124030040863,0.6299244580303465
-0.16174005059655422,0.41908037346142935,0.627088936367985
-0.14869605413202328,0.4208935605662715,0.6234187208123089
-0.1356520576674923,0.42279500155797783,0.6202881024783254
-0.12260806120296133,0.4249540025491702,0.6171833111027033
-0.10956406473843039,0.42645144381252387,0.613787922240945
-0.09652006827389942,0.428082837149528,0.6105269700795463
-0.08347607180936845,0.4298785379015178,0.6069449146775447
-0.07043207534483747,0.431335803515089,0.6035705843761096
-0.0573880788803065,0.433197421348139,0.6001563423907557
-0.04434408241577559,0.4351054269832411,0.5967905596604113
-0.031300085951244616,0.43655455933503406,0.5934618573479802
-0.018256089486713645,0.4381708914304799,0.5904244080641735
-0.005212093022182673,0.4395037894914259,0.5872398018581054
0.007831903442348298,0.44080832221559146,0.5841987162042767
0.02087589990687927,0.44249373942415526,0.581441244477739
0.033919896371410185,0.4440666744077879,0.5782872235780797
0.04696389283594116,0.4448951258445655,0.5752815978813328
0.06000788930047213,0.44688147097465725,0.5728962088701415
0.0730518857650031,0.4476071114330143,0.5705163426918956
0.08609588222953407,0.4487120926135883,0.5680197138345243
0.09913987869406504,0.44966987580616374,0.5657811023947933
0.11218387515859601,0.45091121316831617,0.5634452463914179
0.12522787162312693,0.4520088252674962,0.5609597847599883
0.1382718680876579,0.4525076319396734,0.5591615689665576
0.15131586455218887,0.4527483685077292,0.5575422693822253
0.1643598610167198,0.45325041488792495,0.5557728820034284
0.17740385748125082,0.45342358956420414,0.5539996259737391
0.19044785394578173,0.453604971153088,0.5525588571303752
0.20349185041031276,0.4532342146016402,0.5512497269870313
0.21653584687484367,0.4527538662355522,0.5501477934120138
0.2295798433393747,0.45208530059098906,0.548630881283968
0.24262383980390562,0.45122269350832217,0.5475190892950677
0.25566783626843653,0.45036092832924557,0.5468591126251842
0.26871183273296756,0.44953175595503087,0.5459012911266011
0.2817558291974985,0.44775795895783427,0.5453153077246361
0.2947998256620295,0.4458657805718334,0.5452413049628013
0.3078438221265604,0.44433079951871657,0.5456620761938936
0.32088781859109144,0.4422089941357227,0.5456986238444864
0.33393181505562236,0.4401756612586672,0.5461422858251647
0.3469758115201533,0.4378151120519136,0.5465814955488905
0.3600198079846843,0.4353207669973297,0.5474333952843968
0.3730638044492152,0.4324755834677136,0.5479965576253868
0.38610780091374625,0.4301447333552605,0.548960326957152
0.39915179737827716,0.4276837351390391,0.5498241960518986
0.4121957938428081,0.4253007271118548,0.5509637853480465
0.4252397903073391,0.4225439447639091,0.552010828543963
0.43828378677187,0.4196324361948598,0.552960689270597
0.45132778323640105,0.41649815012662095,0.5546275850656243
0.46437177970093196,0.4133856722678372,0.556295576581507
0.477415776165463,0.4103686986424158,0.5579292362518705
0.4904597726299939,0.4073458621102104,0.5593381846102305
0.5035037690945248,0.40409795913000146,0.5608444573078064
0.5165477655590558,0.4009647998464888,0.5626666049458561
0.5295917620235868,0.397848469643655,0.5644310405309286
0.5426357584881178,0.3942983494071234,0.5659928885589692
0.5556797549526487,0.3912053934960182,0.5675973759082839
0.5687237514171797,0.3878907056084037,0.5698622704900427
0.5817677478817107,0.3849793773492748,0.5711091153671184
0.5948117443462415,0.3816414064756918,0.5730462959917727
0.6078557408107725,0.37842360489695587,0.5745983152793668
0.6208997372753036,0.37503388005320076,0.5766059195408838
0.6339437337398346,0.3715574837634244,0.5782443735455863
0.6469877302043654,0.36808934002019883,0.5800892495736157
0.6600317266688964,0.36447021261148493,0.5821994031908994
0.6730757231334272,0.3609620423763425,0.5846243556622223
0.6861197195979583,0.3574005835655089,0.5865142131860677
0.6991637160624893,0.35352984871301363,0.5882110463160611
0.7122077125270203,0.35017465105350426,0.5903837835017957
0.7252517089915511,0.34649329650566957,0.5921509611805512
0.7382957054560821,0.3427916479421894,0.594300122529615
0.7513397019206132,0.3393082152468247,0.5962893202055533
0.764383698385144,0.3357597006322263,0.5975191182951313
0.777427694849675,0.3319470275858803,0.5997842598402784
0.790471691314206,0.3285951176744065,0.6021536995776255
0.803515687778737,0.3252459557559683,0.6044884005709872
0.8165596842432679,0.3219862086395366,0.6066477189637697
0.8296036807077989,0.3180756570245418,0.6088019501539393
0.8426476771723299,0.31493943381054823,0.6105394939164984
0.8556916736368607,0.3107989873765075,0.6127495211204383
0.8687356701013917,0.30666431985247466,0.6145225153074155
0.8817796665659228,0.3032527768446184,0.6162538425857946
0.8948236630304538,0.29979724020749154,0.618286200846127
0.9078676594949846,0.2961396515590836,0.620404936079548
0.9209116559595156,0.2929251780210826,0.6225339292546944
0.9339556524240467,0.28938642353554966,0.6249170427937207
0.9469996488885776,0.2857684389549478,0.6267652521040485
