onsetTR,cond,shiftedTR,subid,run,roi1,roi2,ets,group,category
26,A,29,2,2,CA23,DG,0.0114181801882614,Stress,deserts
40,A,43,2,2,CA23,DG,-0.433321571377904,Stress,canyons
49,A,52,2,2,CA23,DG,-0.5227831808703911,Stress,deserts
60,A,63,2,2,CA23,DG,0.0466164922702262,Stress,canyons
68,A,71,2,2,CA23,DG,0.3290841771182385,Stress,marshes
78,A,81,2,2,CA23,DG,-0.6133071295268426,Stress,marshes
91,A,94,2,2,CA23,DG,-0.0336822951899454,Stress,deserts
97,A,100,2,2,CA23,DG,-1.8620135574967016,Stress,canyons
115,A,118,2,2,CA23,DG,1.3209619751210795,Stress,marshes
133,A,136,2,2,CA23,DG,-1.1758081169939556,Stress,canyons
140,A,143,2,2,CA23,DG,0.57939105940139,Stress,marshes
148,A,151,2,2,CA23,DG,2.1367420596221085,Stress,marshes
154,A,157,2,2,CA23,DG,0.2618170198387767,Stress,canyons
174,A,177,2,2,CA23,DG,0.0652976953808518,Stress,deserts
178,A,181,2,2,CA23,DG,-0.7727034236428844,Stress,marshes
190,A,193,2,2,CA23,DG,0.6543037765542213,Stress,deserts
198,A,201,2,2,CA23,DG,0.2665390557224096,Stress,marshes
207,A,210,2,2,CA23,DG,0.0752021341055615,Stress,canyons
217,A,220,2,2,CA23,DG,1.0100991012258826,Stress,deserts
228,A,231,2,2,CA23,DG,2.4256113799532333,Stress,canyons
5,A,8,2,3,CA23,DG,0.0263558453298358,Stress,deserts
12,A,15,2,3,CA23,DG,0.5662811536854051,Stress,marshes
19,A,22,2,3,CA23,DG,2.433083362730983,Stress,deserts
35,A,38,2,3,CA23,DG,0.1203702867297853,Stress,deserts
46,A,49,2,3,CA23,DG,-0.0783624500133589,Stress,deserts
53,A,56,2,3,CA23,DG,-0.090294352431086,Stress,marshes
57,A,60,2,3,CA23,DG,-1.080439414495007,Stress,canyons
69,A,72,2,3,CA23,DG,2.450063747938787,Stress,marshes
90,A,93,2,3,CA23,DG,0.0236671214862365,Stress,canyons
96,A,99,2,3,CA23,DG,0.5481903974381934,Stress,marshes
116,A,119,2,3,CA23,DG,1.2343519422394449,Stress,canyons
132,A,135,2,3,CA23,DG,-0.057956818945875,Stress,marshes
141,A,144,2,3,CA23,DG,-0.0769770164366077,Stress,deserts
161,A,164,2,3,CA23,DG,0.4114883286599759,Stress,canyons
171,A,174,2,3,CA23,DG,0.0928870372740868,Stress,marshes
177,A,180,2,3,CA23,DG,0.0420006085349532,Stress,deserts
183,A,186,2,3,CA23,DG,0.8551348371974196,Stress,marshes
200,A,203,2,3,CA23,DG,-0.4583476522174484,Stress,canyons
212,A,215,2,3,CA23,DG,0.6225304127109809,Stress,deserts
225,A,228,2,3,CA23,DG,0.5834322907655433,Stress,canyons
234,A,237,2,3,CA23,DG,3.1157445650813496,Stress,canyons
5,A,8,2,4,CA23,DG,0.0116195415686913,Stress,deserts
16,A,19,2,4,CA23,DG,0.0001887384081099,Stress,marshes
22,A,25,2,4,CA23,DG,4.080564141562167,Stress,deserts
32,A,35,2,4,CA23,DG,-0.0164645794456198,Stress,canyons
38,A,41,2,4,CA23,DG,-0.7271537739085621,Stress,marshes
60,A,63,2,4,CA23,DG,1.1966932885914487,Stress,deserts
85,A,88,2,4,CA23,DG,3.5222526735721744,Stress,marshes
90,A,93,2,4,CA23,DG,-0.5050437178846627,Stress,canyons
95,A,98,2,4,CA23,DG,0.0699952854196433,Stress,marshes
103,A,106,2,4,CA23,DG,0.0675888770455713,Stress,canyons
112,A,115,2,4,CA23,DG,-0.2110310191750349,Stress,deserts
118,A,121,2,4,CA23,DG,0.588846992575825,Stress,canyons
141,A,144,2,4,CA23,DG,0.6375039877836276,Stress,marshes
152,A,155,2,4,CA23,DG,0.7424314065326335,Stress,deserts
161,A,164,2,4,CA23,DG,-0.0002336810595232,Stress,deserts
172,A,175,2,4,CA23,DG,0.06763539488606,Stress,canyons
186,A,189,2,4,CA23,DG,-0.02109153975263,Stress,canyons
196,A,199,2,4,CA23,DG,-0.0344485257983585,Stress,marshes
207,A,210,2,4,CA23,DG,0.5517046949585807,Stress,deserts
227,A,230,2,4,CA23,DG,-0.6662216101837821,Stress,marshes
5,A,8,3,2,CA23,DG,-0.1277287599806029,Control,bridges
16,A,19,3,2,CA23,DG,4.514564215727194,Control,forests
20,A,23,3,2,CA23,DG,6.381295081645676,Control,bridges
25,A,28,3,2,CA23,DG,0.2078937123619026,Control,parks
32,A,35,3,2,CA23,DG,-0.1136880050589352,Control,forests
39,A,42,3,2,CA23,DG,-0.0648523373943251,Control,parks
47,A,50,3,2,CA23,DG,-0.2098601636758105,Control,parks
52,A,55,3,2,CA23,DG,4.647917795316383e-05,Control,bridges
61,A,64,3,2,CA23,DG,0.0070368366106878,Control,bridges
71,A,74,3,2,CA23,DG,-0.4958099327167598,Control,bridges
77,A,80,3,2,CA23,DG,5.15396375285416,Control,forests
81,A,84,3,2,CA23,DG,0.0330155548810378,Control,bridges
91,A,94,3,2,CA23,DG,0.1395410094160605,Control,forests
114,A,117,3,2,CA23,DG,-0.4011164015751716,Control,forests
121,A,124,3,2,CA23,DG,-0.6402034929303616,Control,bridges
139,A,142,3,2,CA23,DG,-0.0304777614407525,Control,parks
163,A,166,3,2,CA23,DG,-0.2893225841492532,Control,parks
191,A,194,3,2,CA23,DG,1.6929144155885227,Control,parks
201,A,204,3,2,CA23,DG,0.1486590355215183,Control,parks
212,A,215,3,2,CA23,DG,-0.877399888787945,Control,forests
219,A,222,3,2,CA23,DG,0.1141713186372555,Control,forests
5,A,8,3,3,CA23,DG,0.0280254067033644,Control,bridges
18,A,21,3,3,CA23,DG,0.0551608953474873,Control,parks
34,A,37,3,3,CA23,DG,0.5347659855407606,Control,forests
52,A,55,3,3,CA23,DG,-0.9009318891575868,Control,forests
57,A,60,3,3,CA23,DG,0.1812704064574332,Control,parks
66,A,69,3,3,CA23,DG,0.1607415015472161,Control,bridges
77,A,80,3,3,CA23,DG,2.7400468426942983,Control,parks
92,A,95,3,3,CA23,DG,0.7437465383972317,Control,forests
101,A,104,3,3,CA23,DG,0.0001004282574738,Control,bridges
111,A,114,3,3,CA23,DG,-0.469188554647538,Control,forests
119,A,122,3,3,CA23,DG,2.116776440664571,Control,parks
126,A,129,3,3,CA23,DG,4.516036053826275,Control,bridges
137,A,140,3,3,CA23,DG,-1.2170734373850949,Control,bridges
145,A,148,3,3,CA23,DG,-0.4190479966191,Control,forests
152,A,155,3,3,CA23,DG,-1.1856957012348392,Control,bridges
157,A,160,3,3,CA23,DG,1.6408028484843875,Control,parks
175,A,178,3,3,CA23,DG,-0.17502954183194,Control,forests
198,A,201,3,3,CA23,DG,1.0479701202984826,Control,forests
205,A,208,3,3,CA23,DG,-0.48736378627011,Control,parks
215,A,218,3,3,CA23,DG,0.4166482118379692,Control,parks
225,A,228,3,3,CA23,DG,0.7696017694759542,Control,bridges
9,A,12,3,4,CA23,DG,0.3027790947623123,Control,bridges
25,A,28,3,4,CA23,DG,0.0863974294275377,Control,forests
36,A,39,3,4,CA23,DG,-0.0041365071131568,Control,parks
41,A,44,3,4,CA23,DG,1.6128925909122436,Control,forests
46,A,49,3,4,CA23,DG,1.6654773713225497,Control,parks
52,A,55,3,4,CA23,DG,1.7158202058880625,Control,bridges
64,A,67,3,4,CA23,DG,-0.1423068005660737,Control,bridges
80,A,83,3,4,CA23,DG,0.1609951008986719,Control,forests
87,A,90,3,4,CA23,DG,0.4606136345961659,Control,parks
96,A,99,3,4,CA23,DG,-0.2932869077564162,Control,parks
100,A,103,3,4,CA23,DG,-0.075345037577958,Control,bridges
118,A,121,3,4,CA23,DG,1.4404266835180188,Control,forests
138,A,141,3,4,CA23,DG,0.0774409447942076,Control,parks
154,A,157,3,4,CA23,DG,-0.0412373934489745,Control,forests
168,A,171,3,4,CA23,DG,0.937655011526825,Control,parks
184,A,187,3,4,CA23,DG,-0.7510470111186301,Control,parks
189,A,192,3,4,CA23,DG,1.478208784628442,Control,bridges
198,A,201,3,4,CA23,DG,7.616384816515853,Control,forests
208,A,211,3,4,CA23,DG,0.0165140969991987,Control,bridges
220,A,223,3,4,CA23,DG,0.0135709178553142,Control,bridges
226,A,229,3,4,CA23,DG,-1.81502736951266,Control,forests
18,A,21,4,2,CA23,DG,0.1589043888570503,Stress,fields
36,A,39,4,2,CA23,DG,-1.334984337862403,Stress,fields
43,A,46,4,2,CA23,DG,0.2885191096192943,Stress,lakes
56,A,59,4,2,CA23,DG,1.0463380035298322,Stress,bridges
99,A,102,4,2,CA23,DG,-0.3613143984052382,Stress,fields
111,A,114,4,2,CA23,DG,0.0488195024833538,Stress,lakes
116,A,119,4,2,CA23,DG,0.4039608739786607,Stress,bridges
121,A,124,4,2,CA23,DG,-0.0066387526538971,Stress,fields
128,A,131,4,2,CA23,DG,-1.858569567237916,Stress,lakes
146,A,149,4,2,CA23,DG,0.2737736378187931,Stress,bridges
154,A,157,4,2,CA23,DG,-1.1066223037288376,Stress,lakes
161,A,164,4,2,CA23,DG,0.8810912470304082,Stress,fields
168,A,171,4,2,CA23,DG,1.0707861088916586,Stress,lakes
180,A,183,4,2,CA23,DG,1.961687766965271,Stress,lakes
185,A,188,4,2,CA23,DG,-1.592002172631365,Stress,bridges
195,A,198,4,2,CA23,DG,-0.5785024056173743,Stress,fields
204,A,207,4,2,CA23,DG,-0.1830941682012165,Stress,bridges
208,A,211,4,2,CA23,DG,-0.5744471111067566,Stress,fields
218,A,221,4,2,CA23,DG,-0.2924792140156716,Stress,bridges
225,A,228,4,2,CA23,DG,-0.0421720256263713,Stress,lakes
233,A,236,4,2,CA23,DG,-0.1070698036930294,Stress,bridges
15,A,18,4,3,CA23,DG,-0.6307186749553733,Stress,lakes
20,A,23,4,3,CA23,DG,0.1195792167352013,Stress,bridges
27,A,30,4,3,CA23,DG,-0.12584180450591,Stress,lakes
42,A,45,4,3,CA23,DG,-0.0264879740157753,Stress,lakes
50,A,53,4,3,CA23,DG,-1.6586809459375973,Stress,bridges
60,A,63,4,3,CA23,DG,0.591760215719529,Stress,fields
71,A,74,4,3,CA23,DG,0.1520781532967122,Stress,fields
88,A,91,4,3,CA23,DG,0.0080004477380421,Stress,fields
105,A,108,4,3,CA23,DG,0.0674460105989813,Stress,bridges
116,A,119,4,3,CA23,DG,4.018175313525393,Stress,lakes
122,A,125,4,3,CA23,DG,0.0195971760753677,Stress,fields
127,A,130,4,3,CA23,DG,-0.236893859211853,Stress,bridges
140,A,143,4,3,CA23,DG,0.6529421241289957,Stress,bridges
161,A,164,4,3,CA23,DG,0.4931581643022816,Stress,fields
170,A,173,4,3,CA23,DG,1.3995165447735052,Stress,lakes
175,A,178,4,3,CA23,DG,2.066971962577328,Stress,bridges
181,A,184,4,3,CA23,DG,2.585806194969775,Stress,fields
188,A,191,4,3,CA23,DG,3.1291592852912564,Stress,lakes
203,A,206,4,3,CA23,DG,1.3917813888169597,Stress,lakes
210,A,213,4,3,CA23,DG,2.821963935619432,Stress,bridges
236,A,239,4,3,CA23,DG,-0.4227646413590388,Stress,fields
13,A,16,4,4,CA23,DG,-0.1753224404940558,Stress,lakes
19,A,22,4,4,CA23,DG,0.398602581206611,Stress,fields
37,A,40,4,4,CA23,DG,0.2449183806606401,Stress,fields
57,A,60,4,4,CA23,DG,-0.2280989944020425,Stress,bridges
61,A,64,4,4,CA23,DG,0.4663403604679895,Stress,fields
67,A,70,4,4,CA23,DG,0.6195273116988255,Stress,bridges
79,A,82,4,4,CA23,DG,-0.5995356621217319,Stress,bridges
93,A,96,4,4,CA23,DG,-6.521754599897381e-05,Stress,lakes
107,A,110,4,4,CA23,DG,-0.106052461158858,Stress,bridges
115,A,118,4,4,CA23,DG,0.8150749266140555,Stress,bridges
124,A,127,4,4,CA23,DG,0.0199013383666976,Stress,lakes
134,A,137,4,4,CA23,DG,-2.323012578801416e-05,Stress,lakes
150,A,153,4,4,CA23,DG,0.853515936383586,Stress,bridges
167,A,170,4,4,CA23,DG,-0.0540465509313307,Stress,bridges
174,A,177,4,4,CA23,DG,0.077907876367246,Stress,lakes
186,A,189,4,4,CA23,DG,-0.0043013669293171,Stress,fields
193,A,196,4,4,CA23,DG,0.0063342360908194,Stress,lakes
213,A,216,4,4,CA23,DG,1.0531324937651645,Stress,fields
220,A,223,4,4,CA23,DG,0.0001173360405695,Stress,fields
227,A,230,4,4,CA23,DG,-0.0724538288637096,Stress,fields
232,A,235,4,4,CA23,DG,0.1366447742638109,Stress,lakes
21,A,24,5,2,CA23,DG,-0.6578647320950979,Control,mountains
32,A,35,5,2,CA23,DG,0.1705473142299284,Control,lakes
37,A,40,5,2,CA23,DG,0.0886494751119731,Control,mountains
52,A,55,5,2,CA23,DG,-0.1503270090520633,Control,waterfalls
58,A,61,5,2,CA23,DG,-0.4040235970733344,Control,lakes
69,A,72,5,2,CA23,DG,0.2546909186520538,Control,waterfalls
74,A,77,5,2,CA23,DG,0.0248015109206745,Control,mountains
89,A,92,5,2,CA23,DG,0.3869822639096744,Control,mountains
94,A,97,5,2,CA23,DG,1.3577707950244606,Control,waterfalls
104,A,107,5,2,CA23,DG,5.463234011747869e-05,Control,waterfalls
111,A,114,5,2,CA23,DG,0.4277493275348621,Control,waterfalls
119,A,122,5,2,CA23,DG,-0.0156614206327975,Control,lakes
131,A,134,5,2,CA23,DG,-0.0978400071287743,Control,mountains
136,A,139,5,2,CA23,DG,0.3050011393492136,Control,lakes
147,A,150,5,2,CA23,DG,1.3907271893847837,Control,lakes
167,A,170,5,2,CA23,DG,1.4797882342374007,Control,mountains
174,A,177,5,2,CA23,DG,0.7733542756633672,Control,mountains
193,A,196,5,2,CA23,DG,0.121261810462612,Control,lakes
213,A,216,5,2,CA23,DG,-0.3472871714048656,Control,lakes
219,A,222,5,2,CA23,DG,-0.4356433730589935,Control,waterfalls
234,A,237,5,2,CA23,DG,-0.1372187182825149,Control,waterfalls
11,A,14,5,3,CA23,DG,-1.025158034425134,Control,waterfalls
27,A,30,5,3,CA23,DG,-0.0368207647062882,Control,mountains
33,A,36,5,3,CA23,DG,-0.3115922032091541,Control,lakes
46,A,49,5,3,CA23,DG,0.269435442802407,Control,lakes
52,A,55,5,3,CA23,DG,-0.3845520619147037,Control,mountains
67,A,70,5,3,CA23,DG,1.293217893744086,Control,lakes
80,A,83,5,3,CA23,DG,-0.384865678857431,Control,waterfalls
88,A,91,5,3,CA23,DG,0.8157200953286129,Control,mountains
100,A,103,5,3,CA23,DG,2.0768526061459065,Control,lakes
105,A,108,5,3,CA23,DG,0.2657847077200955,Control,mountains
112,A,115,5,3,CA23,DG,0.2699586892725256,Control,waterfalls
120,A,123,5,3,CA23,DG,0.2410272767005273,Control,mountains
138,A,141,5,3,CA23,DG,2.59440195154823,Control,waterfalls
147,A,150,5,3,CA23,DG,0.3929028177255853,Control,lakes
153,A,156,5,3,CA23,DG,0.1577518806642522,Control,waterfalls
159,A,162,5,3,CA23,DG,0.0046789901388034,Control,mountains
165,A,168,5,3,CA23,DG,0.5320777804091255,Control,waterfalls
188,A,191,5,3,CA23,DG,-0.3555296743932648,Control,waterfalls
200,A,203,5,3,CA23,DG,0.1786334687029588,Control,lakes
204,A,207,5,3,CA23,DG,-0.3086402984597962,Control,mountains
220,A,223,5,3,CA23,DG,1.5565343639908753,Control,lakes
5,A,8,5,4,CA23,DG,-0.5129645707416731,Control,mountains
11,A,14,5,4,CA23,DG,0.4644533577926752,Control,waterfalls
19,A,22,5,4,CA23,DG,0.4452060725227658,Control,mountains
32,A,35,5,4,CA23,DG,-0.2709346857420599,Control,waterfalls
48,A,51,5,4,CA23,DG,-0.1450650393810994,Control,waterfalls
60,A,63,5,4,CA23,DG,-0.3611422257884387,Control,lakes
65,A,68,5,4,CA23,DG,5.161546911463921e-05,Control,mountains
74,A,77,5,4,CA23,DG,0.1505498620966111,Control,waterfalls
91,A,94,5,4,CA23,DG,0.0009822789804877,Control,mountains
108,A,111,5,4,CA23,DG,0.0018428109680113,Control,lakes
125,A,128,5,4,CA23,DG,-0.5599520720238742,Control,lakes
137,A,140,5,4,CA23,DG,0.5661519114539645,Control,lakes
143,A,146,5,4,CA23,DG,3.2411330990720644,Control,mountains
150,A,153,5,4,CA23,DG,1.4326860449559602,Control,lakes
166,A,169,5,4,CA23,DG,0.0093014898717812,Control,waterfalls
170,A,173,5,4,CA23,DG,0.5141749155035704,Control,mountains
176,A,179,5,4,CA23,DG,0.1000503763701247,Control,waterfalls
186,A,189,5,4,CA23,DG,-0.0145888379666359,Control,lakes
197,A,200,5,4,CA23,DG,0.0810529367005951,Control,mountains
221,A,224,5,4,CA23,DG,0.6245650778334265,Control,waterfalls
234,A,237,5,4,CA23,DG,-0.0090209191856336,Control,lakes
13,A,16,7,2,CA23,DG,-0.4866387194054294,Control,lighthouses
20,A,23,7,2,CA23,DG,0.0019427130951813,Control,lighthouses
25,A,28,7,2,CA23,DG,3.923006731547957,Control,parks
39,A,42,7,2,CA23,DG,-0.005834238865415,Control,lighthouses
46,A,49,7,2,CA23,DG,1.4749416795560688,Control,forests
57,A,60,7,2,CA23,DG,0.0801719095788788,Control,forests
81,A,84,7,2,CA23,DG,0.5788514326742642,Control,parks
93,A,96,7,2,CA23,DG,-0.0337314838168713,Control,parks
104,A,107,7,2,CA23,DG,-0.2235607450787401,Control,parks
121,A,124,7,2,CA23,DG,-0.1782305069616272,Control,forests
127,A,130,7,2,CA23,DG,0.8230316545388336,Control,lighthouses
132,A,135,7,2,CA23,DG,-0.1691384297868989,Control,forests
141,A,144,7,2,CA23,DG,0.3893862550110277,Control,lighthouses
147,A,150,7,2,CA23,DG,0.5644477585608878,Control,forests
159,A,162,7,2,CA23,DG,0.8582815603643874,Control,lighthouses
171,A,174,7,2,CA23,DG,-0.6072690804219371,Control,forests
179,A,182,7,2,CA23,DG,0.7677328414997218,Control,lighthouses
194,A,197,7,2,CA23,DG,0.8178907873181606,Control,parks
200,A,203,7,2,CA23,DG,5.675713045512319,Control,forests
216,A,219,7,2,CA23,DG,0.4317111480662974,Control,parks
236,A,239,7,2,CA23,DG,0.0285924825676639,Control,parks
5,A,8,7,3,CA23,DG,0.0360857937857284,Control,forests
13,A,16,7,3,CA23,DG,-0.0152687616512395,Control,parks
22,A,25,7,3,CA23,DG,0.0723221124868031,Control,lighthouses
33,A,36,7,3,CA23,DG,1.901909158955457,Control,forests
40,A,43,7,3,CA23,DG,-0.83735300989574,Control,lighthouses
45,A,48,7,3,CA23,DG,-1.326834515132468,Control,parks
54,A,57,7,3,CA23,DG,-0.7191937208186278,Control,lighthouses
58,A,61,7,3,CA23,DG,0.5192889882726066,Control,forests
69,A,72,7,3,CA23,DG,-0.0821820824317212,Control,forests
89,A,92,7,3,CA23,DG,0.8033359398474545,Control,parks
96,A,99,7,3,CA23,DG,0.0249227279284871,Control,lighthouses
108,A,111,7,3,CA23,DG,0.3798120923645388,Control,lighthouses
114,A,117,7,3,CA23,DG,0.0221512527100398,Control,parks
120,A,123,7,3,CA23,DG,-0.0011227590502617,Control,forests
129,A,132,7,3,CA23,DG,-1.2185105277148556,Control,lighthouses
136,A,139,7,3,CA23,DG,1.5778096111141358,Control,forests
154,A,157,7,3,CA23,DG,1.051734226017985,Control,parks
184,A,187,7,3,CA23,DG,1.6983706973678787,Control,forests
190,A,193,7,3,CA23,DG,1.1519089279393664,Control,parks
195,A,198,7,3,CA23,DG,1.6704885009426176,Control,lighthouses
208,A,211,7,3,CA23,DG,0.0352459715260038,Control,parks
5,A,8,7,4,CA23,DG,-0.0030247388163951,Control,lighthouses
12,A,15,7,4,CA23,DG,-0.250443632479849,Control,forests
23,A,26,7,4,CA23,DG,1.0116241989110384,Control,parks
36,A,39,7,4,CA23,DG,0.0737640513628884,Control,forests
47,A,50,7,4,CA23,DG,0.4806697976636349,Control,lighthouses
65,A,68,7,4,CA23,DG,-0.007609410767394,Control,lighthouses
84,A,87,7,4,CA23,DG,0.1054555162912755,Control,parks
92,A,95,7,4,CA23,DG,-0.2230390193493415,Control,parks
115,A,118,7,4,CA23,DG,0.2068589273882976,Control,lighthouses
122,A,125,7,4,CA23,DG,2.337042378388956,Control,forests
144,A,147,7,4,CA23,DG,1.7195139609534071,Control,forests
151,A,154,7,4,CA23,DG,0.4432919147754308,Control,lighthouses
163,A,166,7,4,CA23,DG,1.2140212082544284,Control,lighthouses
169,A,172,7,4,CA23,DG,0.4806713374591228,Control,forests
173,A,176,7,4,CA23,DG,-0.2354912740306841,Control,parks
178,A,181,7,4,CA23,DG,-0.3665195204898276,Control,lighthouses
182,A,185,7,4,CA23,DG,2.054749831948207,Control,forests
203,A,206,7,4,CA23,DG,-0.2836593481413088,Control,parks
213,A,216,7,4,CA23,DG,0.6090820833917927,Control,parks
224,A,227,7,4,CA23,DG,-0.5453103407049975,Control,parks
235,A,238,7,4,CA23,DG,0.0127216399174232,Control,forests
11,A,14,8,2,CA23,DG,1.150676146532887,Control,lakes
17,A,20,8,2,CA23,DG,-1.8489624104169256,Control,beaches
26,A,29,8,2,CA23,DG,-0.2200384681109266,Control,lakes
38,A,41,8,2,CA23,DG,0.0101076892929581,Control,beaches
49,A,52,8,2,CA23,DG,1.1939837665322262,Control,lighthouses
63,A,66,8,2,CA23,DG,1.075213243235994,Control,lighthouses
83,A,86,8,2,CA23,DG,-0.2495748456903075,Control,lighthouses
93,A,96,8,2,CA23,DG,0.2018776824718021,Control,beaches
97,A,100,8,2,CA23,DG,0.679386605706826,Control,lighthouses
112,A,115,8,2,CA23,DG,0.0882757221227937,Control,lighthouses
123,A,126,8,2,CA23,DG,-1.8869451907945871,Control,beaches
131,A,134,8,2,CA23,DG,-0.3148702416134218,Control,lakes
140,A,143,8,2,CA23,DG,-0.0424146348930679,Control,beaches
152,A,155,8,2,CA23,DG,-0.1224282249109686,Control,lakes
163,A,166,8,2,CA23,DG,-0.6349327125477956,Control,lighthouses
172,A,175,8,2,CA23,DG,-0.0588217372000719,Control,lakes
182,A,185,8,2,CA23,DG,0.0831996308452144,Control,lighthouses
194,A,197,8,2,CA23,DG,0.5980619962020228,Control,lakes
218,A,221,8,2,CA23,DG,-0.2591355014953546,Control,beaches
235,A,238,8,2,CA23,DG,2.000806715180297,Control,beaches
5,A,8,8,3,CA23,DG,0.4921379434987779,Control,lakes
32,A,35,8,3,CA23,DG,-0.0004568206580145,Control,lighthouses
46,A,49,8,3,CA23,DG,0.0217504974668017,Control,beaches
57,A,60,8,3,CA23,DG,-0.5395350752734323,Control,lakes
61,A,64,8,3,CA23,DG,-0.2423783243628939,Control,lighthouses
67,A,70,8,3,CA23,DG,2.5884693485985824,Control,beaches
72,A,75,8,3,CA23,DG,0.1271770118108794,Control,lighthouses
87,A,90,8,3,CA23,DG,2.793264905364403,Control,lakes
98,A,101,8,3,CA23,DG,0.0004316491210571,Control,lakes
105,A,108,8,3,CA23,DG,1.082364509364359,Control,beaches
114,A,117,8,3,CA23,DG,0.7292947525184976,Control,lighthouses
126,A,129,8,3,CA23,DG,0.9934028588790677,Control,beaches
149,A,152,8,3,CA23,DG,0.017765768721774,Control,lakes
154,A,157,8,3,CA23,DG,1.0535436846210409,Control,lighthouses
167,A,170,8,3,CA23,DG,-1.3615607515770525,Control,beaches
179,A,182,8,3,CA23,DG,-0.5715098545947102,Control,lighthouses
188,A,191,8,3,CA23,DG,0.0045053181338644,Control,lighthouses
197,A,200,8,3,CA23,DG,0.0472597806598704,Control,lakes
207,A,210,8,3,CA23,DG,2.3560847472556428,Control,beaches
213,A,216,8,3,CA23,DG,-0.2822901923805174,Control,lakes
226,A,229,8,3,CA23,DG,-0.6969992508770089,Control,beaches
9,A,12,8,4,CA23,DG,0.0022684251604168,Control,lighthouses
18,A,21,8,4,CA23,DG,0.0656880950997857,Control,lighthouses
24,A,27,8,4,CA23,DG,0.5045602791558058,Control,lakes
33,A,36,8,4,CA23,DG,0.0033773447605976,Control,beaches
55,A,58,8,4,CA23,DG,0.0053361518628974,Control,beaches
70,A,73,8,4,CA23,DG,0.176011131416073,Control,beaches
78,A,81,8,4,CA23,DG,1.235739082813175,Control,beaches
84,A,87,8,4,CA23,DG,3.105349013919504,Control,lakes
104,A,107,8,4,CA23,DG,-1.471500724035039,Control,lakes
111,A,114,8,4,CA23,DG,0.0058299147858187,Control,lighthouses
122,A,125,8,4,CA23,DG,0.0018247441581412,Control,lighthouses
133,A,136,8,4,CA23,DG,0.0047317049001789,Control,lighthouses
145,A,148,8,4,CA23,DG,0.2046582624087166,Control,lakes
151,A,154,8,4,CA23,DG,2.457084297520016,Control,lighthouses
180,A,183,8,4,CA23,DG,-0.0001823832795822,Control,lakes
184,A,187,8,4,CA23,DG,0.4617538285997493,Control,lighthouses
192,A,195,8,4,CA23,DG,1.6339189290585825,Control,beaches
209,A,212,8,4,CA23,DG,0.2745667468496902,Control,lakes
215,A,218,8,4,CA23,DG,0.0673029782798023,Control,beaches
221,A,224,8,4,CA23,DG,0.2703561803689142,Control,lakes
236,A,239,8,4,CA23,DG,1.5513987014645394,Control,beaches
15,A,18,10,2,CA23,DG,-0.0297805043256006,Stress,lighthouses
23,A,26,10,2,CA23,DG,1.5110793936509015,Stress,mountains
43,A,46,10,2,CA23,DG,0.1063386440499147,Stress,lighthouses
51,A,54,10,2,CA23,DG,0.2023338836794749,Stress,mountains
62,A,65,10,2,CA23,DG,0.6931444087908857,Stress,lighthouses
72,A,75,10,2,CA23,DG,-0.4053154647372,Stress,mountains
78,A,81,10,2,CA23,DG,1.7358092480142475,Stress,lighthouses
83,A,86,10,2,CA23,DG,0.7260327446712064,Stress,mountains
122,A,125,10,2,CA23,DG,1.1477118308731482,Stress,fields
135,A,138,10,2,CA23,DG,4.194780588640453,Stress,lighthouses
150,A,153,10,2,CA23,DG,1.5348828271971178,Stress,fields
163,A,166,10,2,CA23,DG,-0.0044106556591587,Stress,mountains
168,A,171,10,2,CA23,DG,-1.224578922971392,Stress,fields
172,A,175,10,2,CA23,DG,-0.8772425492178277,Stress,mountains
178,A,181,10,2,CA23,DG,0.0719264370849187,Stress,lighthouses
196,A,199,10,2,CA23,DG,-0.356212070188401,Stress,fields
210,A,213,10,2,CA23,DG,0.0909399813083921,Stress,fields
214,A,217,10,2,CA23,DG,-0.1026433039094891,Stress,mountains
229,A,232,10,2,CA23,DG,1.261453136327508,Stress,lighthouses
236,A,239,10,2,CA23,DG,0.039977802732722,Stress,fields
5,A,8,10,3,CA23,DG,0.0561372726028666,Stress,lighthouses
19,A,22,10,3,CA23,DG,1.003582714083343,Stress,mountains
25,A,28,10,3,CA23,DG,-0.001245159470103,Stress,lighthouses
35,A,38,10,3,CA23,DG,0.45988188902885,Stress,fields
42,A,45,10,3,CA23,DG,0.4975475420998748,Stress,mountains
53,A,56,10,3,CA23,DG,0.0078132838591531,Stress,lighthouses
67,A,70,10,3,CA23,DG,-0.6967009443696464,Stress,lighthouses
75,A,78,10,3,CA23,DG,0.2159545335707364,Stress,mountains
141,A,144,10,3,CA23,DG,0.3312318876258673,Stress,fields
160,A,163,10,3,CA23,DG,4.519272824590178,Stress,fields
174,A,177,10,3,CA23,DG,0.6172986269490784,Stress,lighthouses
179,A,182,10,3,CA23,DG,-0.0016914758331747,Stress,mountains
227,A,230,10,3,CA23,DG,-0.2738724089206278,Stress,fields
234,A,237,10,3,CA23,DG,0.3622388887865777,Stress,mountains
5,A,8,10,4,CA23,DG,0.171023114787299,Stress,lighthouses
22,A,25,10,4,CA23,DG,0.2325475598824302,Stress,fields
27,A,30,10,4,CA23,DG,0.0574306841027743,Stress,mountains
54,A,57,10,4,CA23,DG,0.143142219715409,Stress,mountains
59,A,62,10,4,CA23,DG,-0.2838483461652911,Stress,lighthouses
