subid,group,run,TR,trialtype,recog,repetition
41,Control,scene4,8,X4,forgotten,1
41,Control,scene4,10,A1,remembered,1
41,Control,scene4,14,B1,remembered,1
41,Control,scene4,18,X4,forgotten,2
41,Control,scene4,20,X1,forgotten,1
41,Control,scene4,24,X5,remembered,1
41,Control,scene4,26,X1,forgotten,2
41,Control,scene4,29,A3,remembered,1
41,Control,scene4,32,B3,remembered,1
41,Control,scene4,35,X3,remembered,1
41,Control,scene4,38,X2,remembered,1
41,Control,scene4,41,A2,forgotten,1
41,Control,scene4,43,B2,forgotten,1
41,Control,scene4,45,X6,remembered,1
41,Control,scene4,49,A1,remembered,2
41,Control,scene4,51,B1,forgotten,2
41,Control,scene4,55,X5,remembered,2
41,Control,scene4,58,X1,forgotten,3
41,Control,scene4,60,X4,remembered,3
41,Control,scene4,64,A2,forgotten,2
41,Control,scene4,67,B2,remembered,2
41,Control,scene4,69,X4,forgotten,4
41,Control,scene4,72,X6,forgotten,2
41,Control,scene4,76,A2,forgotten,3
41,Control,scene4,78,B2,forgotten,3
41,Control,scene4,80,X1,remembered,4
41,Control,scene4,84,A1,remembered,3
41,Control,scene4,86,B1,remembered,3
41,Control,scene4,90,X1,remembered,5
41,Control,scene4,94,X5,remembered,3
41,Control,scene4,97,A1,remembered,4
41,Control,scene4,99,B1,forgotten,4
41,Control,scene4,101,X6,forgotten,3
41,Control,scene4,104,A3,remembered,2
41,Control,scene4,108,B3,forgotten,2
41,Control,scene4,110,X3,remembered,2
41,Control,scene4,113,X6,forgotten,4
41,Control,scene4,116,X5,remembered,4
41,Control,scene4,118,X2,remembered,3
41,Control,scene4,120,A2,remembered,4
41,Control,scene4,124,B2,forgotten,4
41,Control,scene4,126,A3,forgotten,3
41,Control,scene4,128,B3,forgotten,3
41,Control,scene4,130,X4,remembered,5
41,Control,scene4,133,X5,remembered,5
41,Control,scene4,136,X3,remembered,3
41,Control,scene4,139,X4,remembered,6
41,Control,scene4,142,X6,forgotten,5
41,Control,scene4,145,X1,forgotten,6
41,Control,scene4,148,X3,forgotten,4
41,Control,scene4,155,X6,forgotten,6
41,Control,scene4,157,X2,remembered,4
41,Control,scene4,159,X5,remembered,7
41,Control,scene4,162,X3,remembered,5
41,Control,scene4,165,A2,forgotten,5
41,Control,scene4,169,B2,remembered,5
41,Control,scene4,173,A1,forgotten,5
41,Control,scene4,175,B1,remembered,5
41,Control,scene4,177,X4,forgotten,7
41,Control,scene4,180,X3,forgotten,6
41,Control,scene4,184,X2,remembered,5
41,Control,scene4,186,A3,forgotten,4
41,Control,scene4,190,B3,remembered,4
41,Control,scene4,193,A1,remembered,6
41,Control,scene4,195,B1,remembered,6
41,Control,scene4,197,X1,forgotten,7
41,Control,scene4,200,A3,remembered,5
41,Control,scene4,202,B3,forgotten,5
41,Control,scene4,205,A2,forgotten,6
41,Control,scene4,209,B2,remembered,6
41,Control,scene4,212,X3,forgotten,7
41,Control,scene4,214,X6,forgotten,7
41,Control,scene4,218,X2,remembered,6
41,Control,scene4,221,A2,forgotten,7
41,Control,scene4,224,B2,forgotten,7
41,Control,scene4,227,A3,remembered,6
41,Control,scene4,229,B3,remembered,6
41,Control,scene4,232,A1,remembered,7
41,Control,scene4,234,B1,forgotten,7
41,Control,scene4,237,X2,forgotten,7
41,Control,scene4,240,A3,remembered,7
41,Control,scene4,242,B3,forgotten,7
