subid,group,run,TR,trialtype,recog,repetition
53,Control,scene4,8,A1,forgotten,1
53,Control,scene4,10,B1,forgotten,1
53,Control,scene4,13,X2,remembered,1
53,Control,scene4,16,X1,forgotten,1
53,Control,scene4,18,A2,remembered,1
53,Control,scene4,20,B2,forgotten,1
53,Control,scene4,24,A3,forgotten,1
53,Control,scene4,27,B3,forgotten,1
53,Control,scene4,29,X6,forgotten,1
53,Control,scene4,31,X5,forgotten,1
53,Control,scene4,33,X6,forgotten,2
53,Control,scene4,36,A3,forgotten,2
53,Control,scene4,38,B3,forgotten,2
53,Control,scene4,40,X6,remembered,3
53,Control,scene4,43,X2,forgotten,2
53,Control,scene4,45,X5,forgotten,2
53,Control,scene4,48,X4,remembered,1
53,Control,scene4,50,X3,forgotten,1
53,Control,scene4,54,A2,remembered,2
53,Control,scene4,56,B2,forgotten,2
53,Control,scene4,60,A3,forgotten,3
53,Control,scene4,65,X2,forgotten,3
53,Control,scene4,67,X3,remembered,2
53,Control,scene4,70,X1,forgotten,2
53,Control,scene4,72,X2,forgotten,4
53,Control,scene4,75,A1,forgotten,2
53,Control,scene4,77,B1,forgotten,2
53,Control,scene4,80,A3,forgotten,4
53,Control,scene4,83,B3,forgotten,4
53,Control,scene4,86,X1,forgotten,3
53,Control,scene4,89,X5,forgotten,3
53,Control,scene4,93,A1,forgotten,3
53,Control,scene4,95,B1,forgotten,3
53,Control,scene4,98,X3,forgotten,3
53,Control,scene4,101,X1,remembered,4
53,Control,scene4,104,A2,forgotten,3
53,Control,scene4,106,B2,remembered,3
53,Control,scene4,109,A3,forgotten,5
53,Control,scene4,112,B3,forgotten,5
53,Control,scene4,115,X3,forgotten,4
53,Control,scene4,119,A1,forgotten,4
53,Control,scene4,123,B1,forgotten,4
53,Control,scene4,127,X4,forgotten,2
53,Control,scene4,130,X6,remembered,4
53,Control,scene4,134,X4,remembered,3
53,Control,scene4,137,X5,forgotten,4
53,Control,scene4,139,A1,forgotten,5
53,Control,scene4,141,B1,forgotten,5
53,Control,scene4,144,X5,remembered,5
53,Control,scene4,146,A2,forgotten,4
53,Control,scene4,148,B2,forgotten,4
53,Control,scene4,152,X6,forgotten,5
53,Control,scene4,154,X4,remembered,4
53,Control,scene4,157,X5,forgotten,6
53,Control,scene4,161,A3,forgotten,6
53,Control,scene4,163,B3,forgotten,6
53,Control,scene4,167,X4,forgotten,5
53,Control,scene4,169,A2,forgotten,5
53,Control,scene4,172,B2,forgotten,5
53,Control,scene4,174,X2,forgotten,5
53,Control,scene4,178,X1,forgotten,5
53,Control,scene4,181,X2,forgotten,6
53,Control,scene4,185,A2,forgotten,6
53,Control,scene4,187,B2,forgotten,6
53,Control,scene4,191,A1,forgotten,6
53,Control,scene4,193,B1,forgotten,6
53,Control,scene4,197,X5,forgotten,7
53,Control,scene4,200,X4,forgotten,6
53,Control,scene4,204,X1,forgotten,6
53,Control,scene4,206,X3,remembered,5
53,Control,scene4,209,X6,forgotten,6
53,Control,scene4,211,A2,forgotten,7
53,Control,scene4,213,B2,remembered,7
53,Control,scene4,216,X6,forgotten,7
53,Control,scene4,218,A3,remembered,7
53,Control,scene4,221,B3,forgotten,7
53,Control,scene4,223,X3,forgotten,6
53,Control,scene4,226,X2,forgotten,7
53,Control,scene4,230,X1,forgotten,7
53,Control,scene4,232,X3,forgotten,7
53,Control,scene4,235,A1,forgotten,7
53,Control,scene4,238,B1,remembered,7
53,Control,scene4,241,X4,forgotten,7
