subid,group,run,TR,trialtype,recog,repetition
24,Stress,scene3,8,A3,forgotten,1
24,Stress,scene3,10,B3,remembered,1
24,Stress,scene3,14,X5,remembered,1
24,Stress,scene3,17,X3,forgotten,1
24,Stress,scene3,19,X5,remembered,2
24,Stress,scene3,23,X6,forgotten,1
24,Stress,scene3,25,X5,forgotten,3
24,Stress,scene3,29,X2,remembered,1
24,Stress,scene3,31,X5,remembered,4
24,Stress,scene3,35,X6,forgotten,2
24,Stress,scene3,39,X1,forgotten,1
24,Stress,scene3,43,X4,forgotten,1
24,Stress,scene3,46,X1,forgotten,2
24,Stress,scene3,50,A2,forgotten,1
24,Stress,scene3,53,B2,remembered,1
24,Stress,scene3,55,A3,remembered,2
24,Stress,scene3,59,B3,remembered,2
24,Stress,scene3,62,X4,forgotten,2
24,Stress,scene3,64,A1,forgotten,1
24,Stress,scene3,67,B1,remembered,1
24,Stress,scene3,69,A3,remembered,3
24,Stress,scene3,72,B3,remembered,3
24,Stress,scene3,74,X5,remembered,5
24,Stress,scene3,76,X3,forgotten,2
24,Stress,scene3,78,X2,remembered,2
24,Stress,scene3,81,X3,remembered,3
24,Stress,scene3,84,A2,remembered,2
24,Stress,scene3,86,B2,forgotten,2
24,Stress,scene3,88,X3,forgotten,4
24,Stress,scene3,91,X1,remembered,3
24,Stress,scene3,94,X3,remembered,5
24,Stress,scene3,96,X2,remembered,3
24,Stress,scene3,100,X4,forgotten,3
24,Stress,scene3,102,X2,forgotten,4
24,Stress,scene3,104,A2,forgotten,3
24,Stress,scene3,107,B2,remembered,3
24,Stress,scene3,110,X1,remembered,4
24,Stress,scene3,113,X2,remembered,5
24,Stress,scene3,117,A1,forgotten,2
24,Stress,scene3,121,B1,forgotten,2
24,Stress,scene3,124,X3,remembered,6
24,Stress,scene3,127,A2,forgotten,4
24,Stress,scene3,130,B2,forgotten,4
24,Stress,scene3,133,X4,forgotten,4
24,Stress,scene3,137,A1,forgotten,3
24,Stress,scene3,140,B1,forgotten,3
24,Stress,scene3,144,A3,forgotten,4
24,Stress,scene3,146,B3,forgotten,4
24,Stress,scene3,148,X4,forgotten,5
24,Stress,scene3,151,A1,remembered,4
24,Stress,scene3,153,B1,remembered,4
24,Stress,scene3,155,X6,remembered,3
24,Stress,scene3,159,A3,remembered,5
24,Stress,scene3,161,B3,forgotten,5
24,Stress,scene3,165,X1,remembered,5
24,Stress,scene3,167,A2,remembered,5
24,Stress,scene3,170,B2,remembered,5
24,Stress,scene3,173,X3,remembered,7
24,Stress,scene3,175,X6,remembered,4
24,Stress,scene3,178,X4,remembered,6
24,Stress,scene3,180,A1,remembered,5
24,Stress,scene3,182,B1,remembered,5
24,Stress,scene3,186,X4,remembered,7
24,Stress,scene3,188,A3,forgotten,6
24,Stress,scene3,191,B3,remembered,6
24,Stress,scene3,194,A1,remembered,6
24,Stress,scene3,196,B1,remembered,6
24,Stress,scene3,199,X2,remembered,6
24,Stress,scene3,202,X1,remembered,6
24,Stress,scene3,204,X5,forgotten,6
24,Stress,scene3,206,A2,forgotten,6
24,Stress,scene3,208,B2,forgotten,6
24,Stress,scene3,211,X6,forgotten,5
24,Stress,scene3,215,A1,forgotten,7
24,Stress,scene3,217,B1,forgotten,7
24,Stress,scene3,220,X6,forgotten,6
24,Stress,scene3,223,A3,forgotten,7
24,Stress,scene3,226,B3,forgotten,7
24,Stress,scene3,228,X1,forgotten,7
24,Stress,scene3,230,X6,forgotten,7
24,Stress,scene3,234,X5,forgotten,7
24,Stress,scene3,237,A2,remembered,7
24,Stress,scene3,240,B2,remembered,7
24,Stress,scene3,243,X2,remembered,7
