subid,group,run,TR,trialtype,recog,repetition
36,Control,scene2,8,A3,remembered,1
36,Control,scene2,10,B3,forgotten,1
36,Control,scene2,12,X1,forgotten,1
36,Control,scene2,15,X4,remembered,1
36,Control,scene2,17,A3,remembered,2
36,Control,scene2,20,B3,forgotten,2
36,Control,scene2,22,X5,remembered,1
36,Control,scene2,24,X1,remembered,2
36,Control,scene2,26,A2,remembered,1
36,Control,scene2,28,B2,forgotten,1
36,Control,scene2,31,X3,remembered,1
36,Control,scene2,34,A3,forgotten,3
36,Control,scene2,38,B3,forgotten,3
36,Control,scene2,42,A1,forgotten,1
36,Control,scene2,44,B1,forgotten,1
36,Control,scene2,46,A2,forgotten,2
36,Control,scene2,49,B2,forgotten,2
36,Control,scene2,53,X3,remembered,2
36,Control,scene2,56,A1,remembered,2
36,Control,scene2,59,B1,forgotten,2
36,Control,scene2,62,X4,remembered,2
36,Control,scene2,66,X5,remembered,2
36,Control,scene2,70,X1,remembered,3
36,Control,scene2,72,X5,forgotten,3
36,Control,scene2,74,X4,remembered,3
36,Control,scene2,77,A2,forgotten,3
36,Control,scene2,81,B2,remembered,3
36,Control,scene2,83,X1,forgotten,4
36,Control,scene2,86,X5,remembered,4
36,Control,scene2,88,X1,remembered,5
36,Control,scene2,90,A1,forgotten,3
36,Control,scene2,93,B1,forgotten,3
36,Control,scene2,95,X2,forgotten,1
36,Control,scene2,97,A1,forgotten,4
36,Control,scene2,100,B1,forgotten,4
36,Control,scene2,103,X3,remembered,3
36,Control,scene2,107,X6,remembered,1
36,Control,scene2,110,X3,forgotten,4
36,Control,scene2,112,A2,forgotten,4
36,Control,scene2,115,B2,forgotten,4
36,Control,scene2,118,X2,remembered,2
36,Control,scene2,120,X5,remembered,5
36,Control,scene2,124,X4,forgotten,4
36,Control,scene2,127,X2,forgotten,3
36,Control,scene2,130,A3,forgotten,4
36,Control,scene2,132,B3,forgotten,4
36,Control,scene2,135,A1,forgotten,5
36,Control,scene2,139,B1,forgotten,5
36,Control,scene2,141,A3,forgotten,5
36,Control,scene2,144,B3,forgotten,5
36,Control,scene2,146,X6,forgotten,2
36,Control,scene2,149,X3,forgotten,5
36,Control,scene2,152,X4,remembered,5
36,Control,scene2,154,X2,forgotten,4
36,Control,scene2,158,X6,remembered,3
36,Control,scene2,160,X4,remembered,6
36,Control,scene2,163,X2,forgotten,5
36,Control,scene2,165,X5,remembered,6
36,Control,scene2,167,X6,forgotten,4
36,Control,scene2,171,X4,forgotten,7
36,Control,scene2,174,X6,forgotten,5
36,Control,scene2,176,A3,remembered,6
36,Control,scene2,179,B3,remembered,6
36,Control,scene2,181,A1,remembered,6
36,Control,scene2,184,B1,remembered,6
36,Control,scene2,187,X1,forgotten,6
36,Control,scene2,189,X5,remembered,7
36,Control,scene2,191,X2,forgotten,6
36,Control,scene2,194,X6,remembered,6
36,Control,scene2,198,A2,remembered,5
36,Control,scene2,202,B2,remembered,5
36,Control,scene2,205,X6,forgotten,7
36,Control,scene2,207,X3,remembered,6
36,Control,scene2,211,A1,forgotten,7
36,Control,scene2,214,B1,forgotten,7
36,Control,scene2,218,X2,forgotten,7
36,Control,scene2,222,X3,forgotten,7
36,Control,scene2,224,X1,forgotten,7
36,Control,scene2,226,A2,forgotten,6
36,Control,scene2,228,B2,remembered,6
36,Control,scene2,231,A3,forgotten,7
36,Control,scene2,234,B3,forgotten,7
36,Control,scene2,238,A2,forgotten,7
36,Control,scene2,241,B2,forgotten,7
