subid,group,run,TR,trialtype,recog,repetition
44,Control,scene4,8,A3,forgotten,1
44,Control,scene4,12,B3,forgotten,1
44,Control,scene4,15,X5,remembered,1
44,Control,scene4,18,X3,forgotten,1
44,Control,scene4,21,X5,remembered,2
44,Control,scene4,23,X6,forgotten,1
44,Control,scene4,26,A2,remembered,1
44,Control,scene4,30,B2,forgotten,1
44,Control,scene4,32,X5,forgotten,3
44,Control,scene4,35,X6,forgotten,2
44,Control,scene4,38,X5,forgotten,4
44,Control,scene4,42,X2,forgotten,1
44,Control,scene4,45,X4,forgotten,1
44,Control,scene4,48,X2,forgotten,2
44,Control,scene4,52,X3,forgotten,2
44,Control,scene4,55,A1,forgotten,1
44,Control,scene4,59,B1,remembered,1
44,Control,scene4,63,X4,forgotten,2
44,Control,scene4,66,X6,forgotten,3
44,Control,scene4,69,A2,forgotten,2
44,Control,scene4,71,B2,forgotten,2
44,Control,scene4,73,A3,forgotten,2
44,Control,scene4,76,B3,remembered,2
44,Control,scene4,79,X6,forgotten,4
44,Control,scene4,81,X1,forgotten,1
44,Control,scene4,84,A2,forgotten,3
44,Control,scene4,87,B2,forgotten,3
44,Control,scene4,90,X4,forgotten,3
44,Control,scene4,92,X3,forgotten,3
44,Control,scene4,94,A3,forgotten,3
44,Control,scene4,97,B3,forgotten,3
44,Control,scene4,100,X2,forgotten,3
44,Control,scene4,102,X5,forgotten,5
44,Control,scene4,106,X4,remembered,4
44,Control,scene4,110,X1,forgotten,2
44,Control,scene4,113,X6,forgotten,5
44,Control,scene4,117,X4,forgotten,5
44,Control,scene4,120,A3,forgotten,4
44,Control,scene4,123,B3,forgotten,4
44,Control,scene4,125,X3,forgotten,4
44,Control,scene4,127,X2,forgotten,4
44,Control,scene4,129,A2,forgotten,4
44,Control,scene4,131,B2,forgotten,4
44,Control,scene4,133,X3,forgotten,5
44,Control,scene4,136,A2,remembered,5
44,Control,scene4,140,B2,forgotten,5
44,Control,scene4,142,X5,forgotten,6
44,Control,scene4,146,X1,forgotten,3
44,Control,scene4,148,X6,remembered,6
44,Control,scene4,151,X3,forgotten,6
44,Control,scene4,153,A3,forgotten,5
44,Control,scene4,157,B3,forgotten,5
44,Control,scene4,160,A1,forgotten,2
44,Control,scene4,163,B1,forgotten,2
44,Control,scene4,166,X6,remembered,7
44,Control,scene4,168,A2,forgotten,6
44,Control,scene4,171,B2,remembered,6
44,Control,scene4,173,X2,forgotten,5
44,Control,scene4,175,X4,forgotten,6
44,Control,scene4,178,A1,forgotten,3
44,Control,scene4,182,B1,forgotten,3
44,Control,scene4,184,X3,forgotten,7
44,Control,scene4,186,X1,forgotten,4
44,Control,scene4,188,A1,forgotten,4
44,Control,scene4,190,B1,forgotten,4
44,Control,scene4,193,A3,forgotten,6
44,Control,scene4,197,B3,forgotten,6
44,Control,scene4,200,X2,forgotten,6
44,Control,scene4,202,A1,remembered,5
44,Control,scene4,204,B1,forgotten,5
44,Control,scene4,206,X2,forgotten,7
44,Control,scene4,208,X4,forgotten,7
44,Control,scene4,210,X1,forgotten,5
44,Control,scene4,212,A3,forgotten,7
44,Control,scene4,216,B3,forgotten,7
44,Control,scene4,219,A1,forgotten,6
44,Control,scene4,222,B1,forgotten,6
44,Control,scene4,224,X5,forgotten,7
44,Control,scene4,226,X1,forgotten,6
44,Control,scene4,230,A2,forgotten,7
44,Control,scene4,232,B2,forgotten,7
44,Control,scene4,236,A1,forgotten,7
44,Control,scene4,240,B1,remembered,7
44,Control,scene4,242,X1,forgotten,7
