subid,group,run,TR,trialtype,recog,repetition
5,Control,scene2,8,X3,remembered,1
5,Control,scene2,11,X1,remembered,1
5,Control,scene2,13,X3,forgotten,2
5,Control,scene2,17,X4,remembered,1
5,Control,scene2,19,X2,remembered,1
5,Control,scene2,22,X6,remembered,1
5,Control,scene2,24,A3,forgotten,1
5,Control,scene2,26,B3,remembered,1
5,Control,scene2,30,X2,forgotten,2
5,Control,scene2,32,X3,forgotten,3
5,Control,scene2,35,A2,remembered,1
5,Control,scene2,38,B2,forgotten,1
5,Control,scene2,40,A3,forgotten,2
5,Control,scene2,43,B3,remembered,2
5,Control,scene2,45,X4,remembered,2
5,Control,scene2,48,X5,remembered,1
5,Control,scene2,52,X1,forgotten,2
5,Control,scene2,55,A1,remembered,1
5,Control,scene2,59,B1,forgotten,1
5,Control,scene2,61,A2,forgotten,2
5,Control,scene2,65,B2,remembered,2
5,Control,scene2,68,X3,remembered,4
5,Control,scene2,72,A1,remembered,2
5,Control,scene2,74,B1,remembered,2
5,Control,scene2,77,A3,remembered,3
5,Control,scene2,81,B3,remembered,3
5,Control,scene2,85,X3,forgotten,5
5,Control,scene2,88,X6,remembered,2
5,Control,scene2,90,X3,forgotten,6
5,Control,scene2,92,A3,forgotten,4
5,Control,scene2,94,B3,remembered,4
5,Control,scene2,97,A1,forgotten,3
5,Control,scene2,101,B1,forgotten,3
5,Control,scene2,104,X2,remembered,3
5,Control,scene2,107,A1,remembered,4
5,Control,scene2,110,B1,remembered,4
5,Control,scene2,112,X5,remembered,2
5,Control,scene2,114,A1,forgotten,5
5,Control,scene2,116,B1,remembered,5
5,Control,scene2,119,X2,forgotten,4
5,Control,scene2,122,A2,forgotten,3
5,Control,scene2,124,B2,remembered,3
5,Control,scene2,128,X1,forgotten,3
5,Control,scene2,131,X6,forgotten,3
5,Control,scene2,134,A3,forgotten,5
5,Control,scene2,137,B3,remembered,5
5,Control,scene2,139,A2,forgotten,4
5,Control,scene2,142,B2,forgotten,4
5,Control,scene2,144,X1,forgotten,4
5,Control,scene2,146,X2,forgotten,5
5,Control,scene2,150,A2,remembered,5
5,Control,scene2,152,B2,forgotten,5
5,Control,scene2,156,X4,remembered,3
5,Control,scene2,159,X6,remembered,4
5,Control,scene2,163,X5,forgotten,3
5,Control,scene2,166,X4,forgotten,4
5,Control,scene2,170,A3,remembered,6
5,Control,scene2,172,B3,forgotten,6
5,Control,scene2,174,X5,forgotten,4
5,Control,scene2,177,A3,remembered,7
5,Control,scene2,180,B3,remembered,7
5,Control,scene2,182,X4,forgotten,5
5,Control,scene2,184,X6,remembered,5
5,Control,scene2,186,X3,remembered,7
5,Control,scene2,190,X2,remembered,6
5,Control,scene2,193,X5,remembered,5
5,Control,scene2,196,A2,remembered,6
5,Control,scene2,198,B2,forgotten,6
5,Control,scene2,200,X4,remembered,6
5,Control,scene2,203,X1,forgotten,5
5,Control,scene2,206,X2,remembered,7
5,Control,scene2,208,X5,remembered,6
5,Control,scene2,211,X1,forgotten,6
5,Control,scene2,213,X6,remembered,6
5,Control,scene2,216,A2,forgotten,7
5,Control,scene2,220,B2,remembered,7
5,Control,scene2,222,A1,remembered,6
5,Control,scene2,225,B1,remembered,6
5,Control,scene2,227,X5,forgotten,7
5,Control,scene2,231,X1,forgotten,7
5,Control,scene2,235,X6,remembered,7
5,Control,scene2,237,A1,forgotten,7
5,Control,scene2,240,B1,remembered,7
5,Control,scene2,242,X4,remembered,7
