subid,group,run,TR,trialtype,recog,repetition
49,Control,scene3,8,X3,remembered,1
49,Control,scene3,12,A3,forgotten,1
49,Control,scene3,16,B3,forgotten,1
49,Control,scene3,18,A1,remembered,1
49,Control,scene3,20,B1,forgotten,1
49,Control,scene3,23,X2,remembered,1
49,Control,scene3,25,X4,forgotten,1
49,Control,scene3,27,X2,remembered,2
49,Control,scene3,29,A2,remembered,1
49,Control,scene3,32,B2,remembered,1
49,Control,scene3,36,X4,remembered,2
49,Control,scene3,39,A2,forgotten,2
49,Control,scene3,42,B2,remembered,2
49,Control,scene3,45,X6,remembered,1
49,Control,scene3,48,A1,remembered,2
49,Control,scene3,50,B1,forgotten,2
49,Control,scene3,53,X1,forgotten,1
49,Control,scene3,56,X4,remembered,3
49,Control,scene3,58,X3,remembered,2
49,Control,scene3,61,X5,forgotten,1
49,Control,scene3,65,X6,forgotten,2
49,Control,scene3,67,X5,forgotten,2
49,Control,scene3,70,X1,forgotten,2
49,Control,scene3,73,A3,forgotten,2
49,Control,scene3,76,B3,remembered,2
49,Control,scene3,79,A1,remembered,3
49,Control,scene3,83,B1,forgotten,3
49,Control,scene3,86,X1,forgotten,3
49,Control,scene3,89,A3,forgotten,3
49,Control,scene3,92,B3,remembered,3
49,Control,scene3,94,X5,forgotten,3
49,Control,scene3,96,X6,remembered,3
49,Control,scene3,99,X2,forgotten,3
49,Control,scene3,102,A3,remembered,4
49,Control,scene3,104,B3,remembered,4
49,Control,scene3,106,X6,remembered,4
49,Control,scene3,110,A2,remembered,3
49,Control,scene3,112,B2,forgotten,3
49,Control,scene3,115,X6,remembered,5
49,Control,scene3,119,X5,remembered,4
49,Control,scene3,121,A1,remembered,4
49,Control,scene3,123,B1,remembered,4
49,Control,scene3,126,X2,forgotten,4
49,Control,scene3,128,X3,forgotten,3
49,Control,scene3,131,A3,remembered,5
49,Control,scene3,133,B3,remembered,5
49,Control,scene3,137,X1,remembered,4
49,Control,scene3,140,A3,remembered,6
49,Control,scene3,143,B3,forgotten,6
49,Control,scene3,147,X3,remembered,4
49,Control,scene3,151,X5,remembered,5
49,Control,scene3,153,X3,forgotten,5
49,Control,scene3,157,A1,remembered,5
49,Control,scene3,160,B1,forgotten,5
49,Control,scene3,163,X3,forgotten,6
49,Control,scene3,166,A2,remembered,4
49,Control,scene3,168,B2,forgotten,4
49,Control,scene3,172,X4,remembered,4
49,Control,scene3,176,X2,remembered,5
49,Control,scene3,179,X4,forgotten,5
49,Control,scene3,181,A1,remembered,6
49,Control,scene3,184,B1,remembered,6
49,Control,scene3,187,X1,remembered,5
49,Control,scene3,189,A3,forgotten,7
49,Control,scene3,193,B3,forgotten,7
49,Control,scene3,195,A2,forgotten,5
49,Control,scene3,198,B2,forgotten,5
49,Control,scene3,200,X2,remembered,6
49,Control,scene3,203,A1,forgotten,7
49,Control,scene3,205,B1,forgotten,7
49,Control,scene3,207,X1,remembered,6
49,Control,scene3,211,A2,remembered,6
49,Control,scene3,213,B2,remembered,6
49,Control,scene3,216,X2,remembered,7
49,Control,scene3,218,X3,remembered,7
49,Control,scene3,220,A2,remembered,7
49,Control,scene3,222,B2,forgotten,7
49,Control,scene3,224,X4,remembered,6
49,Control,scene3,228,X6,remembered,6
49,Control,scene3,230,X4,remembered,7
49,Control,scene3,233,X5,forgotten,6
49,Control,scene3,237,X6,remembered,7
49,Control,scene3,239,X5,forgotten,7
49,Control,scene3,241,X1,forgotten,7
