subid,group,run,TR,trialtype,recog,repetition
30,Stress,scene4,8,A1,forgotten,1
30,Stress,scene4,10,B1,forgotten,1
30,Stress,scene4,12,X2,remembered,1
30,Stress,scene4,16,A3,remembered,1
30,Stress,scene4,19,B3,remembered,1
30,Stress,scene4,21,X5,forgotten,1
30,Stress,scene4,24,X3,forgotten,1
30,Stress,scene4,26,A1,forgotten,2
30,Stress,scene4,30,B1,forgotten,2
30,Stress,scene4,33,A3,forgotten,2
30,Stress,scene4,35,B3,forgotten,2
30,Stress,scene4,37,A1,forgotten,3
30,Stress,scene4,44,X5,remembered,2
30,Stress,scene4,50,B3,remembered,3
30,Stress,scene4,53,X1,forgotten,1
30,Stress,scene4,57,X6,forgotten,1
30,Stress,scene4,60,X2,remembered,2
30,Stress,scene4,62,X4,forgotten,1
30,Stress,scene4,65,X2,forgotten,3
30,Stress,scene4,68,X3,forgotten,2
30,Stress,scene4,71,X5,remembered,3
30,Stress,scene4,73,A1,remembered,4
30,Stress,scene4,76,B1,remembered,4
30,Stress,scene4,81,B2,remembered,1
30,Stress,scene4,83,X1,remembered,2
30,Stress,scene4,85,X4,remembered,2
30,Stress,scene4,88,A1,remembered,5
30,Stress,scene4,95,X5,remembered,4
30,Stress,scene4,103,X5,forgotten,5
30,Stress,scene4,106,A1,forgotten,6
30,Stress,scene4,109,B1,remembered,6
30,Stress,scene4,113,X6,remembered,2
30,Stress,scene4,115,A2,remembered,2
30,Stress,scene4,119,B2,forgotten,2
30,Stress,scene4,121,X2,forgotten,4
30,Stress,scene4,124,X4,remembered,3
30,Stress,scene4,126,X3,forgotten,4
30,Stress,scene4,130,X1,forgotten,3
30,Stress,scene4,132,X4,remembered,4
30,Stress,scene4,134,X6,remembered,3
30,Stress,scene4,137,X1,forgotten,4
30,Stress,scene4,140,X3,forgotten,5
30,Stress,scene4,143,X5,forgotten,6
30,Stress,scene4,145,A3,forgotten,4
30,Stress,scene4,148,B3,forgotten,4
30,Stress,scene4,150,X3,remembered,6
30,Stress,scene4,156,B2,remembered,3
30,Stress,scene4,160,X6,forgotten,4
30,Stress,scene4,162,X2,remembered,5
30,Stress,scene4,168,B3,forgotten,5
30,Stress,scene4,174,X2,remembered,6
30,Stress,scene4,178,X4,remembered,5
30,Stress,scene4,186,X4,remembered,6
30,Stress,scene4,190,X1,remembered,5
30,Stress,scene4,192,X2,remembered,7
30,Stress,scene4,195,A3,forgotten,6
30,Stress,scene4,199,A2,forgotten,5
30,Stress,scene4,205,X6,remembered,6
30,Stress,scene4,213,A2,remembered,6
30,Stress,scene4,216,B2,remembered,6
30,Stress,scene4,219,A1,forgotten,7
30,Stress,scene4,221,B1,forgotten,7
30,Stress,scene4,223,X1,remembered,7
30,Stress,scene4,227,X4,forgotten,7
30,Stress,scene4,231,A2,remembered,7
30,Stress,scene4,233,B2,remembered,7
30,Stress,scene4,240,A3,remembered,7
30,Stress,scene4,243,B3,remembered,7
