subid,group,run,TR,trialtype,recog,repetition
24,Stress,scene4,8,A3,forgotten,1
24,Stress,scene4,11,B3,forgotten,1
24,Stress,scene4,15,X1,remembered,1
24,Stress,scene4,18,A1,remembered,1
24,Stress,scene4,21,B1,remembered,1
24,Stress,scene4,24,A3,remembered,2
24,Stress,scene4,27,B3,forgotten,2
24,Stress,scene4,30,X6,forgotten,1
24,Stress,scene4,32,X4,forgotten,1
24,Stress,scene4,34,X3,remembered,1
24,Stress,scene4,36,A1,remembered,2
24,Stress,scene4,40,B1,forgotten,2
24,Stress,scene4,44,X1,remembered,2
24,Stress,scene4,46,X5,forgotten,1
24,Stress,scene4,50,A2,remembered,1
24,Stress,scene4,53,B2,forgotten,1
24,Stress,scene4,56,X1,remembered,3
24,Stress,scene4,58,A2,remembered,2
24,Stress,scene4,60,B2,remembered,2
24,Stress,scene4,63,X4,remembered,2
24,Stress,scene4,67,X6,forgotten,2
24,Stress,scene4,70,X5,remembered,2
24,Stress,scene4,72,X2,forgotten,1
24,Stress,scene4,74,X5,forgotten,3
24,Stress,scene4,76,A2,forgotten,3
24,Stress,scene4,78,B2,remembered,3
24,Stress,scene4,80,X3,forgotten,2
24,Stress,scene4,83,A2,forgotten,4
24,Stress,scene4,86,B2,forgotten,4
24,Stress,scene4,88,X4,forgotten,3
24,Stress,scene4,91,X1,remembered,4
24,Stress,scene4,95,X4,remembered,4
24,Stress,scene4,97,X6,remembered,3
24,Stress,scene4,101,X2,remembered,2
24,Stress,scene4,104,A3,remembered,3
24,Stress,scene4,107,B3,remembered,3
24,Stress,scene4,110,X2,forgotten,3
24,Stress,scene4,112,X5,remembered,4
24,Stress,scene4,115,X3,remembered,3
24,Stress,scene4,118,X2,forgotten,4
24,Stress,scene4,121,A1,remembered,3
24,Stress,scene4,124,B1,remembered,3
24,Stress,scene4,127,X4,remembered,5
24,Stress,scene4,131,X3,remembered,4
24,Stress,scene4,133,X1,forgotten,5
24,Stress,scene4,135,A3,forgotten,4
24,Stress,scene4,138,B3,remembered,4
24,Stress,scene4,141,X3,remembered,5
24,Stress,scene4,143,X2,remembered,5
24,Stress,scene4,146,A3,remembered,5
24,Stress,scene4,149,B3,forgotten,5
24,Stress,scene4,153,X2,remembered,6
24,Stress,scene4,155,X6,forgotten,4
24,Stress,scene4,159,A1,remembered,4
24,Stress,scene4,163,B1,remembered,4
24,Stress,scene4,165,X6,forgotten,5
24,Stress,scene4,169,X1,remembered,6
24,Stress,scene4,172,A2,remembered,5
24,Stress,scene4,176,B2,remembered,5
24,Stress,scene4,180,A1,forgotten,5
24,Stress,scene4,182,B1,remembered,5
24,Stress,scene4,184,X5,forgotten,5
24,Stress,scene4,187,X4,remembered,6
24,Stress,scene4,191,A1,forgotten,6
24,Stress,scene4,194,B1,forgotten,6
24,Stress,scene4,197,X4,remembered,7
24,Stress,scene4,199,A3,remembered,6
24,Stress,scene4,202,B3,forgotten,6
24,Stress,scene4,204,X5,remembered,6
24,Stress,scene4,206,X6,remembered,6
24,Stress,scene4,210,A2,forgotten,6
24,Stress,scene4,214,B2,remembered,6
24,Stress,scene4,217,A1,remembered,7
24,Stress,scene4,219,B1,forgotten,7
24,Stress,scene4,222,A2,forgotten,7
24,Stress,scene4,224,B2,forgotten,7
24,Stress,scene4,226,A3,forgotten,7
24,Stress,scene4,230,B3,forgotten,7
24,Stress,scene4,232,X1,forgotten,7
24,Stress,scene4,234,X2,forgotten,7
24,Stress,scene4,236,X3,forgotten,6
24,Stress,scene4,239,X6,remembered,7
24,Stress,scene4,241,X3,remembered,7
24,Stress,scene4,243,X5,forgotten,7
