subid,group,run,TR,trialtype,recog,repetition
4,Stress,scene4,8,X5,remembered,1
4,Stress,scene4,10,X4,forgotten,1
4,Stress,scene4,13,X1,forgotten,1
4,Stress,scene4,16,A1,forgotten,1
4,Stress,scene4,20,B1,forgotten,1
4,Stress,scene4,22,A2,forgotten,1
4,Stress,scene4,26,B2,forgotten,1
4,Stress,scene4,29,X3,remembered,1
4,Stress,scene4,32,X6,remembered,1
4,Stress,scene4,34,X2,forgotten,1
4,Stress,scene4,37,X4,forgotten,2
4,Stress,scene4,40,A2,remembered,2
4,Stress,scene4,44,B2,remembered,2
4,Stress,scene4,48,X6,remembered,2
4,Stress,scene4,52,X5,remembered,2
4,Stress,scene4,55,X2,remembered,2
4,Stress,scene4,57,X4,remembered,3
4,Stress,scene4,60,A3,forgotten,1
4,Stress,scene4,62,B3,remembered,1
4,Stress,scene4,64,A2,forgotten,3
4,Stress,scene4,66,B2,forgotten,3
4,Stress,scene4,70,A3,remembered,2
4,Stress,scene4,74,B3,forgotten,2
4,Stress,scene4,76,X5,remembered,3
4,Stress,scene4,79,X3,forgotten,2
4,Stress,scene4,82,A3,remembered,3
4,Stress,scene4,86,B3,forgotten,3
4,Stress,scene4,89,X1,forgotten,2
4,Stress,scene4,92,X2,forgotten,3
4,Stress,scene4,96,A1,remembered,2
4,Stress,scene4,99,B1,remembered,2
4,Stress,scene4,101,X2,forgotten,4
4,Stress,scene4,104,X4,forgotten,4
4,Stress,scene4,108,X1,forgotten,3
4,Stress,scene4,110,A3,remembered,4
4,Stress,scene4,112,B3,forgotten,4
4,Stress,scene4,114,X4,remembered,5
4,Stress,scene4,116,X3,remembered,3
4,Stress,scene4,118,A3,remembered,5
4,Stress,scene4,122,B3,remembered,5
4,Stress,scene4,125,X3,forgotten,4
4,Stress,scene4,127,A1,forgotten,3
4,Stress,scene4,130,B1,remembered,3
4,Stress,scene4,133,X6,forgotten,3
4,Stress,scene4,137,A1,remembered,4
4,Stress,scene4,140,B1,forgotten,4
4,Stress,scene4,143,X5,remembered,4
4,Stress,scene4,146,X1,forgotten,4
4,Stress,scene4,149,X6,forgotten,4
4,Stress,scene4,153,A3,remembered,6
4,Stress,scene4,155,B3,remembered,6
4,Stress,scene4,157,X6,remembered,5
4,Stress,scene4,161,X5,remembered,5
4,Stress,scene4,164,X3,forgotten,5
4,Stress,scene4,168,X4,forgotten,6
4,Stress,scene4,170,A3,remembered,7
4,Stress,scene4,173,B3,remembered,7
4,Stress,scene4,177,A1,forgotten,5
4,Stress,scene4,180,B1,forgotten,5
4,Stress,scene4,182,X5,forgotten,6
4,Stress,scene4,184,X4,forgotten,7
4,Stress,scene4,186,X6,forgotten,6
4,Stress,scene4,189,A2,remembered,4
4,Stress,scene4,192,B2,forgotten,4
4,Stress,scene4,196,A1,remembered,6
4,Stress,scene4,198,B1,forgotten,6
4,Stress,scene4,200,X1,forgotten,5
4,Stress,scene4,203,X2,forgotten,5
4,Stress,scene4,205,X3,forgotten,6
4,Stress,scene4,207,X1,forgotten,6
4,Stress,scene4,211,X2,forgotten,6
4,Stress,scene4,213,X6,remembered,7
4,Stress,scene4,216,A2,forgotten,5
4,Stress,scene4,218,B2,forgotten,5
4,Stress,scene4,221,X2,forgotten,7
4,Stress,scene4,223,A2,forgotten,6
4,Stress,scene4,225,B2,forgotten,6
4,Stress,scene4,227,X3,forgotten,7
4,Stress,scene4,230,A2,remembered,7
4,Stress,scene4,233,B2,forgotten,7
4,Stress,scene4,235,A1,forgotten,7
4,Stress,scene4,238,B1,forgotten,7
4,Stress,scene4,240,X5,remembered,7
4,Stress,scene4,243,X1,remembered,7
