subid,group,run,TR,trialtype,recog,repetition
103,Stress,scene2,8,X3,forgotten,1
103,Stress,scene2,10,X4,forgotten,1
103,Stress,scene2,12,A1,remembered,1
103,Stress,scene2,15,B1,remembered,1
103,Stress,scene2,17,X4,forgotten,2
103,Stress,scene2,20,A2,remembered,1
103,Stress,scene2,23,B2,forgotten,1
103,Stress,scene2,25,X3,forgotten,2
103,Stress,scene2,29,A2,remembered,2
103,Stress,scene2,32,B2,forgotten,2
103,Stress,scene2,34,A3,remembered,1
103,Stress,scene2,37,B3,forgotten,1
103,Stress,scene2,41,X2,forgotten,1
103,Stress,scene2,43,X1,forgotten,1
103,Stress,scene2,46,X2,remembered,2
103,Stress,scene2,50,X3,remembered,3
103,Stress,scene2,52,A2,forgotten,3
103,Stress,scene2,56,B2,forgotten,3
103,Stress,scene2,59,X4,forgotten,3
103,Stress,scene2,62,X6,forgotten,1
103,Stress,scene2,64,X5,remembered,1
103,Stress,scene2,67,A2,remembered,4
103,Stress,scene2,70,B2,forgotten,4
103,Stress,scene2,72,X6,remembered,2
103,Stress,scene2,76,A1,remembered,2
103,Stress,scene2,78,B1,remembered,2
103,Stress,scene2,82,X3,remembered,4
103,Stress,scene2,86,A1,forgotten,3
103,Stress,scene2,88,B1,remembered,3
103,Stress,scene2,92,X5,forgotten,2
103,Stress,scene2,95,X4,forgotten,4
103,Stress,scene2,99,X6,remembered,3
103,Stress,scene2,102,X1,forgotten,2
103,Stress,scene2,106,X2,remembered,3
103,Stress,scene2,108,X1,remembered,3
103,Stress,scene2,111,X5,remembered,3
103,Stress,scene2,114,X4,remembered,5
103,Stress,scene2,118,X1,forgotten,4
103,Stress,scene2,121,X5,remembered,4
103,Stress,scene2,124,A3,remembered,2
103,Stress,scene2,127,B3,forgotten,2
103,Stress,scene2,129,X2,forgotten,4
103,Stress,scene2,131,A3,forgotten,3
103,Stress,scene2,135,B3,forgotten,3
103,Stress,scene2,137,X5,remembered,5
103,Stress,scene2,139,X3,forgotten,5
103,Stress,scene2,142,X1,remembered,5
103,Stress,scene2,145,X6,forgotten,4
103,Stress,scene2,147,A3,forgotten,4
103,Stress,scene2,149,B3,remembered,4
103,Stress,scene2,152,X2,forgotten,5
103,Stress,scene2,154,X5,remembered,6
103,Stress,scene2,156,A2,remembered,5
103,Stress,scene2,158,B2,forgotten,5
103,Stress,scene2,160,X2,forgotten,6
103,Stress,scene2,163,X6,forgotten,5
103,Stress,scene2,167,A3,forgotten,5
103,Stress,scene2,169,B3,forgotten,5
103,Stress,scene2,171,A2,forgotten,6
103,Stress,scene2,173,B2,forgotten,6
103,Stress,scene2,176,X1,forgotten,6
103,Stress,scene2,178,X6,forgotten,6
103,Stress,scene2,181,X3,forgotten,6
103,Stress,scene2,183,X2,remembered,7
103,Stress,scene2,186,A1,forgotten,4
103,Stress,scene2,188,B1,remembered,4
103,Stress,scene2,191,A3,forgotten,6
103,Stress,scene2,193,B3,forgotten,6
103,Stress,scene2,196,A1,forgotten,5
103,Stress,scene2,200,B1,remembered,5
103,Stress,scene2,203,X5,forgotten,7
103,Stress,scene2,205,X1,forgotten,7
103,Stress,scene2,208,X3,remembered,7
103,Stress,scene2,211,X6,forgotten,7
103,Stress,scene2,213,A1,remembered,6
103,Stress,scene2,216,B1,forgotten,6
103,Stress,scene2,218,A2,forgotten,7
103,Stress,scene2,221,B2,forgotten,7
103,Stress,scene2,225,X4,forgotten,6
103,Stress,scene2,229,A1,remembered,7
103,Stress,scene2,232,B1,remembered,7
103,Stress,scene2,236,X4,remembered,7
103,Stress,scene2,240,A3,remembered,7
103,Stress,scene2,242,B3,remembered,7
