subid,group,run,TR,trialtype,recog,repetition
72,Stress,scene2,8,A2,remembered,1
72,Stress,scene2,11,B2,forgotten,1
72,Stress,scene2,13,X3,forgotten,1
72,Stress,scene2,15,A2,remembered,2
72,Stress,scene2,17,B2,remembered,2
72,Stress,scene2,19,X4,remembered,1
72,Stress,scene2,23,X5,forgotten,1
72,Stress,scene2,27,X1,remembered,1
72,Stress,scene2,29,X5,remembered,2
72,Stress,scene2,33,X2,forgotten,1
72,Stress,scene2,37,X6,remembered,1
72,Stress,scene2,40,X1,remembered,2
72,Stress,scene2,42,X3,forgotten,2
72,Stress,scene2,45,X6,remembered,2
72,Stress,scene2,49,X4,remembered,2
72,Stress,scene2,53,X2,forgotten,2
72,Stress,scene2,55,A2,remembered,3
72,Stress,scene2,57,B2,forgotten,3
72,Stress,scene2,59,X6,remembered,3
72,Stress,scene2,61,A1,remembered,1
72,Stress,scene2,63,B1,forgotten,1
72,Stress,scene2,65,X3,remembered,3
72,Stress,scene2,68,X5,remembered,3
72,Stress,scene2,71,X2,forgotten,3
72,Stress,scene2,74,X1,remembered,3
72,Stress,scene2,77,X3,remembered,4
72,Stress,scene2,79,X1,remembered,4
72,Stress,scene2,82,X5,forgotten,4
72,Stress,scene2,85,X4,remembered,3
72,Stress,scene2,89,X1,remembered,5
72,Stress,scene2,92,A3,forgotten,1
72,Stress,scene2,94,B3,forgotten,1
72,Stress,scene2,97,A1,remembered,2
72,Stress,scene2,101,B1,forgotten,2
72,Stress,scene2,104,X6,remembered,4
72,Stress,scene2,106,A3,remembered,2
72,Stress,scene2,108,B3,forgotten,2
72,Stress,scene2,111,X3,remembered,5
72,Stress,scene2,115,X4,forgotten,4
72,Stress,scene2,118,A3,remembered,3
72,Stress,scene2,122,B3,remembered,3
72,Stress,scene2,125,X5,forgotten,5
72,Stress,scene2,128,A3,forgotten,4
72,Stress,scene2,130,B3,forgotten,4
72,Stress,scene2,134,X2,remembered,4
72,Stress,scene2,137,A3,remembered,5
72,Stress,scene2,141,B3,remembered,5
72,Stress,scene2,144,X5,forgotten,6
72,Stress,scene2,146,A1,remembered,3
72,Stress,scene2,149,B1,remembered,3
72,Stress,scene2,151,X4,remembered,5
72,Stress,scene2,153,A1,remembered,4
72,Stress,scene2,155,B1,forgotten,4
72,Stress,scene2,158,A2,forgotten,4
72,Stress,scene2,162,B2,remembered,4
72,Stress,scene2,165,A1,remembered,5
72,Stress,scene2,168,B1,forgotten,5
72,Stress,scene2,171,X6,remembered,5
72,Stress,scene2,174,X1,remembered,6
72,Stress,scene2,177,X4,remembered,6
72,Stress,scene2,180,X3,remembered,6
72,Stress,scene2,182,X1,forgotten,7
72,Stress,scene2,184,X2,forgotten,5
72,Stress,scene2,187,A3,remembered,6
72,Stress,scene2,189,B3,remembered,6
72,Stress,scene2,191,A2,forgotten,5
72,Stress,scene2,195,B2,remembered,5
72,Stress,scene2,198,X3,forgotten,7
72,Stress,scene2,201,X2,forgotten,6
72,Stress,scene2,205,A2,remembered,6
72,Stress,scene2,207,B2,remembered,6
72,Stress,scene2,209,A3,remembered,7
72,Stress,scene2,212,B3,remembered,7
72,Stress,scene2,216,X6,remembered,6
72,Stress,scene2,220,A2,forgotten,7
72,Stress,scene2,223,B2,remembered,7
72,Stress,scene2,227,A1,remembered,6
72,Stress,scene2,229,B1,remembered,6
72,Stress,scene2,232,X5,forgotten,7
72,Stress,scene2,234,A1,remembered,7
72,Stress,scene2,236,B1,forgotten,7
72,Stress,scene2,238,X6,forgotten,7
72,Stress,scene2,240,X2,remembered,7
72,Stress,scene2,242,X4,forgotten,7
