subid,group,run,TR,trialtype,recog,repetition
82,Control,scene4,8,X3,forgotten,1
82,Control,scene4,11,X2,forgotten,1
82,Control,scene4,15,A2,forgotten,1
82,Control,scene4,17,B2,forgotten,1
82,Control,scene4,20,X4,remembered,1
82,Control,scene4,24,X5,forgotten,1
82,Control,scene4,28,X3,forgotten,2
82,Control,scene4,31,A1,remembered,1
82,Control,scene4,33,B1,forgotten,1
82,Control,scene4,36,X3,forgotten,3
82,Control,scene4,39,X2,forgotten,2
82,Control,scene4,41,X5,remembered,2
82,Control,scene4,43,X3,forgotten,4
82,Control,scene4,45,A3,forgotten,1
82,Control,scene4,48,B3,forgotten,1
82,Control,scene4,51,X2,remembered,3
82,Control,scene4,53,X4,forgotten,2
82,Control,scene4,55,X1,forgotten,1
82,Control,scene4,57,X2,forgotten,4
82,Control,scene4,59,A2,remembered,2
82,Control,scene4,62,B2,forgotten,2
82,Control,scene4,66,X1,remembered,2
82,Control,scene4,69,A3,forgotten,2
82,Control,scene4,73,B3,forgotten,2
82,Control,scene4,77,X3,forgotten,5
82,Control,scene4,81,A3,forgotten,3
82,Control,scene4,84,B3,forgotten,3
82,Control,scene4,88,X2,forgotten,5
82,Control,scene4,92,X4,forgotten,3
82,Control,scene4,94,A1,forgotten,2
82,Control,scene4,98,B1,forgotten,2
82,Control,scene4,102,X6,forgotten,1
82,Control,scene4,106,X2,forgotten,6
82,Control,scene4,108,A2,remembered,3
82,Control,scene4,111,B2,forgotten,3
82,Control,scene4,114,X5,forgotten,3
82,Control,scene4,117,A3,forgotten,4
82,Control,scene4,119,B3,forgotten,4
82,Control,scene4,123,X2,forgotten,7
82,Control,scene4,127,X6,forgotten,2
82,Control,scene4,129,X1,forgotten,3
82,Control,scene4,133,X5,forgotten,4
82,Control,scene4,135,A2,forgotten,4
82,Control,scene4,137,B2,forgotten,4
82,Control,scene4,140,X1,forgotten,4
82,Control,scene4,142,A2,forgotten,5
82,Control,scene4,144,B2,forgotten,5
82,Control,scene4,147,X6,forgotten,3
82,Control,scene4,149,X4,forgotten,4
82,Control,scene4,153,X5,forgotten,5
82,Control,scene4,158,A1,forgotten,3
82,Control,scene4,161,B1,forgotten,3
82,Control,scene4,164,X4,forgotten,5
82,Control,scene4,166,X1,remembered,6
82,Control,scene4,169,A1,forgotten,4
82,Control,scene4,171,B1,forgotten,4
82,Control,scene4,174,X1,forgotten,7
82,Control,scene4,177,X6,forgotten,4
82,Control,scene4,179,A3,forgotten,5
82,Control,scene4,181,B3,forgotten,5
82,Control,scene4,184,A1,forgotten,5
82,Control,scene4,186,B1,forgotten,5
82,Control,scene4,188,A2,forgotten,6
82,Control,scene4,190,B2,forgotten,6
82,Control,scene4,193,X5,forgotten,6
82,Control,scene4,196,X6,forgotten,5
82,Control,scene4,198,A2,forgotten,7
82,Control,scene4,202,B2,forgotten,7
82,Control,scene4,205,A1,remembered,6
82,Control,scene4,208,B1,forgotten,6
82,Control,scene4,215,X3,forgotten,6
82,Control,scene4,218,A3,remembered,6
82,Control,scene4,220,B3,remembered,6
82,Control,scene4,222,A1,forgotten,7
82,Control,scene4,224,B1,remembered,7
82,Control,scene4,227,A3,forgotten,7
82,Control,scene4,230,B3,forgotten,7
82,Control,scene4,233,X6,forgotten,7
82,Control,scene4,236,X4,forgotten,7
82,Control,scene4,238,X3,forgotten,7
82,Control,scene4,241,X5,forgotten,7
