subid,group,run,TR,trialtype,recog,repetition
8,Control,scene3,8,A2,remembered,1
8,Control,scene3,11,B2,forgotten,1
8,Control,scene3,13,X6,remembered,1
8,Control,scene3,16,X3,remembered,1
8,Control,scene3,20,X2,remembered,1
8,Control,scene3,24,X6,remembered,2
8,Control,scene3,27,X4,remembered,1
8,Control,scene3,29,X5,remembered,1
8,Control,scene3,33,X4,forgotten,2
8,Control,scene3,35,A1,remembered,1
8,Control,scene3,37,B1,forgotten,1
8,Control,scene3,39,X4,remembered,3
8,Control,scene3,41,X2,remembered,2
8,Control,scene3,44,X3,remembered,2
8,Control,scene3,46,X5,remembered,2
8,Control,scene3,49,A3,remembered,1
8,Control,scene3,53,B3,remembered,1
8,Control,scene3,56,X6,remembered,3
8,Control,scene3,60,A2,remembered,2
8,Control,scene3,62,B2,remembered,2
8,Control,scene3,64,A1,remembered,2
8,Control,scene3,67,B1,forgotten,2
8,Control,scene3,70,A3,forgotten,2
8,Control,scene3,73,B3,remembered,2
8,Control,scene3,75,A1,remembered,3
8,Control,scene3,78,B1,remembered,3
8,Control,scene3,80,X2,remembered,3
8,Control,scene3,84,X5,remembered,3
8,Control,scene3,87,X1,forgotten,1
8,Control,scene3,90,A2,forgotten,3
8,Control,scene3,93,B2,remembered,3
8,Control,scene3,96,X3,forgotten,3
8,Control,scene3,98,X5,remembered,4
8,Control,scene3,101,A2,forgotten,4
8,Control,scene3,105,B2,remembered,4
8,Control,scene3,108,A3,remembered,3
8,Control,scene3,111,B3,remembered,3
8,Control,scene3,114,X2,forgotten,4
8,Control,scene3,117,A1,remembered,4
8,Control,scene3,119,B1,forgotten,4
8,Control,scene3,121,X6,remembered,4
8,Control,scene3,125,X1,remembered,2
8,Control,scene3,127,X2,remembered,5
8,Control,scene3,129,A3,remembered,4
8,Control,scene3,133,B3,remembered,4
8,Control,scene3,135,X4,remembered,4
8,Control,scene3,138,X2,remembered,6
8,Control,scene3,142,X1,forgotten,3
8,Control,scene3,144,X5,remembered,5
8,Control,scene3,148,X3,remembered,4
8,Control,scene3,150,X6,remembered,5
8,Control,scene3,152,A2,forgotten,5
8,Control,scene3,154,B2,remembered,5
8,Control,scene3,157,A1,remembered,5
8,Control,scene3,160,B1,forgotten,5
8,Control,scene3,163,X6,remembered,6
8,Control,scene3,167,X1,remembered,4
8,Control,scene3,170,A3,forgotten,5
8,Control,scene3,173,B3,forgotten,5
8,Control,scene3,177,X5,remembered,6
8,Control,scene3,180,X4,remembered,5
8,Control,scene3,182,A1,remembered,6
8,Control,scene3,185,B1,remembered,6
8,Control,scene3,187,X3,forgotten,5
8,Control,scene3,189,X1,remembered,5
8,Control,scene3,191,A1,forgotten,7
8,Control,scene3,194,B1,forgotten,7
8,Control,scene3,196,X4,remembered,6
8,Control,scene3,200,A2,remembered,6
8,Control,scene3,202,B2,forgotten,6
8,Control,scene3,206,X4,remembered,7
8,Control,scene3,210,A3,forgotten,6
8,Control,scene3,212,B3,remembered,6
8,Control,scene3,216,A2,remembered,7
8,Control,scene3,219,B2,remembered,7
8,Control,scene3,222,X5,remembered,7
8,Control,scene3,224,X3,remembered,6
8,Control,scene3,227,X1,remembered,6
8,Control,scene3,229,A3,forgotten,7
8,Control,scene3,231,B3,forgotten,7
8,Control,scene3,234,X3,remembered,7
8,Control,scene3,236,X2,forgotten,7
8,Control,scene3,239,X1,forgotten,7
8,Control,scene3,243,X6,remembered,7
