subid,group,run,TR,trialtype,recog,repetition
86,Control,scene2,8,A3,forgotten,1
86,Control,scene2,10,B3,remembered,1
86,Control,scene2,12,X3,remembered,1
86,Control,scene2,15,A2,remembered,1
86,Control,scene2,19,B2,remembered,1
86,Control,scene2,22,X1,forgotten,1
86,Control,scene2,24,X2,forgotten,1
86,Control,scene2,26,X4,remembered,1
86,Control,scene2,28,A2,remembered,2
86,Control,scene2,30,B2,remembered,2
86,Control,scene2,32,A1,remembered,1
86,Control,scene2,36,B1,remembered,1
86,Control,scene2,39,X5,remembered,1
86,Control,scene2,41,X6,forgotten,1
86,Control,scene2,44,X4,remembered,2
86,Control,scene2,48,X3,remembered,2
86,Control,scene2,50,A3,forgotten,2
86,Control,scene2,54,B3,forgotten,2
86,Control,scene2,57,X6,remembered,2
86,Control,scene2,59,A3,remembered,3
86,Control,scene2,63,B3,remembered,3
86,Control,scene2,66,X1,remembered,2
86,Control,scene2,70,A2,remembered,3
86,Control,scene2,73,B2,forgotten,3
86,Control,scene2,76,A1,forgotten,2
86,Control,scene2,80,B1,forgotten,2
86,Control,scene2,84,X2,remembered,2
86,Control,scene2,86,X3,forgotten,3
86,Control,scene2,88,X6,remembered,3
86,Control,scene2,91,A1,remembered,3
86,Control,scene2,94,B1,forgotten,3
86,Control,scene2,98,X5,remembered,2
86,Control,scene2,101,X2,remembered,3
86,Control,scene2,103,X4,forgotten,3
86,Control,scene2,105,X3,remembered,4
86,Control,scene2,109,X1,remembered,3
86,Control,scene2,112,X4,forgotten,4
86,Control,scene2,114,A3,remembered,4
86,Control,scene2,116,B3,remembered,4
86,Control,scene2,119,X2,remembered,4
86,Control,scene2,122,X5,remembered,3
86,Control,scene2,124,X4,remembered,5
86,Control,scene2,127,A3,remembered,5
86,Control,scene2,131,B3,remembered,5
86,Control,scene2,135,X3,remembered,5
86,Control,scene2,138,X6,remembered,4
86,Control,scene2,141,X2,forgotten,5
86,Control,scene2,143,A1,remembered,4
86,Control,scene2,145,B1,remembered,4
86,Control,scene2,149,A2,remembered,4
86,Control,scene2,151,B2,remembered,4
86,Control,scene2,155,X2,forgotten,6
86,Control,scene2,157,X5,remembered,4
86,Control,scene2,160,A1,remembered,5
86,Control,scene2,162,B1,remembered,5
86,Control,scene2,166,X1,remembered,4
86,Control,scene2,169,X5,remembered,5
86,Control,scene2,171,A3,remembered,6
86,Control,scene2,174,B3,forgotten,6
86,Control,scene2,177,X4,remembered,6
86,Control,scene2,179,A1,remembered,6
86,Control,scene2,182,B1,forgotten,6
86,Control,scene2,184,X6,forgotten,5
86,Control,scene2,187,X1,forgotten,5
86,Control,scene2,190,X4,remembered,7
86,Control,scene2,192,X6,remembered,6
86,Control,scene2,194,A2,forgotten,5
86,Control,scene2,197,B2,remembered,5
86,Control,scene2,200,A3,forgotten,7
86,Control,scene2,203,B3,remembered,7
86,Control,scene2,206,X5,remembered,6
86,Control,scene2,208,X2,forgotten,7
86,Control,scene2,211,X1,remembered,6
86,Control,scene2,213,A1,forgotten,7
86,Control,scene2,216,B1,remembered,7
86,Control,scene2,220,A2,remembered,6
86,Control,scene2,222,B2,remembered,6
86,Control,scene2,224,X3,forgotten,6
86,Control,scene2,227,X1,forgotten,7
86,Control,scene2,230,A2,remembered,7
86,Control,scene2,234,B2,remembered,7
86,Control,scene2,237,X6,remembered,7
86,Control,scene2,241,X3,remembered,7
86,Control,scene2,243,X5,remembered,7
