subid,group,run,TR,trialtype,recog,repetition
64,Control,scene3,8,X4,forgotten,1
64,Control,scene3,10,X3,remembered,1
64,Control,scene3,13,X6,remembered,1
64,Control,scene3,15,X2,forgotten,1
64,Control,scene3,18,X4,remembered,2
64,Control,scene3,20,X2,forgotten,2
64,Control,scene3,23,A2,forgotten,1
64,Control,scene3,25,B2,remembered,1
64,Control,scene3,28,X5,forgotten,1
64,Control,scene3,31,A3,remembered,1
64,Control,scene3,34,B3,remembered,1
64,Control,scene3,36,X3,forgotten,2
64,Control,scene3,40,X5,forgotten,2
64,Control,scene3,43,A3,remembered,2
64,Control,scene3,46,B3,remembered,2
64,Control,scene3,48,A1,remembered,1
64,Control,scene3,50,B1,forgotten,1
64,Control,scene3,52,X3,forgotten,3
64,Control,scene3,54,A1,remembered,2
64,Control,scene3,58,B1,remembered,2
64,Control,scene3,62,X5,remembered,3
64,Control,scene3,64,X2,forgotten,3
64,Control,scene3,67,X1,forgotten,1
64,Control,scene3,71,A2,forgotten,2
64,Control,scene3,74,B2,forgotten,2
64,Control,scene3,76,X2,remembered,4
64,Control,scene3,80,X6,remembered,2
64,Control,scene3,83,A2,forgotten,3
64,Control,scene3,87,B2,remembered,3
64,Control,scene3,89,X3,remembered,4
64,Control,scene3,91,X5,remembered,4
64,Control,scene3,95,A3,remembered,3
64,Control,scene3,97,B3,forgotten,3
64,Control,scene3,101,X1,forgotten,2
64,Control,scene3,103,X4,forgotten,3
64,Control,scene3,107,X3,remembered,5
64,Control,scene3,110,X6,remembered,3
64,Control,scene3,113,X5,remembered,5
64,Control,scene3,116,X3,remembered,6
64,Control,scene3,119,X1,remembered,3
64,Control,scene3,121,A3,remembered,4
64,Control,scene3,123,B3,forgotten,4
64,Control,scene3,125,X1,remembered,4
64,Control,scene3,128,X6,forgotten,4
64,Control,scene3,130,A1,remembered,3
64,Control,scene3,134,B1,remembered,3
64,Control,scene3,136,X5,remembered,6
64,Control,scene3,140,A2,remembered,4
64,Control,scene3,142,B2,remembered,4
64,Control,scene3,146,X1,forgotten,5
64,Control,scene3,149,A2,remembered,5
64,Control,scene3,152,B2,remembered,5
64,Control,scene3,154,A1,remembered,4
64,Control,scene3,157,B1,forgotten,4
64,Control,scene3,161,A2,forgotten,6
64,Control,scene3,163,B2,forgotten,6
64,Control,scene3,165,X5,remembered,7
64,Control,scene3,168,A1,forgotten,5
64,Control,scene3,170,B1,forgotten,5
64,Control,scene3,172,X1,remembered,6
64,Control,scene3,176,A3,remembered,5
64,Control,scene3,179,B3,remembered,5
64,Control,scene3,182,X3,remembered,7
64,Control,scene3,185,X6,remembered,5
64,Control,scene3,187,X2,forgotten,5
64,Control,scene3,190,A1,remembered,6
64,Control,scene3,193,B1,remembered,6
64,Control,scene3,196,X4,forgotten,4
64,Control,scene3,199,X2,remembered,6
64,Control,scene3,202,A1,remembered,7
64,Control,scene3,205,B1,remembered,7
64,Control,scene3,209,A3,forgotten,6
64,Control,scene3,211,B3,forgotten,6
64,Control,scene3,215,X2,forgotten,7
64,Control,scene3,218,X1,forgotten,7
64,Control,scene3,220,X4,remembered,5
64,Control,scene3,222,A2,forgotten,7
64,Control,scene3,226,B2,remembered,7
64,Control,scene3,230,X4,remembered,6
64,Control,scene3,232,X6,remembered,6
64,Control,scene3,235,X4,forgotten,7
64,Control,scene3,238,A3,remembered,7
64,Control,scene3,240,B3,forgotten,7
64,Control,scene3,243,X6,forgotten,7
