subid,group,run,TR,trialtype,recog,repetition
55,Stress,scene3,8,A2,forgotten,1
55,Stress,scene3,11,B2,forgotten,1
55,Stress,scene3,13,A1,forgotten,1
55,Stress,scene3,15,B1,forgotten,1
55,Stress,scene3,18,X5,remembered,1
55,Stress,scene3,20,A3,forgotten,1
55,Stress,scene3,23,B3,remembered,1
55,Stress,scene3,26,X3,remembered,1
55,Stress,scene3,29,X4,remembered,1
55,Stress,scene3,32,A2,remembered,2
55,Stress,scene3,35,B2,remembered,2
55,Stress,scene3,37,A3,forgotten,2
55,Stress,scene3,41,B3,remembered,2
55,Stress,scene3,45,A2,forgotten,3
55,Stress,scene3,47,B2,forgotten,3
55,Stress,scene3,49,A1,forgotten,2
55,Stress,scene3,51,B1,forgotten,2
55,Stress,scene3,53,X6,remembered,1
55,Stress,scene3,57,X5,forgotten,2
55,Stress,scene3,60,X1,remembered,1
55,Stress,scene3,64,X5,forgotten,3
55,Stress,scene3,68,A2,remembered,4
55,Stress,scene3,70,B2,remembered,4
55,Stress,scene3,74,X6,remembered,2
55,Stress,scene3,76,X2,remembered,1
55,Stress,scene3,78,X3,forgotten,2
55,Stress,scene3,80,A3,forgotten,3
55,Stress,scene3,82,B3,forgotten,3
55,Stress,scene3,84,X2,forgotten,2
55,Stress,scene3,86,A1,forgotten,3
55,Stress,scene3,89,B1,remembered,3
55,Stress,scene3,91,X1,forgotten,2
55,Stress,scene3,93,A1,forgotten,4
55,Stress,scene3,96,B1,forgotten,4
55,Stress,scene3,98,A3,remembered,4
55,Stress,scene3,101,B3,forgotten,4
55,Stress,scene3,103,X1,forgotten,3
55,Stress,scene3,107,X5,forgotten,4
55,Stress,scene3,110,A3,forgotten,5
55,Stress,scene3,113,B3,forgotten,5
55,Stress,scene3,116,X4,remembered,2
55,Stress,scene3,119,A2,forgotten,5
55,Stress,scene3,123,B2,forgotten,5
55,Stress,scene3,125,X1,forgotten,4
55,Stress,scene3,128,X3,forgotten,3
55,Stress,scene3,130,A3,forgotten,6
55,Stress,scene3,134,B3,forgotten,6
55,Stress,scene3,137,X2,forgotten,3
55,Stress,scene3,140,X4,forgotten,3
55,Stress,scene3,144,X5,remembered,5
55,Stress,scene3,148,X2,forgotten,4
55,Stress,scene3,151,X3,remembered,4
55,Stress,scene3,154,X1,remembered,5
55,Stress,scene3,158,A2,remembered,6
55,Stress,scene3,160,B2,forgotten,6
55,Stress,scene3,162,X6,forgotten,3
55,Stress,scene3,165,X1,remembered,6
55,Stress,scene3,167,X3,forgotten,5
55,Stress,scene3,170,X6,forgotten,4
55,Stress,scene3,172,X4,remembered,4
55,Stress,scene3,175,X5,remembered,6
55,Stress,scene3,177,X2,forgotten,5
55,Stress,scene3,179,X6,forgotten,5
55,Stress,scene3,182,A3,forgotten,7
55,Stress,scene3,184,B3,forgotten,7
55,Stress,scene3,188,X4,forgotten,5
55,Stress,scene3,192,X1,remembered,7
55,Stress,scene3,195,X3,remembered,6
55,Stress,scene3,198,A1,forgotten,5
55,Stress,scene3,201,B1,remembered,5
55,Stress,scene3,203,X6,remembered,6
55,Stress,scene3,207,X4,remembered,6
55,Stress,scene3,210,X6,forgotten,7
55,Stress,scene3,212,A1,forgotten,6
55,Stress,scene3,214,B1,forgotten,6
55,Stress,scene3,217,X2,forgotten,6
55,Stress,scene3,221,X3,remembered,7
55,Stress,scene3,224,X4,forgotten,7
55,Stress,scene3,228,X2,remembered,7
55,Stress,scene3,230,A1,forgotten,7
55,Stress,scene3,233,B1,forgotten,7
55,Stress,scene3,235,X5,forgotten,7
55,Stress,scene3,238,A2,remembered,7
55,Stress,scene3,241,B2,remembered,7
