subid,group,run,TR,trialtype,recog,repetition
64,Control,scene4,8,X4,remembered,1
64,Control,scene4,10,A2,forgotten,1
64,Control,scene4,13,B2,forgotten,1
64,Control,scene4,15,X1,forgotten,1
64,Control,scene4,18,X3,remembered,1
64,Control,scene4,20,X4,forgotten,2
64,Control,scene4,24,X1,remembered,2
64,Control,scene4,26,X5,forgotten,1
64,Control,scene4,29,A1,forgotten,1
64,Control,scene4,32,B1,forgotten,1
64,Control,scene4,35,A3,remembered,1
64,Control,scene4,37,B3,remembered,1
64,Control,scene4,39,X4,remembered,3
64,Control,scene4,42,X6,remembered,1
64,Control,scene4,45,X5,forgotten,2
64,Control,scene4,49,A1,forgotten,2
64,Control,scene4,53,B1,remembered,2
64,Control,scene4,56,A2,forgotten,2
64,Control,scene4,59,B2,remembered,2
64,Control,scene4,62,X2,forgotten,1
64,Control,scene4,64,X6,remembered,2
64,Control,scene4,68,X1,remembered,3
64,Control,scene4,70,A3,remembered,2
64,Control,scene4,74,B3,forgotten,2
64,Control,scene4,77,A1,remembered,3
64,Control,scene4,80,B1,forgotten,3
64,Control,scene4,82,X1,remembered,4
64,Control,scene4,84,X5,forgotten,3
64,Control,scene4,88,X2,forgotten,2
64,Control,scene4,91,A1,forgotten,4
64,Control,scene4,94,B1,remembered,4
64,Control,scene4,96,X4,forgotten,4
64,Control,scene4,99,A3,remembered,3
64,Control,scene4,102,B3,remembered,3
64,Control,scene4,105,A2,remembered,3
64,Control,scene4,109,B2,remembered,3
64,Control,scene4,111,X3,forgotten,2
64,Control,scene4,114,X2,remembered,3
64,Control,scene4,118,X3,remembered,3
64,Control,scene4,120,X4,remembered,5
64,Control,scene4,122,A2,forgotten,4
64,Control,scene4,126,B2,remembered,4
64,Control,scene4,128,X5,remembered,4
64,Control,scene4,131,X6,remembered,3
64,Control,scene4,134,A2,forgotten,5
64,Control,scene4,137,B2,remembered,5
64,Control,scene4,140,X1,forgotten,5
64,Control,scene4,142,A1,remembered,5
64,Control,scene4,145,B1,forgotten,5
64,Control,scene4,147,X3,remembered,4
64,Control,scene4,150,X6,remembered,4
64,Control,scene4,152,X2,forgotten,4
64,Control,scene4,154,X6,remembered,5
64,Control,scene4,157,A1,remembered,6
64,Control,scene4,159,B1,remembered,6
64,Control,scene4,163,A3,remembered,4
64,Control,scene4,165,B3,forgotten,4
64,Control,scene4,169,X2,forgotten,5
64,Control,scene4,171,X3,remembered,5
64,Control,scene4,173,X6,remembered,6
64,Control,scene4,175,X3,forgotten,6
64,Control,scene4,179,X5,forgotten,5
64,Control,scene4,183,X2,forgotten,6
64,Control,scene4,186,A3,forgotten,5
64,Control,scene4,190,B3,forgotten,5
64,Control,scene4,192,X1,forgotten,6
64,Control,scene4,195,X6,forgotten,7
64,Control,scene4,199,A2,forgotten,6
64,Control,scene4,203,B2,forgotten,6
64,Control,scene4,205,A3,forgotten,6
64,Control,scene4,207,B3,forgotten,6
64,Control,scene4,211,X1,forgotten,7
64,Control,scene4,214,A2,forgotten,7
64,Control,scene4,216,B2,forgotten,7
64,Control,scene4,219,X4,remembered,6
64,Control,scene4,221,X3,remembered,7
64,Control,scene4,224,A3,remembered,7
64,Control,scene4,226,B3,forgotten,7
64,Control,scene4,228,X2,remembered,7
64,Control,scene4,230,X5,forgotten,6
64,Control,scene4,233,A1,forgotten,7
64,Control,scene4,235,B1,remembered,7
64,Control,scene4,238,X4,forgotten,7
64,Control,scene4,241,X5,remembered,7
