subid,group,run,TR,trialtype,recog,repetition
39,Control,scene2,8,X2,forgotten,1
39,Control,scene2,11,X3,remembered,1
39,Control,scene2,14,X1,remembered,1
39,Control,scene2,16,X4,remembered,1
39,Control,scene2,19,X1,remembered,2
39,Control,scene2,22,X6,forgotten,1
39,Control,scene2,25,A1,remembered,1
39,Control,scene2,29,B1,forgotten,1
39,Control,scene2,31,X4,remembered,2
39,Control,scene2,33,X1,forgotten,3
39,Control,scene2,37,X2,remembered,2
39,Control,scene2,41,X6,remembered,2
39,Control,scene2,43,X5,forgotten,1
39,Control,scene2,46,X6,remembered,3
39,Control,scene2,50,A2,forgotten,1
39,Control,scene2,52,B2,remembered,1
39,Control,scene2,54,X1,forgotten,4
39,Control,scene2,57,X4,remembered,3
39,Control,scene2,61,X2,remembered,3
39,Control,scene2,65,A3,forgotten,1
39,Control,scene2,69,B3,forgotten,1
39,Control,scene2,73,A1,remembered,2
39,Control,scene2,75,B1,forgotten,2
39,Control,scene2,78,A3,remembered,2
39,Control,scene2,80,B3,forgotten,2
39,Control,scene2,82,A2,forgotten,2
39,Control,scene2,85,B2,forgotten,2
39,Control,scene2,88,A1,remembered,3
39,Control,scene2,92,B1,forgotten,3
39,Control,scene2,95,X5,forgotten,2
39,Control,scene2,98,X4,forgotten,4
39,Control,scene2,102,X2,remembered,4
39,Control,scene2,105,X5,remembered,3
39,Control,scene2,107,A3,remembered,3
39,Control,scene2,110,B3,remembered,3
39,Control,scene2,112,X1,forgotten,5
39,Control,scene2,114,X2,remembered,5
39,Control,scene2,117,X4,remembered,5
39,Control,scene2,119,A2,forgotten,3
39,Control,scene2,122,B2,remembered,3
39,Control,scene2,124,X4,forgotten,6
39,Control,scene2,127,A1,remembered,4
39,Control,scene2,129,B1,forgotten,4
39,Control,scene2,133,X2,remembered,6
39,Control,scene2,136,X1,remembered,6
39,Control,scene2,138,X6,remembered,4
39,Control,scene2,142,X5,forgotten,4
39,Control,scene2,145,A3,forgotten,4
39,Control,scene2,149,B3,remembered,4
39,Control,scene2,151,X3,remembered,2
39,Control,scene2,154,A1,remembered,5
39,Control,scene2,157,B1,forgotten,5
39,Control,scene2,159,X5,forgotten,5
39,Control,scene2,163,X6,forgotten,5
39,Control,scene2,166,X1,forgotten,7
39,Control,scene2,168,A1,forgotten,6
39,Control,scene2,170,B1,forgotten,6
39,Control,scene2,174,X6,remembered,6
39,Control,scene2,176,X3,forgotten,3
39,Control,scene2,179,A3,remembered,5
39,Control,scene2,181,B3,forgotten,5
39,Control,scene2,183,A2,forgotten,4
39,Control,scene2,187,B2,remembered,4
39,Control,scene2,189,X4,remembered,7
39,Control,scene2,191,A3,remembered,6
39,Control,scene2,194,B3,forgotten,6
39,Control,scene2,198,X5,remembered,6
39,Control,scene2,201,X3,remembered,4
39,Control,scene2,203,A2,forgotten,5
39,Control,scene2,206,B2,forgotten,5
39,Control,scene2,209,X3,remembered,5
39,Control,scene2,213,X6,remembered,7
39,Control,scene2,216,X2,forgotten,7
39,Control,scene2,219,A1,forgotten,7
39,Control,scene2,222,B1,forgotten,7
39,Control,scene2,225,X3,remembered,6
39,Control,scene2,227,X5,remembered,7
39,Control,scene2,229,A2,forgotten,6
39,Control,scene2,231,B2,forgotten,6
39,Control,scene2,233,X3,forgotten,7
39,Control,scene2,236,A3,remembered,7
39,Control,scene2,238,B3,forgotten,7
39,Control,scene2,241,A2,forgotten,7
39,Control,scene2,243,B2,forgotten,7
