subid,group,run,TR,trialtype,recog,repetition
91,Control,scene4,8,A1,remembered,1
91,Control,scene4,10,B1,remembered,1
91,Control,scene4,14,X2,remembered,1
91,Control,scene4,16,A1,forgotten,2
91,Control,scene4,19,B1,remembered,2
91,Control,scene4,21,X1,forgotten,1
91,Control,scene4,24,X4,remembered,1
91,Control,scene4,28,A2,remembered,1
91,Control,scene4,30,B2,remembered,1
91,Control,scene4,33,X2,forgotten,2
91,Control,scene4,35,A3,remembered,1
91,Control,scene4,39,B3,forgotten,1
91,Control,scene4,41,X2,remembered,3
91,Control,scene4,44,X5,remembered,1
91,Control,scene4,47,X3,remembered,1
91,Control,scene4,49,X5,remembered,2
91,Control,scene4,51,A1,remembered,3
91,Control,scene4,54,B1,remembered,3
91,Control,scene4,57,A2,remembered,2
91,Control,scene4,60,B2,remembered,2
91,Control,scene4,63,X5,forgotten,3
91,Control,scene4,65,X2,forgotten,4
91,Control,scene4,67,A3,remembered,2
91,Control,scene4,71,B3,forgotten,2
91,Control,scene4,73,X4,remembered,2
91,Control,scene4,77,A2,forgotten,3
91,Control,scene4,80,B2,remembered,3
91,Control,scene4,83,X6,remembered,1
91,Control,scene4,86,X1,remembered,2
91,Control,scene4,89,X3,remembered,2
91,Control,scene4,93,X1,remembered,3
91,Control,scene4,96,A3,remembered,3
91,Control,scene4,100,B3,forgotten,3
91,Control,scene4,103,X1,forgotten,4
91,Control,scene4,106,X5,remembered,4
91,Control,scene4,109,A1,remembered,4
91,Control,scene4,112,B1,remembered,4
91,Control,scene4,115,X3,remembered,3
91,Control,scene4,118,A2,forgotten,4
91,Control,scene4,121,B2,remembered,4
91,Control,scene4,124,X1,remembered,5
91,Control,scene4,128,X5,forgotten,5
91,Control,scene4,130,A1,forgotten,5
91,Control,scene4,133,B1,remembered,5
91,Control,scene4,136,A2,remembered,5
91,Control,scene4,138,B2,remembered,5
91,Control,scene4,140,A3,remembered,4
91,Control,scene4,142,B3,forgotten,4
91,Control,scene4,146,X6,remembered,2
91,Control,scene4,148,X5,remembered,6
91,Control,scene4,151,X4,remembered,3
91,Control,scene4,154,A1,remembered,6
91,Control,scene4,157,B1,remembered,6
91,Control,scene4,159,A3,remembered,5
91,Control,scene4,163,B3,forgotten,5
91,Control,scene4,166,A2,remembered,6
91,Control,scene4,168,B2,forgotten,6
91,Control,scene4,171,X6,remembered,3
91,Control,scene4,173,X5,remembered,7
91,Control,scene4,177,X3,remembered,4
91,Control,scene4,179,X6,remembered,4
91,Control,scene4,181,X4,remembered,4
91,Control,scene4,185,X2,remembered,5
91,Control,scene4,188,X6,remembered,5
91,Control,scene4,190,X4,remembered,5
91,Control,scene4,192,A3,remembered,6
91,Control,scene4,194,B3,remembered,6
91,Control,scene4,198,X3,remembered,5
91,Control,scene4,202,X1,remembered,6
91,Control,scene4,204,X6,remembered,6
91,Control,scene4,206,A2,forgotten,7
91,Control,scene4,210,B2,remembered,7
91,Control,scene4,214,X6,remembered,7
91,Control,scene4,216,X1,remembered,7
91,Control,scene4,219,X2,forgotten,6
91,Control,scene4,221,X3,forgotten,6
91,Control,scene4,223,X2,remembered,7
91,Control,scene4,225,X4,remembered,6
91,Control,scene4,229,A3,remembered,7
91,Control,scene4,232,B3,forgotten,7
91,Control,scene4,234,X4,forgotten,7
91,Control,scene4,236,A1,forgotten,7
91,Control,scene4,239,B1,remembered,7
91,Control,scene4,241,X3,forgotten,7
