subid,group,run,TR,trialtype,recog,repetition
103,Stress,scene4,8,X6,forgotten,1
103,Stress,scene4,11,A3,forgotten,1
103,Stress,scene4,15,B3,remembered,1
103,Stress,scene4,18,X4,forgotten,1
103,Stress,scene4,20,X6,remembered,2
103,Stress,scene4,24,A2,remembered,1
103,Stress,scene4,26,B2,remembered,1
103,Stress,scene4,29,X4,remembered,2
103,Stress,scene4,32,X1,forgotten,1
103,Stress,scene4,34,A3,forgotten,2
103,Stress,scene4,37,B3,remembered,2
103,Stress,scene4,40,X1,forgotten,2
103,Stress,scene4,44,X2,forgotten,1
103,Stress,scene4,46,X1,forgotten,3
103,Stress,scene4,49,A1,forgotten,1
103,Stress,scene4,51,B1,remembered,1
103,Stress,scene4,53,X4,forgotten,3
103,Stress,scene4,57,X1,remembered,4
103,Stress,scene4,60,A1,remembered,2
103,Stress,scene4,63,B1,forgotten,2
103,Stress,scene4,67,X6,forgotten,3
103,Stress,scene4,69,A2,forgotten,2
103,Stress,scene4,72,B2,forgotten,2
103,Stress,scene4,74,X2,forgotten,2
103,Stress,scene4,77,A3,remembered,3
103,Stress,scene4,79,B3,forgotten,3
103,Stress,scene4,81,X5,forgotten,1
103,Stress,scene4,84,X3,forgotten,1
103,Stress,scene4,86,X2,remembered,3
103,Stress,scene4,88,X6,forgotten,4
103,Stress,scene4,90,X3,forgotten,2
103,Stress,scene4,93,A3,forgotten,4
103,Stress,scene4,95,B3,forgotten,4
103,Stress,scene4,97,X4,forgotten,4
103,Stress,scene4,100,A3,forgotten,5
103,Stress,scene4,103,B3,forgotten,5
103,Stress,scene4,105,A2,forgotten,3
103,Stress,scene4,109,B2,forgotten,3
103,Stress,scene4,113,X5,remembered,2
103,Stress,scene4,117,X4,forgotten,5
103,Stress,scene4,121,X2,forgotten,4
103,Stress,scene4,124,A3,forgotten,6
103,Stress,scene4,126,B3,remembered,6
103,Stress,scene4,130,X3,forgotten,3
103,Stress,scene4,133,A1,remembered,3
103,Stress,scene4,137,B1,remembered,3
103,Stress,scene4,140,X6,forgotten,5
103,Stress,scene4,143,X2,remembered,5
103,Stress,scene4,146,A3,remembered,7
103,Stress,scene4,153,X3,remembered,4
103,Stress,scene4,157,X5,forgotten,3
103,Stress,scene4,161,X3,forgotten,5
103,Stress,scene4,165,X2,forgotten,6
103,Stress,scene4,167,A2,remembered,4
103,Stress,scene4,169,B2,forgotten,4
103,Stress,scene4,172,X4,forgotten,6
103,Stress,scene4,176,X1,remembered,5
103,Stress,scene4,178,X5,forgotten,4
103,Stress,scene4,180,X4,forgotten,7
103,Stress,scene4,182,A1,remembered,4
103,Stress,scene4,185,B1,remembered,4
103,Stress,scene4,188,X1,forgotten,6
103,Stress,scene4,191,A1,remembered,5
103,Stress,scene4,193,B1,remembered,5
103,Stress,scene4,195,X6,forgotten,6
103,Stress,scene4,198,A2,forgotten,5
103,Stress,scene4,201,B2,remembered,5
103,Stress,scene4,204,X5,remembered,5
103,Stress,scene4,207,A2,forgotten,6
103,Stress,scene4,210,B2,forgotten,6
103,Stress,scene4,212,X2,forgotten,7
103,Stress,scene4,215,X5,forgotten,6
103,Stress,scene4,222,X3,remembered,6
103,Stress,scene4,225,A1,remembered,6
103,Stress,scene4,227,B1,remembered,6
103,Stress,scene4,229,X3,forgotten,7
103,Stress,scene4,233,A2,remembered,7
103,Stress,scene4,235,B2,forgotten,7
103,Stress,scene4,237,A1,forgotten,7
103,Stress,scene4,241,B1,forgotten,7
103,Stress,scene4,243,X5,remembered,7
