subid,group,run,TR,trialtype,recog,repetition
15,Control,scene3,8,X4,remembered,1
15,Control,scene3,10,X1,remembered,1
15,Control,scene3,13,X2,remembered,1
15,Control,scene3,16,A1,remembered,1
15,Control,scene3,20,B1,forgotten,1
15,Control,scene3,22,X5,remembered,1
15,Control,scene3,25,X2,remembered,2
15,Control,scene3,28,X6,remembered,1
15,Control,scene3,30,X3,remembered,1
15,Control,scene3,33,X2,remembered,3
15,Control,scene3,35,A2,remembered,1
15,Control,scene3,39,B2,remembered,1
15,Control,scene3,43,A1,remembered,2
15,Control,scene3,45,B1,remembered,2
15,Control,scene3,48,X3,remembered,2
15,Control,scene3,51,X4,remembered,2
15,Control,scene3,53,X6,remembered,2
15,Control,scene3,55,A3,forgotten,1
15,Control,scene3,58,B3,forgotten,1
15,Control,scene3,61,X3,remembered,3
15,Control,scene3,63,A2,remembered,2
15,Control,scene3,67,B2,remembered,2
15,Control,scene3,69,X4,remembered,3
15,Control,scene3,72,A2,remembered,3
15,Control,scene3,75,B2,forgotten,3
15,Control,scene3,78,X6,forgotten,3
15,Control,scene3,80,X1,remembered,2
15,Control,scene3,82,A1,remembered,3
15,Control,scene3,85,B1,remembered,3
15,Control,scene3,88,X1,forgotten,3
15,Control,scene3,90,X4,remembered,4
15,Control,scene3,94,A3,remembered,2
15,Control,scene3,96,B3,remembered,2
15,Control,scene3,99,X5,remembered,2
15,Control,scene3,103,X6,remembered,4
15,Control,scene3,106,X5,remembered,3
15,Control,scene3,109,A1,remembered,4
15,Control,scene3,111,B1,remembered,4
15,Control,scene3,113,A3,remembered,3
15,Control,scene3,115,B3,remembered,3
15,Control,scene3,119,X4,remembered,5
15,Control,scene3,121,X2,forgotten,4
15,Control,scene3,123,X6,forgotten,5
15,Control,scene3,125,X3,remembered,4
15,Control,scene3,129,A1,remembered,5
15,Control,scene3,133,B1,remembered,5
15,Control,scene3,136,X2,forgotten,5
15,Control,scene3,140,X3,remembered,5
15,Control,scene3,142,X5,remembered,4
15,Control,scene3,144,A3,remembered,4
15,Control,scene3,148,B3,forgotten,4
15,Control,scene3,150,X1,remembered,4
15,Control,scene3,153,X3,remembered,6
15,Control,scene3,156,X6,remembered,6
15,Control,scene3,158,A2,remembered,4
15,Control,scene3,161,B2,forgotten,4
15,Control,scene3,164,X4,forgotten,6
15,Control,scene3,168,A3,remembered,5
15,Control,scene3,172,B3,forgotten,5
15,Control,scene3,174,X1,forgotten,5
15,Control,scene3,177,X2,forgotten,6
15,Control,scene3,180,X5,remembered,5
15,Control,scene3,182,X6,forgotten,7
15,Control,scene3,184,A2,remembered,5
15,Control,scene3,186,B2,remembered,5
15,Control,scene3,190,X5,forgotten,6
15,Control,scene3,194,X2,remembered,7
15,Control,scene3,197,A3,forgotten,6
15,Control,scene3,200,B3,forgotten,6
15,Control,scene3,202,X5,remembered,7
15,Control,scene3,204,A1,remembered,6
15,Control,scene3,207,B1,forgotten,6
15,Control,scene3,209,A2,forgotten,6
15,Control,scene3,212,B2,forgotten,6
15,Control,scene3,216,X1,forgotten,6
15,Control,scene3,219,X4,forgotten,7
15,Control,scene3,223,X3,remembered,7
15,Control,scene3,226,X1,remembered,7
15,Control,scene3,228,A2,forgotten,7
15,Control,scene3,231,B2,remembered,7
15,Control,scene3,233,A3,remembered,7
15,Control,scene3,235,B3,remembered,7
15,Control,scene3,239,A1,remembered,7
15,Control,scene3,242,B1,forgotten,7
