subid,group,run,TR,trialtype,recog,repetition
79,Control,scene3,8,A3,forgotten,1
79,Control,scene3,10,B3,forgotten,1
79,Control,scene3,12,X5,forgotten,1
79,Control,scene3,14,A2,remembered,1
79,Control,scene3,16,B2,forgotten,1
79,Control,scene3,20,X2,forgotten,1
79,Control,scene3,23,X1,remembered,1
79,Control,scene3,25,A3,forgotten,2
79,Control,scene3,28,B3,forgotten,2
79,Control,scene3,32,X6,remembered,1
79,Control,scene3,35,X4,forgotten,1
79,Control,scene3,38,A1,remembered,1
79,Control,scene3,40,B1,remembered,1
79,Control,scene3,44,X3,remembered,1
79,Control,scene3,46,X4,remembered,2
79,Control,scene3,50,X1,remembered,2
79,Control,scene3,53,A1,forgotten,2
79,Control,scene3,56,B1,forgotten,2
79,Control,scene3,60,A3,forgotten,3
79,Control,scene3,64,B3,remembered,3
79,Control,scene3,67,X2,forgotten,2
79,Control,scene3,71,A1,forgotten,3
79,Control,scene3,73,B1,forgotten,3
79,Control,scene3,75,X5,remembered,2
79,Control,scene3,79,X1,remembered,3
79,Control,scene3,82,A3,forgotten,4
79,Control,scene3,84,B3,forgotten,4
79,Control,scene3,86,X4,remembered,3
79,Control,scene3,89,A1,forgotten,4
79,Control,scene3,91,B1,remembered,4
79,Control,scene3,94,A2,remembered,2
79,Control,scene3,98,B2,remembered,2
79,Control,scene3,101,X3,remembered,2
79,Control,scene3,103,X2,forgotten,3
79,Control,scene3,106,A2,remembered,3
79,Control,scene3,109,B2,forgotten,3
79,Control,scene3,112,A3,forgotten,5
79,Control,scene3,114,B3,remembered,5
79,Control,scene3,116,A1,forgotten,5
79,Control,scene3,119,B1,forgotten,5
79,Control,scene3,122,X5,forgotten,3
79,Control,scene3,126,X4,forgotten,4
79,Control,scene3,130,A1,forgotten,6
79,Control,scene3,133,B1,forgotten,6
79,Control,scene3,135,X5,forgotten,4
79,Control,scene3,139,X3,remembered,3
79,Control,scene3,141,A2,forgotten,4
79,Control,scene3,143,B2,forgotten,4
79,Control,scene3,145,X5,forgotten,5
79,Control,scene3,148,X6,forgotten,2
79,Control,scene3,150,X1,forgotten,4
79,Control,scene3,152,A3,forgotten,6
79,Control,scene3,156,B3,forgotten,6
79,Control,scene3,160,X1,forgotten,5
79,Control,scene3,162,X2,forgotten,4
79,Control,scene3,165,X6,forgotten,3
79,Control,scene3,168,X2,remembered,5
79,Control,scene3,170,X4,forgotten,5
79,Control,scene3,174,X5,forgotten,6
79,Control,scene3,177,A1,remembered,7
79,Control,scene3,180,B1,forgotten,7
79,Control,scene3,183,X2,remembered,6
79,Control,scene3,186,A2,remembered,5
79,Control,scene3,188,B2,forgotten,5
79,Control,scene3,192,X5,forgotten,7
79,Control,scene3,195,X3,forgotten,4
79,Control,scene3,197,A3,forgotten,7
79,Control,scene3,199,B3,forgotten,7
79,Control,scene3,201,X1,forgotten,6
79,Control,scene3,205,X3,forgotten,5
79,Control,scene3,208,X6,remembered,4
79,Control,scene3,211,A2,forgotten,6
79,Control,scene3,214,B2,remembered,6
79,Control,scene3,217,X1,forgotten,7
79,Control,scene3,219,X6,forgotten,5
79,Control,scene3,222,A2,forgotten,7
79,Control,scene3,224,B2,forgotten,7
79,Control,scene3,227,X4,forgotten,6
79,Control,scene3,230,X3,forgotten,6
79,Control,scene3,232,X6,remembered,6
79,Control,scene3,234,X2,forgotten,7
79,Control,scene3,236,X6,remembered,7
79,Control,scene3,240,X3,forgotten,7
79,Control,scene3,243,X4,forgotten,7
