subid,group,run,TR,trialtype,recog,repetition
90,Stress,scene3,8,X4,forgotten,1
90,Stress,scene3,10,X1,remembered,1
90,Stress,scene3,12,X4,forgotten,2
90,Stress,scene3,14,A3,forgotten,1
90,Stress,scene3,17,B3,forgotten,1
90,Stress,scene3,21,X1,forgotten,2
90,Stress,scene3,25,A1,forgotten,1
90,Stress,scene3,27,B1,remembered,1
90,Stress,scene3,29,X5,remembered,1
90,Stress,scene3,32,A1,remembered,2
90,Stress,scene3,35,B1,remembered,2
90,Stress,scene3,39,X4,remembered,3
90,Stress,scene3,41,A3,forgotten,2
90,Stress,scene3,44,B3,forgotten,2
90,Stress,scene3,46,X6,forgotten,1
90,Stress,scene3,48,X5,forgotten,2
90,Stress,scene3,51,A3,forgotten,3
90,Stress,scene3,53,B3,forgotten,3
90,Stress,scene3,55,X1,forgotten,3
90,Stress,scene3,59,X5,forgotten,3
90,Stress,scene3,62,A2,remembered,1
90,Stress,scene3,65,B2,remembered,1
90,Stress,scene3,67,A1,forgotten,3
90,Stress,scene3,69,B1,forgotten,3
90,Stress,scene3,73,X5,forgotten,4
90,Stress,scene3,76,A2,forgotten,2
90,Stress,scene3,79,B2,forgotten,2
90,Stress,scene3,82,X2,forgotten,1
90,Stress,scene3,86,X3,forgotten,1
90,Stress,scene3,88,X2,forgotten,2
90,Stress,scene3,90,A3,forgotten,4
90,Stress,scene3,92,B3,forgotten,4
90,Stress,scene3,96,X5,remembered,5
90,Stress,scene3,99,X2,remembered,3
90,Stress,scene3,104,X3,remembered,2
90,Stress,scene3,108,A3,remembered,5
90,Stress,scene3,110,B3,forgotten,5
90,Stress,scene3,113,A2,forgotten,3
90,Stress,scene3,116,B2,remembered,3
90,Stress,scene3,118,X6,remembered,2
90,Stress,scene3,121,X3,remembered,3
90,Stress,scene3,123,X2,remembered,4
90,Stress,scene3,127,X3,forgotten,4
90,Stress,scene3,130,X6,forgotten,3
90,Stress,scene3,132,A1,forgotten,4
90,Stress,scene3,135,B1,remembered,4
90,Stress,scene3,139,X1,forgotten,4
90,Stress,scene3,143,X5,forgotten,7
90,Stress,scene3,147,X6,forgotten,4
90,Stress,scene3,149,A3,forgotten,6
90,Stress,scene3,152,B3,remembered,6
90,Stress,scene3,155,X3,forgotten,5
90,Stress,scene3,157,X4,forgotten,4
90,Stress,scene3,159,A2,remembered,4
90,Stress,scene3,162,B2,remembered,4
90,Stress,scene3,165,X2,remembered,5
90,Stress,scene3,168,X4,remembered,5
90,Stress,scene3,171,X3,remembered,6
90,Stress,scene3,173,X1,remembered,5
90,Stress,scene3,175,A1,forgotten,5
90,Stress,scene3,178,B1,forgotten,5
90,Stress,scene3,181,X4,forgotten,6
90,Stress,scene3,183,X1,forgotten,6
90,Stress,scene3,187,X2,forgotten,6
90,Stress,scene3,191,X3,remembered,7
90,Stress,scene3,193,X6,forgotten,5
90,Stress,scene3,195,X2,remembered,7
90,Stress,scene3,198,X6,forgotten,6
90,Stress,scene3,201,A2,forgotten,5
90,Stress,scene3,205,B2,forgotten,5
90,Stress,scene3,207,X1,remembered,7
90,Stress,scene3,209,X6,remembered,7
90,Stress,scene3,212,A2,forgotten,6
90,Stress,scene3,215,B2,forgotten,6
90,Stress,scene3,218,A1,remembered,6
90,Stress,scene3,221,B1,remembered,6
90,Stress,scene3,223,X4,remembered,7
90,Stress,scene3,226,A1,forgotten,7
90,Stress,scene3,228,B1,remembered,7
90,Stress,scene3,230,A3,forgotten,7
90,Stress,scene3,233,B3,forgotten,7
90,Stress,scene3,237,A2,forgotten,7
90,Stress,scene3,241,B2,remembered,7
