subid,group,run,TR,trialtype,recog,repetition
73,Control,scene3,8,X2,forgotten,1
73,Control,scene3,10,X5,remembered,1
73,Control,scene3,12,X1,remembered,1
73,Control,scene3,14,A1,remembered,1
73,Control,scene3,16,B1,remembered,1
73,Control,scene3,19,X6,forgotten,1
73,Control,scene3,22,X3,forgotten,1
73,Control,scene3,24,A3,forgotten,1
73,Control,scene3,27,B3,forgotten,1
73,Control,scene3,31,X5,remembered,2
73,Control,scene3,33,X6,remembered,2
73,Control,scene3,36,A1,forgotten,2
73,Control,scene3,38,B1,forgotten,2
73,Control,scene3,41,X2,forgotten,2
73,Control,scene3,43,X4,forgotten,1
73,Control,scene3,46,A1,forgotten,3
73,Control,scene3,48,B1,remembered,3
73,Control,scene3,50,A2,remembered,1
73,Control,scene3,54,B2,forgotten,1
73,Control,scene3,57,A1,remembered,4
73,Control,scene3,61,B1,remembered,4
73,Control,scene3,64,A3,remembered,2
73,Control,scene3,66,B3,remembered,2
73,Control,scene3,69,X4,forgotten,2
73,Control,scene3,72,X1,forgotten,2
73,Control,scene3,74,X5,forgotten,3
73,Control,scene3,77,X4,remembered,3
73,Control,scene3,79,X3,forgotten,2
73,Control,scene3,82,A2,forgotten,2
73,Control,scene3,86,B2,forgotten,2
73,Control,scene3,89,A3,forgotten,3
73,Control,scene3,91,B3,forgotten,3
73,Control,scene3,93,A2,forgotten,3
73,Control,scene3,95,B2,remembered,3
73,Control,scene3,98,X5,forgotten,4
73,Control,scene3,101,X6,forgotten,3
73,Control,scene3,105,X4,remembered,4
73,Control,scene3,109,A2,remembered,4
73,Control,scene3,111,B2,remembered,4
73,Control,scene3,114,X6,forgotten,4
73,Control,scene3,116,A1,remembered,5
73,Control,scene3,118,B1,forgotten,5
73,Control,scene3,121,X3,remembered,3
73,Control,scene3,123,X1,remembered,3
73,Control,scene3,126,X3,remembered,4
73,Control,scene3,129,A3,remembered,4
73,Control,scene3,132,B3,remembered,4
73,Control,scene3,135,X2,remembered,3
73,Control,scene3,138,X6,forgotten,5
73,Control,scene3,140,A3,remembered,5
73,Control,scene3,143,B3,remembered,5
73,Control,scene3,147,X3,remembered,5
73,Control,scene3,149,X4,remembered,5
73,Control,scene3,151,X1,forgotten,4
73,Control,scene3,155,X5,remembered,5
73,Control,scene3,157,X1,forgotten,5
73,Control,scene3,161,A2,remembered,5
73,Control,scene3,163,B2,forgotten,5
73,Control,scene3,166,X6,forgotten,6
73,Control,scene3,170,X4,remembered,6
73,Control,scene3,173,X1,remembered,6
73,Control,scene3,175,A2,remembered,6
73,Control,scene3,179,B2,remembered,6
73,Control,scene3,183,A1,remembered,6
73,Control,scene3,185,B1,forgotten,6
73,Control,scene3,188,X2,remembered,4
73,Control,scene3,195,A2,forgotten,7
73,Control,scene3,198,B2,forgotten,7
73,Control,scene3,200,X1,forgotten,7
73,Control,scene3,202,X2,remembered,5
73,Control,scene3,206,X3,remembered,6
73,Control,scene3,210,X5,remembered,7
73,Control,scene3,214,X2,remembered,6
73,Control,scene3,217,X6,remembered,7
73,Control,scene3,219,A3,remembered,6
73,Control,scene3,222,B3,forgotten,6
73,Control,scene3,225,A1,forgotten,7
73,Control,scene3,228,B1,forgotten,7
73,Control,scene3,231,X4,forgotten,7
73,Control,scene3,233,A3,forgotten,7
73,Control,scene3,235,B3,forgotten,7
73,Control,scene3,239,X2,remembered,7
73,Control,scene3,241,X3,remembered,7
