subid,group,run,TR,trialtype,recog,repetition
10,Stress,scene4,8,A2,remembered,1
10,Stress,scene4,10,B2,forgotten,1
10,Stress,scene4,14,X6,remembered,1
10,Stress,scene4,16,X2,remembered,1
10,Stress,scene4,21,B1,remembered,1
10,Stress,scene4,23,X6,forgotten,2
10,Stress,scene4,25,A1,forgotten,2
10,Stress,scene4,27,B1,remembered,2
10,Stress,scene4,30,A3,remembered,1
10,Stress,scene4,33,B3,forgotten,1
10,Stress,scene4,45,X5,forgotten,1
10,Stress,scene4,48,X2,forgotten,3
10,Stress,scene4,50,X1,forgotten,1
10,Stress,scene4,53,X2,forgotten,4
10,Stress,scene4,57,A3,remembered,2
10,Stress,scene4,60,B3,remembered,2
10,Stress,scene4,62,A2,forgotten,3
10,Stress,scene4,65,B2,remembered,3
10,Stress,scene4,69,X3,remembered,1
10,Stress,scene4,73,X6,remembered,3
10,Stress,scene4,76,X4,forgotten,1
10,Stress,scene4,79,A3,forgotten,3
10,Stress,scene4,81,B3,remembered,3
10,Stress,scene4,83,X3,forgotten,2
10,Stress,scene4,86,A2,forgotten,4
10,Stress,scene4,88,B2,forgotten,4
10,Stress,scene4,91,X4,forgotten,2
10,Stress,scene4,94,X6,forgotten,4
10,Stress,scene4,96,A2,remembered,5
10,Stress,scene4,98,B2,remembered,5
10,Stress,scene4,101,X6,remembered,5
10,Stress,scene4,103,X3,forgotten,3
10,Stress,scene4,105,X6,remembered,6
10,Stress,scene4,109,X1,forgotten,2
10,Stress,scene4,113,X3,forgotten,4
10,Stress,scene4,116,A3,forgotten,4
10,Stress,scene4,120,B3,remembered,4
10,Stress,scene4,123,X1,forgotten,3
10,Stress,scene4,127,X4,remembered,3
10,Stress,scene4,131,X1,forgotten,4
10,Stress,scene4,133,X2,forgotten,5
10,Stress,scene4,135,X3,forgotten,5
10,Stress,scene4,139,X5,forgotten,2
10,Stress,scene4,143,X1,forgotten,5
10,Stress,scene4,147,A1,remembered,3
10,Stress,scene4,149,B1,remembered,3
10,Stress,scene4,151,X4,remembered,4
10,Stress,scene4,153,X5,remembered,3
10,Stress,scene4,156,A3,forgotten,5
10,Stress,scene4,159,B3,forgotten,5
10,Stress,scene4,161,X1,forgotten,6
10,Stress,scene4,163,A3,forgotten,6
10,Stress,scene4,166,B3,forgotten,6
10,Stress,scene4,168,X5,forgotten,4
10,Stress,scene4,171,A2,forgotten,6
10,Stress,scene4,173,B2,forgotten,6
10,Stress,scene4,180,A1,remembered,4
10,Stress,scene4,182,B1,remembered,4
10,Stress,scene4,190,B1,forgotten,5
10,Stress,scene4,193,X4,forgotten,5
10,Stress,scene4,203,X6,forgotten,7
10,Stress,scene4,207,X4,remembered,6
10,Stress,scene4,213,B1,forgotten,6
10,Stress,scene4,217,X4,remembered,7
10,Stress,scene4,220,X3,remembered,6
10,Stress,scene4,223,X2,forgotten,7
10,Stress,scene4,226,A3,forgotten,7
10,Stress,scene4,236,A1,forgotten,7
10,Stress,scene4,240,B1,forgotten,7
10,Stress,scene4,242,X3,remembered,7
