subid,group,run,TR,trialtype,recog,repetition
105,Stress,scene4,8,X2,remembered,1
105,Stress,scene4,11,X5,remembered,1
105,Stress,scene4,15,A2,remembered,1
105,Stress,scene4,17,B2,remembered,1
105,Stress,scene4,19,X3,remembered,1
105,Stress,scene4,23,X6,forgotten,1
105,Stress,scene4,26,X2,forgotten,2
105,Stress,scene4,30,A2,remembered,2
105,Stress,scene4,32,B2,remembered,2
105,Stress,scene4,34,A1,remembered,1
105,Stress,scene4,36,B1,remembered,1
105,Stress,scene4,39,X6,forgotten,2
105,Stress,scene4,42,X3,remembered,2
105,Stress,scene4,46,A3,remembered,1
105,Stress,scene4,50,B3,remembered,1
105,Stress,scene4,52,X1,remembered,1
105,Stress,scene4,56,X6,remembered,3
105,Stress,scene4,58,X4,remembered,1
105,Stress,scene4,61,X6,forgotten,4
105,Stress,scene4,64,A3,forgotten,2
105,Stress,scene4,67,B3,forgotten,2
105,Stress,scene4,69,X4,forgotten,2
105,Stress,scene4,71,A2,remembered,3
105,Stress,scene4,75,B2,forgotten,3
105,Stress,scene4,79,X3,forgotten,3
105,Stress,scene4,82,A1,remembered,2
105,Stress,scene4,86,B1,remembered,2
105,Stress,scene4,88,X6,forgotten,5
105,Stress,scene4,91,X4,forgotten,3
105,Stress,scene4,93,X1,remembered,2
105,Stress,scene4,96,X5,forgotten,2
105,Stress,scene4,98,A1,forgotten,3
105,Stress,scene4,101,B1,forgotten,3
105,Stress,scene4,103,X5,remembered,3
105,Stress,scene4,105,X3,forgotten,4
105,Stress,scene4,107,X6,forgotten,6
105,Stress,scene4,109,X5,forgotten,4
105,Stress,scene4,112,X4,forgotten,4
105,Stress,scene4,115,A3,forgotten,3
105,Stress,scene4,117,B3,remembered,3
105,Stress,scene4,121,X1,forgotten,3
105,Stress,scene4,123,X2,forgotten,3
105,Stress,scene4,125,X1,forgotten,4
105,Stress,scene4,127,X5,remembered,5
105,Stress,scene4,130,X3,remembered,5
105,Stress,scene4,133,A2,forgotten,4
105,Stress,scene4,136,B2,forgotten,4
105,Stress,scene4,139,X2,remembered,4
105,Stress,scene4,142,X1,remembered,5
105,Stress,scene4,144,A1,remembered,4
105,Stress,scene4,148,B1,forgotten,4
105,Stress,scene4,150,A3,forgotten,4
105,Stress,scene4,153,B3,remembered,4
105,Stress,scene4,157,X3,remembered,6
105,Stress,scene4,160,A3,forgotten,5
105,Stress,scene4,162,B3,remembered,5
105,Stress,scene4,164,X4,remembered,5
105,Stress,scene4,166,A1,remembered,5
105,Stress,scene4,169,B1,remembered,5
105,Stress,scene4,171,A3,remembered,6
105,Stress,scene4,175,B3,forgotten,6
105,Stress,scene4,178,X5,remembered,6
105,Stress,scene4,180,X2,forgotten,5
105,Stress,scene4,182,X1,forgotten,6
105,Stress,scene4,185,X4,forgotten,6
105,Stress,scene4,187,A1,forgotten,6
105,Stress,scene4,191,B1,forgotten,6
105,Stress,scene4,194,A2,remembered,5
105,Stress,scene4,198,B2,remembered,5
105,Stress,scene4,201,X2,remembered,6
105,Stress,scene4,204,A2,remembered,6
105,Stress,scene4,206,B2,remembered,6
105,Stress,scene4,210,X1,remembered,7
105,Stress,scene4,212,A1,remembered,7
105,Stress,scene4,215,B1,remembered,7
105,Stress,scene4,218,X5,remembered,7
105,Stress,scene4,220,X2,forgotten,7
105,Stress,scene4,223,A3,remembered,7
105,Stress,scene4,227,B3,remembered,7
105,Stress,scene4,230,X3,remembered,7
105,Stress,scene4,233,A2,remembered,7
105,Stress,scene4,235,B2,forgotten,7
105,Stress,scene4,238,X6,forgotten,7
105,Stress,scene4,242,X4,remembered,7
