subid,group,run,TR,trialtype,recog,repetition
21,Stress,scene2,8,X6,remembered,1
21,Stress,scene2,10,X2,forgotten,1
21,Stress,scene2,13,A2,remembered,1
21,Stress,scene2,16,B2,remembered,1
21,Stress,scene2,20,X3,remembered,1
21,Stress,scene2,22,X5,remembered,1
21,Stress,scene2,24,X1,remembered,1
21,Stress,scene2,27,X6,remembered,2
21,Stress,scene2,31,A1,remembered,1
21,Stress,scene2,33,B1,remembered,1
21,Stress,scene2,37,X1,forgotten,2
21,Stress,scene2,39,X5,remembered,2
21,Stress,scene2,41,X2,remembered,2
21,Stress,scene2,43,X6,remembered,3
21,Stress,scene2,46,A1,forgotten,2
21,Stress,scene2,48,B1,remembered,2
21,Stress,scene2,50,X5,remembered,3
21,Stress,scene2,54,A2,remembered,2
21,Stress,scene2,57,B2,remembered,2
21,Stress,scene2,59,X4,forgotten,1
21,Stress,scene2,62,A2,forgotten,3
21,Stress,scene2,65,B2,remembered,3
21,Stress,scene2,69,X3,forgotten,2
21,Stress,scene2,72,X6,remembered,4
21,Stress,scene2,75,X1,remembered,3
21,Stress,scene2,78,A1,remembered,3
21,Stress,scene2,81,B1,remembered,3
21,Stress,scene2,85,A3,remembered,1
21,Stress,scene2,89,B3,remembered,1
21,Stress,scene2,91,X5,remembered,4
21,Stress,scene2,94,X2,remembered,3
21,Stress,scene2,96,A3,remembered,2
21,Stress,scene2,98,B3,forgotten,2
21,Stress,scene2,100,X1,forgotten,4
21,Stress,scene2,102,A2,remembered,4
21,Stress,scene2,104,B2,forgotten,4
21,Stress,scene2,108,X6,remembered,5
21,Stress,scene2,110,A2,remembered,5
21,Stress,scene2,114,B2,forgotten,5
21,Stress,scene2,117,A1,forgotten,4
21,Stress,scene2,121,B1,remembered,4
21,Stress,scene2,124,X3,forgotten,3
21,Stress,scene2,127,X1,forgotten,5
21,Stress,scene2,130,A2,remembered,6
21,Stress,scene2,132,B2,remembered,6
21,Stress,scene2,135,X4,remembered,2
21,Stress,scene2,139,A3,remembered,3
21,Stress,scene2,143,B3,remembered,3
21,Stress,scene2,147,X5,forgotten,5
21,Stress,scene2,149,X4,remembered,3
21,Stress,scene2,151,X3,remembered,4
21,Stress,scene2,155,A1,forgotten,5
21,Stress,scene2,158,B1,remembered,5
21,Stress,scene2,161,X5,remembered,6
21,Stress,scene2,164,X4,remembered,4
21,Stress,scene2,167,A1,forgotten,6
21,Stress,scene2,171,B1,remembered,6
21,Stress,scene2,173,X6,remembered,6
21,Stress,scene2,175,X2,remembered,4
21,Stress,scene2,177,X1,remembered,6
21,Stress,scene2,181,X3,remembered,5
21,Stress,scene2,184,X2,remembered,5
21,Stress,scene2,187,X4,remembered,5
21,Stress,scene2,190,X3,forgotten,6
21,Stress,scene2,193,A3,remembered,4
21,Stress,scene2,195,B3,forgotten,4
21,Stress,scene2,197,X2,forgotten,6
21,Stress,scene2,199,X4,forgotten,6
21,Stress,scene2,202,X2,remembered,7
21,Stress,scene2,206,X1,remembered,7
21,Stress,scene2,209,A3,remembered,5
21,Stress,scene2,212,B3,forgotten,5
21,Stress,scene2,215,X6,remembered,7
21,Stress,scene2,218,X3,forgotten,7
21,Stress,scene2,220,A3,forgotten,6
21,Stress,scene2,224,B3,remembered,6
21,Stress,scene2,226,X4,remembered,7
21,Stress,scene2,228,X5,remembered,7
21,Stress,scene2,230,A1,remembered,7
21,Stress,scene2,233,B1,remembered,7
21,Stress,scene2,235,A3,remembered,7
21,Stress,scene2,238,B3,remembered,7
21,Stress,scene2,241,A2,remembered,7
21,Stress,scene2,243,B2,remembered,7
