subid,group,run,TR,trialtype,recog,repetition
56,Control,scene2,8,A2,forgotten,1
56,Control,scene2,12,B2,forgotten,1
56,Control,scene2,14,A1,remembered,1
56,Control,scene2,16,B1,remembered,1
56,Control,scene2,20,X4,remembered,1
56,Control,scene2,23,X2,remembered,1
56,Control,scene2,25,X1,remembered,1
56,Control,scene2,29,A3,forgotten,1
56,Control,scene2,31,B3,forgotten,1
56,Control,scene2,33,X6,forgotten,1
56,Control,scene2,37,A3,forgotten,2
56,Control,scene2,39,B3,forgotten,2
56,Control,scene2,42,X5,forgotten,1
56,Control,scene2,45,A2,forgotten,2
56,Control,scene2,47,B2,remembered,2
56,Control,scene2,50,X1,forgotten,2
56,Control,scene2,54,X3,forgotten,1
56,Control,scene2,56,X2,forgotten,2
56,Control,scene2,58,A3,forgotten,3
56,Control,scene2,60,B3,forgotten,3
56,Control,scene2,64,X2,forgotten,3
56,Control,scene2,68,X3,forgotten,2
56,Control,scene2,71,A2,forgotten,3
56,Control,scene2,74,B2,forgotten,3
56,Control,scene2,78,A1,forgotten,2
56,Control,scene2,81,B1,remembered,2
56,Control,scene2,83,X2,forgotten,4
56,Control,scene2,86,X3,forgotten,3
56,Control,scene2,90,X1,forgotten,3
56,Control,scene2,93,A3,forgotten,4
56,Control,scene2,95,B3,remembered,4
56,Control,scene2,97,X5,remembered,2
56,Control,scene2,100,X3,forgotten,4
56,Control,scene2,103,X2,remembered,5
56,Control,scene2,105,X6,forgotten,2
56,Control,scene2,107,X3,remembered,5
56,Control,scene2,109,X5,forgotten,3
56,Control,scene2,111,X6,remembered,3
56,Control,scene2,113,A3,forgotten,5
56,Control,scene2,116,B3,remembered,5
56,Control,scene2,119,X6,forgotten,4
56,Control,scene2,121,X5,forgotten,4
56,Control,scene2,124,A1,forgotten,3
56,Control,scene2,128,B1,forgotten,3
56,Control,scene2,130,X2,forgotten,6
56,Control,scene2,132,X1,forgotten,4
56,Control,scene2,135,X4,remembered,2
56,Control,scene2,138,A1,remembered,4
56,Control,scene2,140,B1,forgotten,4
56,Control,scene2,142,A2,forgotten,4
56,Control,scene2,144,B2,remembered,4
56,Control,scene2,148,X5,forgotten,5
56,Control,scene2,151,A3,forgotten,6
56,Control,scene2,154,B3,forgotten,6
56,Control,scene2,157,A1,forgotten,5
56,Control,scene2,159,B1,forgotten,5
56,Control,scene2,163,X6,forgotten,5
56,Control,scene2,165,X1,forgotten,5
56,Control,scene2,169,X2,remembered,7
56,Control,scene2,172,X4,remembered,3
56,Control,scene2,175,A2,remembered,5
56,Control,scene2,179,B2,remembered,5
56,Control,scene2,182,X6,forgotten,6
56,Control,scene2,186,A1,remembered,6
56,Control,scene2,190,B1,remembered,6
56,Control,scene2,192,X6,forgotten,7
56,Control,scene2,194,X3,forgotten,6
56,Control,scene2,198,X4,remembered,4
56,Control,scene2,200,X5,remembered,6
56,Control,scene2,203,A2,remembered,6
56,Control,scene2,206,B2,remembered,6
56,Control,scene2,210,X3,forgotten,7
56,Control,scene2,213,A3,forgotten,7
56,Control,scene2,216,B3,remembered,7
56,Control,scene2,219,X4,forgotten,5
56,Control,scene2,221,X5,remembered,7
56,Control,scene2,224,X4,remembered,6
56,Control,scene2,227,X1,remembered,6
56,Control,scene2,229,A2,forgotten,7
56,Control,scene2,232,B2,remembered,7
56,Control,scene2,234,X1,remembered,7
56,Control,scene2,236,X4,forgotten,7
56,Control,scene2,239,A1,forgotten,7
56,Control,scene2,242,B1,remembered,7
