subid,group,run,TR,trialtype,recog,repetition
45,Control,scene4,8,X6,remembered,1
45,Control,scene4,10,A1,remembered,1
45,Control,scene4,12,B1,forgotten,1
45,Control,scene4,14,A2,remembered,1
45,Control,scene4,17,B2,remembered,1
45,Control,scene4,19,X3,remembered,1
45,Control,scene4,21,X4,remembered,1
45,Control,scene4,23,X2,remembered,1
45,Control,scene4,25,X1,remembered,1
45,Control,scene4,27,X6,forgotten,2
45,Control,scene4,31,A1,forgotten,2
45,Control,scene4,33,B1,remembered,2
45,Control,scene4,37,X5,forgotten,1
45,Control,scene4,39,X2,remembered,2
45,Control,scene4,42,X3,remembered,2
45,Control,scene4,44,X2,remembered,3
45,Control,scene4,47,X4,forgotten,2
45,Control,scene4,49,A1,forgotten,3
45,Control,scene4,52,B1,remembered,3
45,Control,scene4,54,X5,forgotten,2
45,Control,scene4,57,A3,remembered,1
45,Control,scene4,60,B3,forgotten,1
45,Control,scene4,63,X2,forgotten,4
45,Control,scene4,66,X4,remembered,3
45,Control,scene4,68,A2,remembered,2
45,Control,scene4,71,B2,forgotten,2
45,Control,scene4,73,A3,remembered,2
45,Control,scene4,76,B3,remembered,2
45,Control,scene4,79,X6,forgotten,3
45,Control,scene4,83,X2,remembered,5
45,Control,scene4,85,A3,remembered,3
45,Control,scene4,87,B3,remembered,3
45,Control,scene4,91,X3,remembered,3
45,Control,scene4,94,X5,forgotten,3
45,Control,scene4,96,A3,remembered,4
45,Control,scene4,100,B3,remembered,4
45,Control,scene4,104,X1,remembered,2
45,Control,scene4,107,X5,remembered,4
45,Control,scene4,109,A2,forgotten,3
45,Control,scene4,112,B2,remembered,3
45,Control,scene4,116,A1,remembered,4
45,Control,scene4,119,B1,remembered,4
45,Control,scene4,121,X1,forgotten,3
45,Control,scene4,123,X4,remembered,4
45,Control,scene4,126,A2,forgotten,4
45,Control,scene4,130,B2,forgotten,4
45,Control,scene4,134,X6,forgotten,4
45,Control,scene4,137,A1,remembered,5
45,Control,scene4,141,B1,remembered,5
45,Control,scene4,143,A2,forgotten,5
45,Control,scene4,145,B2,remembered,5
45,Control,scene4,147,X1,remembered,4
45,Control,scene4,149,A3,remembered,5
45,Control,scene4,152,B3,remembered,5
45,Control,scene4,155,X6,forgotten,5
45,Control,scene4,158,X3,remembered,4
45,Control,scene4,160,X1,remembered,5
45,Control,scene4,163,X6,forgotten,6
45,Control,scene4,166,X5,remembered,5
45,Control,scene4,169,X1,remembered,6
45,Control,scene4,172,X4,remembered,5
45,Control,scene4,175,X5,remembered,6
45,Control,scene4,177,A3,remembered,6
45,Control,scene4,179,B3,remembered,6
45,Control,scene4,181,A1,forgotten,6
45,Control,scene4,184,B1,remembered,6
45,Control,scene4,186,X5,remembered,7
45,Control,scene4,190,A2,forgotten,6
45,Control,scene4,194,B2,remembered,6
45,Control,scene4,197,X2,remembered,6
45,Control,scene4,200,X3,remembered,5
45,Control,scene4,203,A3,remembered,7
45,Control,scene4,207,B3,remembered,7
45,Control,scene4,211,X2,remembered,7
45,Control,scene4,213,X4,forgotten,6
45,Control,scene4,217,X3,remembered,6
45,Control,scene4,219,A1,forgotten,7
45,Control,scene4,222,B1,remembered,7
45,Control,scene4,226,X6,forgotten,7
45,Control,scene4,229,X4,remembered,7
45,Control,scene4,232,X1,remembered,7
45,Control,scene4,235,A2,forgotten,7
45,Control,scene4,239,B2,remembered,7
45,Control,scene4,241,X3,forgotten,7
