subid,group,run,TR,trialtype,recog,repetition
60,Stress,scene2,8,X5,forgotten,1
60,Stress,scene2,11,X1,forgotten,1
60,Stress,scene2,15,A3,remembered,1
60,Stress,scene2,17,B3,forgotten,1
60,Stress,scene2,20,X3,forgotten,1
60,Stress,scene2,23,X2,remembered,1
60,Stress,scene2,25,X5,remembered,2
60,Stress,scene2,28,X1,remembered,2
60,Stress,scene2,32,A2,forgotten,1
60,Stress,scene2,34,B2,forgotten,1
60,Stress,scene2,36,A1,forgotten,1
60,Stress,scene2,39,B1,forgotten,1
60,Stress,scene2,41,X2,forgotten,2
60,Stress,scene2,44,A2,forgotten,2
60,Stress,scene2,48,B2,forgotten,2
60,Stress,scene2,50,X6,forgotten,1
60,Stress,scene2,53,X4,forgotten,1
60,Stress,scene2,56,X2,forgotten,3
60,Stress,scene2,59,X1,forgotten,3
60,Stress,scene2,61,A2,forgotten,3
60,Stress,scene2,63,B2,remembered,3
60,Stress,scene2,65,X1,forgotten,4
60,Stress,scene2,68,X3,forgotten,2
60,Stress,scene2,71,X6,remembered,2
60,Stress,scene2,74,X3,remembered,3
60,Stress,scene2,76,X5,remembered,3
60,Stress,scene2,78,A3,forgotten,2
60,Stress,scene2,81,B3,forgotten,2
60,Stress,scene2,83,X3,forgotten,4
60,Stress,scene2,86,A2,forgotten,4
60,Stress,scene2,90,B2,remembered,4
60,Stress,scene2,92,X6,forgotten,3
60,Stress,scene2,94,X2,forgotten,4
60,Stress,scene2,96,A1,forgotten,2
60,Stress,scene2,100,B1,remembered,2
60,Stress,scene2,103,X5,forgotten,4
60,Stress,scene2,107,X2,forgotten,5
60,Stress,scene2,109,X4,forgotten,2
60,Stress,scene2,111,A3,forgotten,3
60,Stress,scene2,115,B3,remembered,3
60,Stress,scene2,118,A1,forgotten,3
60,Stress,scene2,122,B1,remembered,3
60,Stress,scene2,126,X4,remembered,3
60,Stress,scene2,128,A3,forgotten,4
60,Stress,scene2,131,B3,forgotten,4
60,Stress,scene2,134,X5,forgotten,5
60,Stress,scene2,136,X6,remembered,4
60,Stress,scene2,139,A2,forgotten,5
60,Stress,scene2,142,B2,remembered,5
60,Stress,scene2,144,X4,forgotten,4
60,Stress,scene2,147,A3,remembered,5
60,Stress,scene2,149,B3,remembered,5
60,Stress,scene2,152,X6,remembered,5
60,Stress,scene2,156,X2,remembered,6
60,Stress,scene2,158,X1,forgotten,5
60,Stress,scene2,160,A1,forgotten,4
60,Stress,scene2,162,B1,remembered,4
60,Stress,scene2,165,A2,forgotten,6
60,Stress,scene2,167,B2,remembered,6
60,Stress,scene2,171,X1,remembered,6
60,Stress,scene2,173,A1,remembered,5
60,Stress,scene2,175,B1,remembered,5
60,Stress,scene2,178,A3,remembered,6
60,Stress,scene2,181,B3,forgotten,6
60,Stress,scene2,184,X6,forgotten,6
60,Stress,scene2,188,A3,remembered,7
60,Stress,scene2,190,B3,remembered,7
60,Stress,scene2,193,X3,remembered,5
60,Stress,scene2,195,X1,remembered,7
60,Stress,scene2,199,X4,forgotten,5
60,Stress,scene2,203,A1,forgotten,6
60,Stress,scene2,206,B1,forgotten,6
60,Stress,scene2,210,X2,forgotten,7
60,Stress,scene2,213,X5,forgotten,6
60,Stress,scene2,216,X3,remembered,6
60,Stress,scene2,220,X6,forgotten,7
60,Stress,scene2,223,A2,forgotten,7
60,Stress,scene2,225,B2,remembered,7
60,Stress,scene2,229,X4,forgotten,6
60,Stress,scene2,231,X3,forgotten,7
60,Stress,scene2,233,X5,remembered,7
60,Stress,scene2,236,A1,forgotten,7
60,Stress,scene2,240,B1,remembered,7
60,Stress,scene2,243,X4,forgotten,7
